frame,ear
1.0,0.31378299025201106
2.0,0.3006432388052952
3.0,0.2880527008077738
4.0,0.2883109997502002
5.0,0.2883109997502002
6.0,0.2883109997502002
7.0,0.28349017186563197
8.0,0.2839919894574704
9.0,0.3137980303019289
10.0,0.3142492416150866
11.0,0.31326807185502337
12.0,0.3306796160251948
13.0,0.3057610132046422
14.0,0.30837373785685207
15.0,0.32237096069716953
16.0,0.3136125462858228
17.0,0.32277292201670627
18.0,0.32243417242016204
19.0,0.3223113791988944
20.0,0.3223113791988944
21.0,0.3306447125322277
22.0,0.30075604533097594
23.0,0.2966682697677185
24.0,0.3049969773258781
25.0,0.30997711992770427
26.0,0.32222811524576755
27.0,0.3049969773258781
28.0,0.32265782209895466
29.0,0.3164908872100655
30.0,0.32243417242016204
31.0,0.3278213273310865
32.0,0.328819422922201
33.0,0.3140422531390099
34.0,0.31695217382868035
35.0,0.32165439244219735
36.0,0.31332170363339623
37.0,0.3223509084670352
38.0,0.3130501497396336
39.0,0.3140422531390099
40.0,0.28118817623249626
41.0,0.21938482610539112
42.0,0.20174832104131624
43.0,0.20297045054871327
44.0,0.21154785893825245
45.0,0.2434686085597748
46.0,0.2719174636528938
47.0,0.29714544424469747
48.0,0.2768264075983265
49.0,0.2945769634453417
50.0,0.29639273462331434
51.0,0.3048047061346008
52.0,0.31083844855911735
53.0,0.30472144218147396
54.0,0.3223113791988944
55.0,0.3054741518028571
56.0,0.2973198694615272
57.0,0.3056590554686214
58.0,0.3252310354900583
59.0,0.32222811524576755
60.0,0.3172883789216319
61.0,0.3140422531390099
62.0,0.2831760569774271
63.0,0.29150476453558666
64.0,0.29150476453558666
65.0,0.29150476453558666
66.0,0.30824544360503275
67.0,0.3227410860520815
68.0,0.31412551709213676
69.0,0.3166886141723238
70.0,0.33025067264347807
71.0,0.3048047061346008
72.0,0.30528103280313346
73.0,0.3134049675865231
74.0,0.2963814083659334
75.0,0.30528103280313346
76.0,0.3049969773258781
77.0,0.30012931649630314
78.0,0.294829064001072
79.0,0.30348318266405183
80.0,0.30472144218147396
81.0,0.29991673604687313
82.0,0.3173191312679794
83.0,0.33076750575349534
84.0,0.30856625790910375
85.0,0.3048047061346008
86.0,0.3136125462858228
87.0,0.3310744193854148
88.0,0.32890268687532787
89.0,0.3161863236718026
90.0,0.33025067264347807
91.0,0.2894951582186366
92.0,0.26064534244379717
93.0,0.24570814326319726
94.0,0.20372231005976787
95.0,0.20541957844944497
96.0,0.22432660137810684
97.0,0.2642209856413357
98.0,0.26372435504900477
99.0,0.28931784618758094
