frame,ear
1.0,0.3295140570082084
2.0,0.3231059068100707
3.0,0.3253745472338767
4.0,0.3232303719518615
5.0,0.3280657823626575
6.0,0.33408223988174734
7.0,0.32978060131653775
8.0,0.3224980002736398
9.0,0.3229673106711447
10.0,0.32479247948565565
11.0,0.33722722990611653
12.0,0.32029459048694386
13.0,0.34203198126284534
14.0,0.322395742822395
15.0,0.32988031498938547
16.0,0.337976652756087
17.0,0.32894808402993025
18.0,0.32568927516645674
19.0,0.32945098629836045
20.0,0.3409973956902258
21.0,0.33578151065596196
22.0,0.33141084752062683
23.0,0.3286815397216009
24.0,0.337976652756087
25.0,0.3180213254636636
26.0,0.3184004290420307
27.0,0.33090728627559174
28.0,0.31842841886936313
29.0,0.3299685215569984
30.0,0.32579484368664025
31.0,0.323072716914539
32.0,0.32613763970331344
33.0,0.31115792687747224
34.0,0.3128255224369213
35.0,0.3275659423557761
36.0,0.3496509481614801
37.0,0.3319984718442798
38.0,0.3250465735390876
39.0,0.3340539452366069
40.0,0.3250465735390876
41.0,0.3318146063513575
42.0,0.32130389825301564
43.0,0.3259558194747861
44.0,0.3279191729108569
45.0,0.32029459048694386
46.0,0.32544317137304857
47.0,0.3318146063513575
48.0,0.33090728627559174
49.0,0.33119750847407115
50.0,0.3320811506596868
51.0,0.33156850255794934
52.0,0.3253745472338767
53.0,0.3232914481819432
54.0,0.34996149215402594
55.0,0.31883217770009376
56.0,0.318852618215015
57.0,0.3128255224369213
58.0,0.26714456785832985
59.0,0.21556278526918216
60.0,0.21356926736005966
61.0,0.2105942487078712
62.0,0.21847274671905537
63.0,0.21745405785341962
64.0,0.2004785782159501
65.0,0.20588628239397716
66.0,0.21849822986311385
67.0,0.21847974935969722
68.0,0.18090029583162037
69.0,0.17958109388315552
70.0,0.20084628624063305
71.0,0.25087255035415235
72.0,0.27786419331368156
73.0,0.2644033004152984
74.0,0.2619233012378232
75.0,0.210465520035666
76.0,0.17224203470384025
77.0,0.19814470032457082
78.0,0.23668842073880703
79.0,0.2754798345966658
80.0,0.29098796526824056
81.0,0.2984987512115613
82.0,0.30375322436973207
83.0,0.30531668249861715
84.0,0.3121669068608961
85.0,0.3162595506254552
86.0,0.30399546170227804
87.0,0.3109712960751917
88.0,0.3028701523615353
89.0,0.2996169898173588
90.0,0.3037047814910018
91.0,0.30330925535973874
92.0,0.30692458382810966
93.0,0.2896669543837742
94.0,0.2966911604796651
95.0,0.3198684872372436
96.0,0.30737593516863365
97.0,0.30219257456877335
98.0,0.32003208039834946
99.0,0.3124859455166019
100.0,0.31603814171510636
101.0,0.29320883961922106
102.0,0.30330925535973874
103.0,0.30330925535973874
104.0,0.30619285634231497
105.0,0.3158437462820939
106.0,0.31869985272740964
107.0,0.3061508279304543
108.0,0.32141381720825735
109.0,0.3250465735390876
110.0,0.31059867368543265
111.0,0.31677639226716553
112.0,0.2993239049131552
113.0,0.31858607390668564
114.0,0.30246847254445486
115.0,0.3005671279298367
116.0,0.2870845752268901
117.0,0.24061273994562082
118.0,0.20848988126517662
119.0,0.20889890559060442
120.0,0.20622108955687346
121.0,0.22364550413814738
122.0,0.19911408149869653
123.0,0.21777384580657672
124.0,0.19823603099734097
125.0,0.18830277595309708
126.0,0.17245777408397112
127.0,0.1946492828614303
128.0,0.22088551816161694
129.0,0.24427454752617392
130.0,0.28444499325286987
131.0,0.31446427728554754
132.0,0.3185797006973221
133.0,0.3226602144211873
134.0,0.3043834666979639
135.0,0.27091760391165
136.0,0.20984050365074614
137.0,0.20639022019149583
138.0,0.22985962008986868
139.0,0.2758167090224535
140.0,0.27713095522981224
141.0,0.2984797375845048
142.0,0.29385718866404764
143.0,0.30748878856541717
144.0,0.3165420965853023
145.0,0.32114026336803664
146.0,0.3408064968259562
147.0,0.3233530627892237
148.0,0.33553023569960355
149.0,0.3319807915997186
150.0,0.337976652756087
151.0,0.3360681940929193
152.0,0.31863842334094994
153.0,0.3383889417978563
154.0,0.33141084752062683
155.0,0.3319807915997186
156.0,0.3320689981673315
157.0,0.3252855163357261
158.0,0.3286815397216009
159.0,0.32555922164082507
160.0,0.31505815691180317
161.0,0.31905533489434257
162.0,0.3186742804742986
163.0,0.323072716914539
164.0,0.3300055679582507
165.0,0.3189404323925584
166.0,0.32195796261665105
167.0,0.3087165203345056
168.0,0.3128192670176712
169.0,0.31564750623179827
170.0,0.2804001747351961
171.0,0.24172516458712373
172.0,0.2165151516685842
173.0,0.22307232358408965
174.0,0.2372600644521838
175.0,0.24718741651604192
176.0,0.251923494902416
177.0,0.22704473727682772
178.0,0.22555396613838227
179.0,0.21439520455654112
180.0,0.20805050466889496
181.0,0.20449208559154092
182.0,0.20035537069829346
183.0,0.21445290207688375
184.0,0.22477183714364482
185.0,0.2186852623176282
186.0,0.1851057054481156
187.0,0.19472346265897428
188.0,0.18978333467680458
189.0,0.15357069627618272
190.0,0.1958494792154931
191.0,0.19464392085903454
192.0,0.24005643585295128
193.0,0.2811360872718156
194.0,0.3066262593635236
195.0,0.3134324674883537
196.0,0.3286815397216009
197.0,0.3250465735390876
198.0,0.28141628902539095
199.0,0.2584242007178238
200.0,0.21058268433390565
201.0,0.22080087754700725
202.0,0.2643782251059271
203.0,0.28188829972336193
204.0,0.30481387024671747
205.0,0.30030747470021624
206.0,0.3070721358227385
207.0,0.32003208039834946
