,frame,pred_x,pred_y
390,391,966,892
391,392,945,862
392,393,947,867
393,394,950,860
394,395,951,874
395,396,947,841
396,397,1012,937
397,398,1000,897
398,399,989,886
399,400,980,897
400,401,981,871
401,402,980,890
402,403,963,919
403,404,1003,851
404,405,993,881
405,406,1021,848
406,407,1014,887
407,408,1057,897
408,409,992,931
409,410,995,917
410,411,1005,893
411,412,994,847
412,413,990,848
413,414,1006,873
414,415,973,821
415,416,1031,891
416,417,812,848
417,418,467,781
418,419,419,766
419,420,446,759
420,421,398,840
421,422,380,836
422,423,441,860
423,424,306,802
424,425,409,841
425,426,350,807
426,427,383,847
427,428,361,845
428,429,389,828
429,430,404,851
430,431,398,857
431,432,399,843
432,433,396,851
433,434,397,851
434,435,373,843
435,436,369,851
436,437,402,858
437,438,421,837
438,439,418,862
439,440,445,867
440,441,389,838
441,442,369,815
442,443,387,852
443,444,375,810
444,445,358,853
445,446,283,827
446,447,293,825
447,448,348,856
448,449,357,841
449,450,363,834
450,451,396,851
451,452,385,866
452,453,395,870
453,454,363,833
454,455,332,811
455,456,395,867
456,457,425,830
457,458,412,861
458,459,400,861
459,460,400,889
460,461,402,880
461,462,369,849
462,463,415,876
463,464,408,850
464,465,406,852
465,466,411,820
466,467,398,823
467,468,589,845
468,469,713,849
469,470,670,845
470,471,691,861
471,472,729,855
472,473,738,836
473,474,765,839
474,475,763,840
475,476,746,834
476,477,727,820
477,478,731,838
478,479,719,824
479,480,730,855
480,481,720,912
481,482,704,869
482,483,710,908
483,484,710,884
484,485,729,874
485,486,718,895
486,487,735,894
487,488,738,880
488,489,751,913
489,490,743,926
490,491,748,897
491,492,756,907
492,493,783,893
493,494,748,892
494,495,741,871
495,496,765,911
496,497,778,881
497,498,752,873
498,499,731,847
499,500,769,858
500,501,736,884
501,502,764,868
502,503,769,859
503,504,766,889
504,505,717,871
505,506,704,851
506,507,743,844
507,508,747,881
508,509,745,885
509,510,739,875
510,511,720,893
511,512,707,853
512,513,709,845
513,514,689,833
514,515,721,877
515,516,662,825
516,517,708,875
517,518,708,854
518,519,763,845
519,520,851,648
520,521,889,595
521,522,926,492
522,523,945,426
523,524,975,374
524,525,993,421
525,526,974,372
526,527,1017,423
527,528,983,398
528,529,970,409
529,530,983,432
530,531,1001,415
531,532,1036,374
532,533,1021,378
533,534,1027,359
534,535,970,382
535,536,1007,408
536,537,1011,392
537,538,1006,354
538,539,1028,378
539,540,1016,358
540,541,1087,340
541,542,1056,316
542,543,1072,338
543,544,1038,357
544,545,1055,355
545,546,1034,335
546,547,1043,346
547,548,1056,314
548,549,1051,345
549,550,1054,334
550,551,1065,306
551,552,1044,328
552,553,1027,291
553,554,1058,294
554,555,1033,327
555,556,1047,287
556,557,1067,277
557,558,1066,306
558,559,1072,293
559,560,1090,285
560,561,1080,300
561,562,1060,283
562,563,1088,301
563,564,1083,303
564,565,1061,323
565,566,1042,314
566,567,1074,280
567,568,1041,311
568,569,1008,362
569,570,941,543
570,571,943,510
571,572,938,507
572,573,944,526
573,574,927,532
574,575,933,537
575,576,949,553
576,577,909,578
577,578,911,537
578,579,916,540
579,580,904,566
580,581,925,556
581,582,915,547
582,583,906,560
583,584,903,584
584,585,898,528
585,586,900,501
586,587,913,594
587,588,924,588
588,589,984,643
589,590,964,637
590,591,959,600
591,592,999,532
592,593,979,544
593,594,1013,542
594,595,998,602
595,596,948,580
596,597,1011,549
597,598,1003,590
598,599,1008,574
599,600,970,576
600,601,900,672
601,602,913,686
602,603,894,704
603,604,908,717
604,605,934,678
605,606,917,716
606,607,950,683
607,608,914,639
608,609,953,653
609,610,934,659
610,611,938,627
611,612,944,712
612,613,895,663
613,614,886,654
614,615,900,629
615,616,910,628
616,617,903,706
617,618,888,669
618,619,875,637
619,620,872,654
620,621,892,631
621,622,1091,712
622,623,1161,750
623,624,1191,707
624,625,1243,682
625,626,1223,685
626,627,1266,704
627,628,1256,739
628,629,1213,766
629,630,1267,745
630,631,1285,767
631,632,1286,754
632,633,1300,744
633,634,1255,762
634,635,1268,757
635,636,1241,742
636,637,1301,712
637,638,1301,742
638,639,1331,722
639,640,1309,725
640,641,1341,695
641,642,1341,699
642,643,1344,677
643,644,1319,703
644,645,1304,677
645,646,1289,701
646,647,1297,662
647,648,1324,672
648,649,1341,692
649,650,1324,708
650,651,1341,726
651,652,1358,729
652,653,1351,676
653,654,1328,671
654,655,1343,622
655,656,1333,660
656,657,1319,659
657,658,1321,651
658,659,1302,669
659,660,1325,595
660,661,1317,687
661,662,1331,708
662,663,1331,683
663,664,1322,721
664,665,1331,679
665,666,1351,677
666,667,1328,660
667,668,1308,690
668,669,1304,699
669,670,1282,738
670,671,1285,724
671,672,805,805
672,673,330,667
673,674,253,629
674,675,305,650
675,676,283,638
676,677,325,622
677,678,275,649
678,679,334,649
679,680,305,668
680,681,362,635
681,682,311,638
682,683,325,590
683,684,283,603
684,685,331,601
685,686,332,591
686,687,356,560
687,688,353,581
688,689,380,585
689,690,341,569
690,691,318,568
691,692,352,584
692,693,348,556
693,694,325,576
694,695,320,564
695,696,351,522
696,697,327,546
697,698,303,534
698,699,298,500
699,700,302,549
700,701,293,497
701,702,308,542
702,703,279,502
703,704,272,480
704,705,270,515
705,706,279,475
706,707,293,479
707,708,319,505
708,709,239,534
709,710,279,546
710,711,341,520
711,712,279,541
712,713,304,545
713,714,304,523
714,715,347,519
715,716,319,505
716,717,328,504
717,718,341,505
718,719,329,488
719,720,326,484
720,721,372,515
721,722,495,580
722,723,845,549
723,724,853,549
724,725,887,542
725,726,874,556
726,727,873,563
727,728,863,567
728,729,857,600
729,730,875,562
730,731,885,537
731,732,877,565
732,733,891,547
733,734,902,520
734,735,938,564
735,736,943,524
736,737,946,588
737,738,946,553
738,739,949,582
739,740,951,591
740,741,962,539
741,742,966,572
742,743,987,550
743,744,982,569
744,745,967,555
745,746,961,602
746,747,1004,543
747,748,1000,544
748,749,975,572
749,750,1012,533
750,751,994,549
751,752,970,543
752,753,946,538
753,754,946,513
754,755,996,503
755,756,971,498
756,757,965,542
757,758,953,557
758,759,973,568
759,760,965,523
760,761,958,536
761,762,963,539
762,763,982,534
763,764,1000,523
764,765,1006,518
765,766,1036,487
766,767,983,518
767,768,977,528
768,769,954,559
769,770,938,559
770,771,951,560
771,772,962,530
772,773,971,535
773,774,1099,633
774,775,1235,684
775,776,1219,684
776,777,1275,747
777,778,1240,754
778,779,1277,742
779,780,1251,747
780,781,1318,852
781,782,1304,852
782,783,1322,844
783,784,1330,841
784,785,1317,832
785,786,1323,837
786,787,1318,817
787,788,1374,845
788,789,1322,873
789,790,1331,891
790,791,1351,904
791,792,1338,889
792,793,1358,839
793,794,1365,853
794,795,1380,871
795,796,1364,825
796,797,1366,812
797,798,1375,843
798,799,1389,877
799,800,1397,868
800,801,1389,846
801,802,1382,845
802,803,1333,788
803,804,1342,799
804,805,1320,793
805,806,1318,796
806,807,1320,778
807,808,1335,786
808,809,1340,759
809,810,1334,776
810,811,1311,764
