frame,res,X,Y
1,[[-0.27344486 -0.4979697 ]],-798,816
2,[[-0.2723742 -0.4011587]],-420,745
3,[[-0.2283284  -0.53509337]],-922,672
4,[[-0.28684342 -0.53682524]],-907,877
5,[[-0.26864982 -0.48683602]],-752,789
6,[[-0.24057043 -0.4660528 ]],-707,701
7,[[-0.25353718 -0.473901  ]],-727,745
8,[[-0.2937141 -0.5114422]],-847,894
9,[[-0.29067418 -0.5598738 ]],-1020,895
10,[[-0.2500475  -0.58776045]],-1099,761
11,[[-0.24532469 -0.54401934]],-985,726
12,[[-0.23613796 -0.63523084]],-1305,717
13,[[-0.23775023 -0.6195928 ]],-1239,732
14,[[-0.26109746 -0.6454079 ]],-1342,807
15,[[-0.2351872 -0.5495019]],-991,688
16,[[-0.2437649 -0.60398  ]],-1181,730
17,[[-0.26657233 -0.6387275 ]],-1276,833
18,[[-0.24582544 -0.5964482 ]],-1136,754
19,[[-0.24087119 -0.56270343]],-1045,719
20,[[-0.22231358 -0.55146897]],-999,645
21,[[-0.22393346 -0.5896547 ]],-1111,658
22,[[-0.24014273 -0.56121457]],-1011,707
23,[[-0.28182015 -0.5658444 ]],-1023,848
24,[[-0.29674268 -0.59778225]],-1088,885
25,[[-0.24094522 -0.43507352]],-509,635
26,[[-0.22216725 -0.5768982 ]],-1013,627
27,[[-0.21407847 -0.54779965]],-900,604
28,[[-0.20059529 -0.62246495]],-1199,575
29,[[-0.22698286 -0.537623  ]],-864,642
30,[[-0.22025514 -0.53320587]],-849,619
31,[[-0.17979375 -0.6161635 ]],-1192,509
32,[[-0.2039408 -0.5617659]],-951,574
33,[[-0.18685    -0.67385006]],-1455,561
34,[[-0.19307947 -0.6803876 ]],-1461,596
35,[[-0.23205909 -0.70692575]],-1543,729
36,[[-0.18221709 -0.66125137]],-1414,542
37,[[-0.22224313 -0.7388413 ]],-1727,718
38,[[-0.2153187  -0.72132564]],-1638,700
39,[[-0.20980075 -0.7868798 ]],-1912,707
40,[[-0.17915735 -0.74814045]],-1793,572
41,[[-0.15529521 -0.71958196]],-1661,485
42,[[-0.1377387 -0.7341401]],-1723,424
43,[[-0.17014477 -0.72251976]],-1672,532
44,[[-0.18639098 -0.7483263 ]],-1766,599
45,[[-0.193732   -0.77329123]],-1868,642
46,[[-0.1942868  -0.76542413]],-1821,658
47,[[-0.21644697 -0.7681421 ]],-1841,725
48,[[-0.19220681 -0.74806   ]],-1768,627
49,[[-0.1833888 -0.7433143]],-1739,609
50,[[-0.18453391 -0.73635983]],-1705,614
51,[[-0.18500933 -0.73346937]],-1693,610
52,[[-0.1468226 -0.8071743]],-2085,483
53,[[-0.11961894 -0.51841414]],-888,306
54,[[-0.17537645 -0.5827557 ]],-1069,510
55,[[-0.13240726 -0.4321906 ]],-589,338
56,[[-0.13922043 -0.45097244]],-622,361
57,[[-0.10298532 -0.48192492]],-757,247
58,[[-0.1200152  -0.45651168]],-663,298
59,[[-0.15600063 -0.45982498]],-659,418
60,[[-0.08786318 -0.4884707 ]],-771,199
61,[[-0.0751735  -0.16239527]],246,155
62,[[-0.06233364 -0.21618354]],89,119
63,[[-0.04560735 -0.24564503]],1,70
64,[[-0.08084176 -0.1820018 ]],193,171
65,[[-0.06251784 -0.22864808]],53,119
66,[[-0.08527297 -0.25388783]],-8,187
67,[[-0.08906643 -0.24985805]],-5,194
68,[[-0.04658329 -0.34500474]],-295,69
69,[[-0.03882024 -0.3720188 ]],-374,44
70,[[-0.0683766  -0.38654643]],-420,134
71,[[-0.06059357 -0.3954001 ]],-448,110
72,[[-0.08306081 -0.3589142 ]],-315,181
73,[[-0.04943621 -0.30572253]],-170,76
74,[[-0.087447   -0.31828636]],-197,187
