,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,739,470,739,470,878,447
1,1,730,452,730,452,872,429
2,2,735,435,735,435,881,410
3,3,742,433,742,433,888,408
4,4,749,428,749,428,897,402
5,5,754,420,754,420,902,394
6,6,754,417,754,417,902,391
7,7,756,412,756,412,904,385
8,8,769,409,769,409,919,382
9,9,780,410,780,410,931,382
10,10,777,409,777,409,927,382
11,11,777,409,777,409,927,382
12,12,787,414,787,414,938,386
13,13,790,428,790,428,941,400
14,14,787,434,787,434,938,407
15,15,786,447,786,447,935,421
16,16,793,454,793,454,942,428
17,17,768,466,768,466,911,442
18,18,766,457,766,457,911,432
19,19,772,464,772,464,915,440
20,20,762,475,762,475,902,452
21,21,753,488,753,488,887,467
22,22,746,494,746,494,876,474
23,23,745,487,745,487,878,466
24,24,749,480,749,480,885,459
25,25,743,484,743,484,878,462
26,26,746,491,746,491,877,471
27,27,736,495,736,495,865,475
28,28,737,494,737,494,866,474
29,29,747,490,747,490,879,469
30,30,746,477,746,477,883,455
31,31,747,469,747,469,887,446
32,32,756,473,756,473,895,451
33,33,767,471,767,471,908,448
34,34,769,467,769,467,911,444
35,35,774,460,774,460,919,435
36,36,771,459,771,459,915,435
37,37,762,455,762,455,907,430
38,38,762,455,762,455,907,430
39,39,767,453,767,453,913,428
40,40,773,450,773,450,920,425
41,41,778,454,778,454,925,429
42,42,773,458,773,458,918,434
43,43,779,461,779,461,924,436
44,44,773,458,773,458,918,434
45,45,769,456,769,456,914,431
46,46,762,458,762,458,907,433
47,47,768,460,768,460,912,436
48,48,774,457,774,457,920,432
49,49,779,455,779,455,926,430
50,50,783,449,783,449,931,423
51,51,783,443,783,443,932,417
52,52,786,441,786,441,936,415
53,53,787,440,787,440,937,413
54,54,789,440,789,440,939,414
55,55,783,441,783,441,933,414
56,56,780,443,780,443,929,417
57,57,775,440,775,440,924,414
58,58,769,445,769,445,916,419
59,59,760,443,760,443,907,418
60,60,764,446,764,446,911,421
61,61,765,448,765,448,911,423
62,62,765,448,765,448,911,423
63,63,762,443,762,443,909,418
64,64,765,442,765,442,912,417
65,65,762,435,762,435,910,409
66,66,762,432,762,432,910,406
67,67,761,422,761,422,910,395
68,68,763,422,763,422,912,395
69,69,761,419,761,419,910,392
70,70,760,429,760,429,909,402
71,71,771,435,771,435,920,409
72,72,782,436,782,436,932,410
73,73,781,437,781,437,931,411
74,74,777,438,777,438,927,412
75,75,778,448,778,448,926,422
76,76,776,449,776,449,923,423
77,77,776,452,776,452,923,427
78,78,776,451,776,451,924,425
79,79,774,460,774,460,919,435
80,80,769,465,769,465,912,441
81,81,762,472,762,472,903,449
82,82,757,475,757,475,895,452
83,83,752,471,752,471,891,448
84,84,757,471,757,471,898,448
85,85,744,477,744,477,881,455
86,86,726,481,726,481,859,461
87,87,718,484,718,484,850,464
88,88,708,490,708,490,837,472
89,89,716,488,716,488,846,468
90,90,750,471,750,471,889,448
91,91,764,455,764,455,909,430
92,92,762,446,762,446,909,421
93,93,755,442,755,442,902,417
94,94,752,433,752,433,899,407
95,95,754,430,754,430,901,404
96,96,754,423,754,423,902,397
97,97,758,415,758,415,906,388
98,98,869,461,869,461,1024,433
99,99,942,491,942,491,1098,462
100,100,1106,554,1106,554,1249,524
101,101,1204,586,1204,586,1337,553
102,102,1270,604,1270,604,1399,570
103,103,1297,629,1297,629,1401,596
104,104,1309,649,1309,649,1389,617
105,105,1385,660,1385,660,1468,625
106,106,1448,678,1448,678,1522,640
107,107,1487,693,1487,693,1547,655
108,108,1518,689,1518,689,1594,649
109,109,1535,687,1535,687,1620,646
110,110,1534,697,1534,697,1602,657
111,111,1536,694,1536,694,1608,654
112,112,1533,690,1533,690,1613,649
113,113,1540,688,1540,688,1624,647
114,114,1539,687,1539,687,1626,645
115,115,1532,688,1532,688,1615,647
116,116,1525,691,1525,691,1600,650
117,117,1523,699,1523,699,1584,659
118,118,1523,705,1523,705,1574,666
119,119,1515,714,1515,714,1545,677
120,120,1520,721,1520,721,1539,684
121,121,1513,711,1513,711,1549,673
122,122,1514,704,1514,704,1563,666
123,123,1508,702,1508,702,1560,663
124,124,1506,700,1506,700,1560,661
125,125,1516,699,1516,699,1574,660
126,126,1527,697,1527,697,1592,657
127,127,1519,688,1519,688,1597,648
128,128,1514,696,1514,696,1578,656
129,129,1505,704,1505,704,1551,666
130,130,1520,724,1520,724,1534,687
131,131,1533,734,1533,734,1532,697
132,132,1529,731,1529,731,1531,695
133,133,1523,729,1523,729,1528,692
134,134,1522,724,1522,724,1535,687
135,135,1522,739,1522,739,1508,703
136,136,1516,747,1516,747,1482,713
137,137,1508,754,1508,754,1457,722
138,138,1505,756,1505,756,1449,724
139,139,1496,757,1496,757,1435,726
140,140,1500,744,1500,744,1468,711
141,141,1511,732,1511,732,1506,697
142,142,1498,721,1498,721,1511,685
143,143,1497,713,1497,713,1523,677
144,144,1518,708,1518,708,1561,669
145,145,1528,701,1528,701,1585,662
146,146,1538,702,1538,702,1598,662
147,147,1545,701,1545,701,1610,660
148,148,1557,714,1557,714,1600,674
149,149,1570,714,1570,714,1618,674
150,150,1579,695,1579,695,1665,652
151,151,1583,690,1583,690,1678,646
152,152,1590,684,1590,684,1697,640
153,153,1602,673,1602,673,1732,627
154,154,1617,673,1617,673,1752,627
155,155,1633,668,1633,668,1783,620
156,156,1652,674,1652,674,1797,627
157,157,1652,683,1652,683,1783,636
158,158,1638,684,1638,684,1761,638
159,159,1644,680,1644,680,1778,633
160,160,1650,683,1650,683,1781,635
161,161,1628,711,1628,711,1702,666
162,162,1570,778,1570,778,1486,745
163,163,1495,827,1495,827,1272,807
164,164,1514,884,1514,884,1143,873
165,165,1651,890,1651,890,1303,869
166,166,1653,867,1653,867,1374,840
167,167,1688,863,1688,863,1433,833
168,168,1708,852,1708,852,1487,819
169,169,1717,842,1717,842,1529,806
170,170,1751,829,1751,829,1609,789
171,171,1752,817,1752,817,1639,776
172,172,1768,811,1768,811,1677,767
173,173,1781,808,1781,808,1703,763
174,174,1806,810,1806,810,1732,764
175,175,1799,793,1799,793,1762,746
176,176,1809,791,1809,791,1782,743
177,177,1761,761,1761,761,1782,713
178,178,1724,735,1724,735,1786,687
179,179,1711,724,1711,724,1790,676
180,180,1689,719,1689,719,1769,672
181,181,1684,712,1684,712,1775,665
182,182,1664,705,1664,705,1760,659
183,183,1637,708,1637,708,1719,663
184,184,1622,711,1622,711,1694,667
185,185,1602,692,1602,692,1699,648
186,186,1516,597,1516,597,1723,552
187,187,1351,501,1351,501,1589,461
188,188,1229,435,1229,435,1457,398
189,189,1134,385,1134,385,1339,351
190,190,1079,347,1079,347,1262,315
191,191,1054,334,1054,334,1227,304
192,192,1036,322,1036,322,1198,292
193,193,1012,307,1012,307,1160,278
194,194,996,300,996,300,1136,271
195,195,987,298,987,298,1125,270
196,196,988,294,988,294,1123,266
197,197,991,289,991,289,1123,261
198,198,994,291,994,291,1127,263
199,199,985,295,985,295,1120,267
200,200,1001,285,1001,285,1132,258
201,201,1015,279,1015,279,1143,253
202,202,1016,263,1016,263,1130,238
203,203,1026,256,1026,256,1135,232
204,204,1024,261,1024,261,1139,237
205,205,1026,265,1026,265,1144,240
206,206,1025,270,1025,270,1146,245
207,207,1021,272,1021,272,1144,247
208,208,1020,276,1020,276,1147,250
209,209,1016,274,1016,274,1140,248
210,210,1009,268,1009,268,1126,243
211,211,997,263,997,263,1107,238
212,212,992,265,992,265,1103,240
213,213,984,266,984,266,1094,241
214,214,983,264,983,264,1092,239
215,215,978,259,978,259,1082,234
216,216,970,257,970,257,1070,233
217,217,959,262,959,262,1062,237
218,218,966,272,966,272,1079,246
219,219,969,284,969,284,1093,257
220,220,971,287,971,287,1098,260
221,221,965,292,965,292,1093,264
222,222,959,298,959,298,1091,269
223,223,961,297,961,297,1093,269
224,224,976,297,976,297,1111,269
225,225,976,297,976,297,1111,269
226,226,976,297,976,297,1111,269
227,227,975,297,975,297,1109,269
228,228,975,302,975,302,1113,274
229,229,971,296,971,296,1104,268
230,230,984,283,984,283,1109,256
231,231,997,274,997,274,1117,248
232,232,1010,271,1010,271,1131,246
233,233,1018,269,1018,269,1137,243
234,234,1019,259,1019,259,1129,235
235,235,1027,255,1027,255,1135,231
236,236,1029,261,1029,261,1143,237
237,237,1029,267,1029,267,1148,242
238,238,1029,272,1029,272,1154,247
239,239,1033,280,1033,280,1165,254
240,240,1040,265,1040,265,1160,240
241,241,1045,259,1045,259,1161,235
242,242,1035,248,1035,248,1138,225
243,243,1029,245,1029,245,1128,223
244,244,1030,241,1030,241,1125,219
245,245,1029,231,1029,231,1113,211
246,246,1027,226,1027,226,1104,206
247,247,1029,225,1029,225,1106,206
248,248,1018,222,1018,222,1089,202
249,249,1007,221,1007,221,1075,201
250,250,1021,217,1021,217,1087,198
251,251,1020,211,1020,211,1077,193
252,252,1019,203,1019,203,1067,187
253,253,1019,209,1019,209,1074,191
254,254,1016,217,1016,217,1080,198
255,255,1001,217,1001,217,1062,197
256,256,988,215,988,215,1046,196
257,257,988,213,988,213,1042,194
258,258,997,210,997,210,1050,192
259,259,1016,216,1016,216,1080,197
260,260,1038,238,1038,238,1131,217
261,261,1059,254,1059,254,1174,232
262,262,1064,262,1064,262,1187,239
263,263,1053,267,1053,267,1178,243
264,264,1043,274,1043,274,1172,248
265,265,1037,271,1037,271,1163,246
266,266,1026,273,1026,273,1151,248
267,267,1026,273,1026,273,1151,248
268,268,1023,270,1023,270,1144,244
269,269,1004,273,1004,273,1124,247
270,270,974,274,974,274,1090,248
271,271,950,270,950,270,1059,244
272,272,922,270,922,270,1025,244
273,273,880,249,880,249,957,224
274,274,849,236,849,236,908,212
275,275,826,233,826,233,878,209
276,276,811,224,811,224,851,201
277,277,800,212,800,212,823,190
278,278,801,201,801,201,811,180
279,279,814,188,814,188,807,168
280,280,805,186,805,186,795,167
281,281,789,181,789,181,771,162
282,282,782,173,782,173,749,154
283,283,780,175,780,175,751,157
284,284,789,173,789,173,758,155
285,285,792,169,792,169,755,152
286,286,794,165,794,165,752,148
287,287,793,162,793,162,745,145
288,288,792,161,792,161,742,144
289,289,768,164,768,164,721,147
290,290,758,159,758,159,702,142
291,291,745,154,745,154,678,137
292,292,742,138,742,138,648,123
293,293,733,131,733,131,627,117
294,294,735,135,735,135,634,120
295,295,729,146,729,146,648,130
296,296,721,157,721,157,658,140
297,297,721,159,721,159,659,141
298,298,722,156,722,156,657,139
