,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,576,573,576,573,641,574
1,1,585,536,585,536,680,530
2,2,575,511,575,511,685,502
3,3,560,473,560,473,686,458
4,4,538,434,538,434,671,416
5,5,523,425,523,425,655,407
6,6,524,420,524,420,657,401
7,7,534,419,534,419,667,400
8,8,544,422,544,422,677,403
9,9,557,436,557,436,690,418
10,10,586,428,586,428,721,408
11,11,600,430,600,430,736,409
12,12,619,429,619,429,756,408
13,13,636,412,636,412,774,388
14,14,667,391,667,391,805,365
15,15,690,384,690,384,829,358
16,16,707,376,707,376,845,349
17,17,711,376,711,376,850,348
18,18,739,363,739,363,876,335
19,19,747,351,747,351,880,322
20,20,746,349,746,349,879,320
21,21,748,349,748,349,881,321
22,22,751,350,751,350,885,321
23,23,755,358,755,358,892,329
24,24,774,350,774,350,910,321
25,25,785,348,785,348,921,319
26,26,785,360,785,360,926,331
27,27,785,365,785,365,928,336
28,28,820,378,820,378,971,349
29,29,845,392,845,392,1002,362
30,30,843,422,843,422,1001,393
31,31,843,474,843,474,991,448
32,32,845,534,845,534,962,514
33,33,842,582,842,582,918,568
34,34,830,632,830,632,847,627
35,35,817,664,817,664,788,666
36,36,789,681,789,681,731,689
37,37,799,738,799,738,639,760
38,38,795,784,795,784,539,819
39,39,811,832,811,832,444,880
40,40,852,907,852,907,281,976
41,41,876,969,876,969,111,1059
42,42,917,1010,917,1010,12,1112
43,43,938,1036,938,1036,-59,1146
44,44,955,1062,955,1062,-141,1181
45,45,956,1081,956,1081,-215,1209
46,46,965,1091,965,1091,-248,1222
47,47,945,1075,945,1075,-201,1201
48,48,949,1060,949,1060,-138,1178
49,49,937,1050,937,1050,-114,1166
50,50,906,995,906,995,54,1092
51,51,884,951,884,951,180,1033
52,52,836,900,836,900,286,968
53,53,788,860,788,860,345,920
54,54,741,823,741,823,390,876
55,55,733,819,733,819,392,871
56,56,772,822,772,822,425,872
57,57,823,814,823,814,500,855
58,58,860,795,860,795,586,826
59,59,889,767,889,767,680,787
60,60,903,757,903,757,717,774
61,61,893,752,893,752,716,768
62,62,867,757,867,757,678,777
63,63,848,773,848,773,623,799
64,64,833,785,833,785,578,816
65,65,813,795,813,795,534,831
66,66,828,793,828,793,556,827
67,67,839,796,839,796,560,830
68,68,857,800,857,800,571,833
69,69,873,813,873,813,557,849
70,70,855,812,855,812,539,849
71,71,843,824,843,824,498,866
72,72,842,838,842,838,461,885
73,73,840,832,840,832,474,877
74,74,840,821,840,821,503,862
75,75,835,820,835,820,500,861
76,76,841,825,841,825,493,868
77,77,852,836,852,836,478,881
78,78,818,819,818,819,483,862
79,79,752,795,752,795,467,838
80,80,768,786,768,786,506,824
81,81,804,800,804,800,512,839
82,82,820,790,820,790,555,823
