frame,res,X,Y
1,"[[ 0.30596211]
 [ 0.48790674]
 [-0.81751709]]",-121.0,1186.0
2,"[[ 0.30803977]
 [ 0.48469692]
 [-0.81864546]]",-160.0,1211.0
3,"[[ 0.30721731]
 [ 0.48132062]
 [-0.82094335]]",-189.0,1226.0
4,"[[ 0.30874899]
 [ 0.48154029]
 [-0.8202396 ]]",-211.0,1237.0
5,"[[ 0.31041258]
 [ 0.48291189]
 [-0.81880409]]",-229.0,1247.0
6,"[[ 0.30799718]
 [ 0.482214  ]
 [-0.82012645]]",-239.0,1252.0
7,"[[ 0.30165731]
 [ 0.47730143]
 [-0.82534006]]",-239.0,1249.0
8,"[[ 0.30105662]
 [ 0.47802193]
 [-0.82514238]]",-239.0,1247.0
9,"[[ 0.30158251]
 [ 0.47799769]
 [-0.82496436]]",-239.0,1246.0
10,"[[ 0.28877926]
 [ 0.47788624]
 [-0.82959706]]",-227.0,1243.0
11,"[[ 0.28814384]
 [ 0.47810184]
 [-0.82969378]]",-218.0,1241.0
12,"[[ 0.28785921]
 [ 0.48412176]
 [-0.82629486]]",-211.0,1245.0
13,"[[ 0.29098789]
 [ 0.48990726]
 [-0.82177669]]",-210.0,1256.0
14,"[[ 0.28596905]
 [ 0.49158755]
 [-0.82253473]]",-205.0,1265.0
15,"[[ 0.28607866]
 [ 0.49169813]
 [-0.82243051]]",-201.0,1272.0
16,"[[ 0.27154099]
 [ 0.49592838]
 [-0.82481546]]",-185.0,1279.0
17,"[[ 0.26565775]
 [ 0.49738397]
 [-0.8258542 ]]",-168.0,1285.0
18,"[[ 0.27254141]
 [ 0.49531179]
 [-0.824856  ]]",-163.0,1289.0
19,"[[ 0.28368127]
 [ 0.49001585]
 [-0.82426295]]",-167.0,1286.0
20,"[[ 0.28700408]
 [ 0.48720502]
 [-0.82477871]]",-174.0,1281.0
21,"[[ 0.28519082]
 [ 0.48453266]
 [-0.82697902]]",-177.0,1275.0
22,"[[ 0.27964077]
 [ 0.48089358]
 [-0.83098881]]",-173.0,1267.0
23,"[[ 0.2789109 ]
 [ 0.48211009]
 [-0.83052909]]",-171.0,1263.0
24,"[[ 0.28510746]
 [ 0.49037307]
 [-0.82355813]]",-177.0,1270.0
25,"[[ 0.29058674]
 [ 0.48855493]
 [-0.82272318]]",-185.0,1274.0
26,"[[ 0.29193067]
 [ 0.48769457]
 [-0.82275786]]",-190.0,1273.0
27,"[[ 0.28230977]
 [ 0.48903811]
 [-0.82531383]]",-184.0,1270.0
28,"[[ 0.2848376 ]
 [ 0.49105311]
 [-0.82324625]]",-182.0,1270.0
