,frame,pred_x,pred_y
810,811,1303,633
811,812,1276,642
812,813,1288,661
813,814,1325,703
814,815,1291,687
815,816,1340,692
816,817,1187,717
817,818,1264,727
818,819,1241,671
819,820,1206,693
820,821,1113,709
821,822,1262,666
822,823,1306,673
823,824,1216,670
824,825,1174,607
825,826,1269,145
826,827,1263,84
827,828,1284,-3
828,829,1199,176
829,830,1189,257
830,831,1143,196
831,832,1121,142
832,833,1181,170
833,834,1249,127
834,835,1213,123
835,836,1279,79
836,837,1257,138
837,838,1250,87
838,839,1219,71
839,840,1267,128
840,841,1319,6
841,842,1326,31
842,843,1274,-63
843,844,1351,-116
844,845,1321,-52
845,846,1299,-43
846,847,1345,-67
847,848,1366,0
848,849,1331,41
849,850,1189,-33
850,851,1375,7
851,852,1362,0
852,853,1384,39
853,854,1370,88
854,855,1311,94
855,856,1334,38
856,857,1313,-23
857,858,1300,75
858,859,1255,70
859,860,1257,94
860,861,1233,168
861,862,1249,105
