frame,res,X,Y
,[[ 0.08782611  0.31783932 -0.94051394]],384,664
,[[ 0.11130941  0.29374828 -0.94815876]],315,585
,[[ 0.09572331  0.30638607 -0.94345134]],360,627
,[[ 0.09070171  0.31283683 -0.94089402]],376,649
,[[ 0.06409405  0.31443653 -0.94147717]],455,652
,[[ 0.02880868  0.33271258 -0.93827453]],561,711
,[[ 0.02880868  0.33271258 -0.93827453]],561,711
,[[ 0.03797629  0.33678804 -0.93555162]],534,724
,[[-0.04892487  0.3009404  -0.95157438]],792,601
,[[ 0.00466285  0.31097567 -0.94750933]],635,635
,[[ 0.03583936  0.31166556 -0.93963346]],541,645
,[[ 0.04398082  0.31875229 -0.939175  ]],518,666
,[[ 0.05453758  0.30942816 -0.94016757]],486,637
,[[ 0.03011568  0.30644183 -0.94534   ]],559,625
,[[ 0.04358169  0.32356641 -0.93879302]],519,682
,[[ 0.05030905  0.32410854 -0.93767634]],498,687
,[[ 0.05030905  0.32410854 -0.93767634]],498,687
,[[ 0.05323669  0.30968866 -0.94367569]],491,639
,[[ 0.05444363  0.31439671 -0.94236759]],487,651
,[[ 0.03757555  0.29719013 -0.94743419]],538,595
,[[ 0.03943614  0.30936889 -0.9447102 ]],532,634
,[[ 0.03468362  0.30412251 -0.94771578]],546,615
,[[ 0.04191869  0.29878383 -0.94793919]],525,597
,[[ 0.03420829  0.30383491 -0.94484593]],549,616
,[[ 0.03420829  0.30383491 -0.94484593]],549,616
,[[ 0.05316464  0.30952228 -0.94343518]],490,635
,[[ 0.05273913  0.30628631 -0.94404262]],491,624
,[[ 0.03564434  0.31547632 -0.94240094]],542,656
,[[ 0.05903814  0.31976733 -0.94153274]],472,668
,[[ 0.05903814  0.31976733 -0.94153274]],472,668
,[[ 0.05162656  0.31126174 -0.94426333]],495,641
,[[ 0.04915081  0.30399377 -0.94569161]],505,615
,[[ 0.04230022  0.31407713 -0.94430142]],523,649
,[[ 0.02886153  0.30590938 -0.94544556]],565,623
,[[ 0.04797037  0.31775395 -0.94053874]],507,663
,[[ 0.0306703   0.30150855 -0.94558168]],558,607
,[[ 0.0306703   0.30150855 -0.94558168]],558,607
,[[ 0.04186509  0.30752521 -0.94403561]],525,628
,[[ 0.05573391  0.29693802 -0.94840957]],486,593
,[[ 0.05159189  0.29986626 -0.948395  ]],499,601
,[[ 0.05159189  0.29986626 -0.948395  ]],499,601
,[[ 0.04663511  0.29857819 -0.94675978]],512,597
,[[ 0.02784601  0.30353098 -0.9457842 ]],568,615
,[[ 0.03805963  0.29933846 -0.94876346]],537,599
,[[ 0.03759666  0.29845251 -0.94917063]],540,597
,[[ 0.02673392  0.29741753 -0.95100291]],571,590
,[[ 0.02682912  0.29915765 -0.95128923]],571,597
,[[ 0.02749624  0.29436014 -0.95087797]],568,580
,[[ 0.028319    0.29645196 -0.95005768]],566,588
,[[ 0.0351267   0.29786741 -0.94833441]],546,593
,[[ 0.0520446   0.2974062  -0.94870189]],496,594
,[[ 0.0520446   0.2974062  -0.94870189]],496,594
