frame,res,X,Y
1,[[-0.2127216  -0.01493095]],620,623
2,[[-0.30421835 -0.09244739]],361,899
3,[[-0.41033825 -0.09161538]],334,1263
4,[[-0.39874452  0.00390514]],627,1249
5,[[-0.31552973 -0.03564072]],533,934
6,[[-0.30625078 -0.01836471]],590,902
7,[[-0.3033479 -0.0512608]],492,884
8,[[-0.29760745  0.03572842]],749,884
9,[[-0.22761098  0.07584845]],889,656
10,[[-0.21944006  0.13089144]],1058,657
11,[[-0.23118268  0.13256085]],1054,679
12,[[-0.22983289  0.15144145]],1110,682
13,[[-0.23757619  0.10541233]],974,694
14,[[-0.2610934   0.09029431]],925,770
15,[[-0.28068     0.09639043]],940,839
16,[[-0.2781471   0.08208631]],898,813
17,[[-0.24656025  0.09040348]],929,715
18,[[-0.25069353  0.07132275]],869,720
19,[[-0.23016599  0.06819302]],865,654
20,[[-0.23035607  0.06137138]],845,652
21,[[-0.21179947  0.05511192]],831,592
22,[[-0.23015393  0.07260518]],877,655
23,[[-0.21239518  0.08445825]],916,605
24,[[-0.21624474  0.08227579]],909,614
25,[[-0.28604093  0.14298676]],1071,859
26,[[-0.28267115  0.14679858]],1085,857
27,[[-0.27418137  0.1204434 ]],1002,810
28,[[-0.2695383   0.10796878]],968,800
29,[[-0.26721507  0.10478298]],960,792
30,[[-0.27796933  0.07324206]],869,805
31,[[-0.24071324  0.07554907]],886,690
32,[[-0.23827499  0.07311321]],881,682
33,[[-0.23958133  0.06730764]],861,685
34,[[-0.2447961   0.05867399]],834,702
35,[[-0.20476972  0.03792413]],782,566
36,[[-0.2173568   0.06784283]],869,616
37,[[-0.27109292  0.05720224]],825,783
38,[[-0.27504134  0.05670583]],828,787
39,[[-0.26732326  0.07702652]],893,784
40,[[-0.253842   0.0980638]],956,740
41,[[-0.23092838  0.08281124]],913,662
42,[[-0.21747139  0.05103457]],818,609
43,[[-0.22478193  0.03588054]],772,628
44,[[-0.22706276  0.02556285]],742,634
45,[[-0.2488386   0.02028692]],726,702
46,[[-0.24315345  0.02554139]],737,686
47,[[-0.2547261   0.01261619]],703,725
48,[[-0.26764494  0.01002148]],693,754
49,[[-0.26961288  0.01888343]],713,767
50,[[-0.2629466  0.0264889]],743,743
51,[[-0.2565718   0.02678914]],738,729
52,[[-0.24288832  0.0140473 ]],703,688
53,[[-0.25480276 -0.01288911]],629,704
54,[[-0.23097265 -0.00633045]],648,633
55,[[-0.26923737 -0.03562857]],552,755
56,[[-0.2515464  -0.03696508]],554,693
57,[[-0.25380418 -0.04108705]],541,700
58,[[-0.257292   -0.05789036]],493,710
59,[[-0.24917778 -0.08830585]],408,676
60,[[-0.24867    -0.16710778]],176,660
61,[[-0.17781675 -0.21250728]],57,432
62,[[-0.18718745 -0.2325834 ]],-2,454
63,[[-0.19428931 -0.21320803]],48,487
64,[[-0.20821404 -0.20100895]],80,533
65,[[-0.18829292 -0.16759887]],191,471
66,[[-0.19574885 -0.17378297]],174,496
67,[[-0.19554314 -0.16799495]],187,491
68,[[-0.18794826 -0.17501433]],172,473
69,[[-0.18375038 -0.18676108]],135,452
70,[[-0.15585922 -0.20938171]],77,363
71,[[-0.17052999 -0.23843291]],-16,405
72,[[-0.1623896  -0.24116609]],-20,379
73,[[-0.14918424 -0.257766  ]],-66,334
74,[[-0.1621086 -0.2647696]],-92,371
75,[[-0.16560864 -0.24337985]],-30,388
76,[[-0.17970291 -0.24852094]],-53,433
77,[[-0.18457857 -0.24934557]],-58,447
78,[[-0.20997104 -0.2811685 ]],-155,522
79,[[-0.18973064 -0.26760417]],-107,471
80,[[-0.20623185 -0.28017464]],-153,513
81,[[-0.17811602 -0.2667821 ]],-105,425
82,[[-0.16502087 -0.27995318]],-145,383
83,[[-0.15467365 -0.23422223]],-2,356
84,[[-0.14936832 -0.21254483]],65,344
85,[[-0.18383019 -0.20548616]],83,453
86,[[-0.18336406 -0.2003166 ]],94,451
87,[[-0.20605117 -0.20951274]],63,516
88,[[-0.21370414 -0.1973937 ]],93,546
89,[[-0.19591472 -0.19388147]],114,496
90,[[-0.2017611  -0.20693445]],65,518
91,[[-0.19399029 -0.20999539]],67,479
92,[[-0.18591926 -0.21108462]],65,458
93,[[-0.19918452 -0.2372766 ]],-20,494
94,[[-0.20545019 -0.23751888]],-22,514
95,[[-0.16678421 -0.25687766]],-81,395
96,[[-0.1814222  -0.24738981]],-43,439
97,[[-0.15741597 -0.23507155]],0,363
98,[[-0.1437538 -0.2124763]],75,326
99,[[-0.16976252 -0.20570457]],85,407
100,[[-0.13262856 -0.23063561]],22,293
101,[[-0.15463889 -0.22179969]],40,360
102,[[-0.13815656 -0.21217051]],76,310
103,[[-0.14060485 -0.23335934]],8,313
104,[[-0.16546822 -0.22936814]],14,389
105,[[-0.14524868 -0.2618604 ]],-86,327
106,[[-0.16304797 -0.23708886]],-8,384
107,[[-0.15424694 -0.24485657]],-31,354
108,[[-0.14567666 -0.2677936 ]],-98,324
