frame,res,X,Y
1,[[-0.29293734  0.16721101]],1092,756
2,[[-0.28725138  0.14342183]],1024,720
3,[[-0.3061927  0.2155163]],1215,807
4,[[-0.30707476  0.23497045]],1275,816
5,[[-0.30112463  0.18619993]],1136,773
6,[[-0.32311064  0.24026999]],1266,852
7,[[-0.31273156  0.31065893]],1477,859
8,[[-0.2893115   0.33280766]],1530,800
9,[[-0.3154527  0.2889   ]],1394,847
10,[[-0.2830258   0.21952046]],1218,725
11,[[-0.28147632  0.21360192]],1201,715
12,[[-0.27266544  0.22856201]],1244,701
13,[[-0.26579326  0.25274548]],1309,692
14,[[-0.25230455  0.25998047]],1338,668
15,[[-0.2582656   0.22991304]],1253,664
16,[[-0.25006098  0.20939635]],1196,634
17,[[-0.25345922  0.17188993]],1102,630
18,[[-0.26609743  0.16799776]],1089,662
19,[[-0.2814677   0.19588807]],1151,713
20,[[-0.3000214   0.17085448]],1084,754
21,[[-0.2975715   0.16840579]],1081,753
22,[[-0.24624762  0.10403246]],933,600
23,[[-0.31677896  0.19125505]],1154,844
24,[[-0.3130874   0.20764571]],1229,877
25,[[-0.363873    0.14119022]],1040,1018
26,[[-0.35789332  0.1249275 ]],998,998
27,[[-0.3235084   0.18888035]],1180,914
28,[[-0.38624766  0.08602117]],885,1081
29,[[-0.33777112  0.15445456]],1089,966
30,[[-0.3598601   0.17713724]],1135,1042
31,[[-0.31871274  0.17762363]],1146,905
32,[[-0.29920572  0.13205777]],1034,839
33,[[-0.25189498  0.10638053]],958,673
34,[[-0.21792692  0.19695976]],1216,577
35,[[-0.18617298 -0.00469279]],684,437
36,[[-0.2099008 -0.1570262]],302,463
37,[[-0.15122674  0.10352884]],955,345
38,[[-0.16780372  0.16092019]],1091,401
39,[[-0.1668003  0.1515338]],1068,396
40,[[-0.14854112  0.16717458]],1114,356
41,[[-0.27955186  0.1922023 ]],1157,734
42,[[-0.25616595  0.13145003]],1011,657
43,[[-0.25427788  0.1769841 ]],1123,662
44,[[-0.21500815  0.12188679]],982,529
