frame,res,X,Y
,[[-0.11181701  0.26138731 -0.95746336]],835,403
,[[-0.0781267   0.24960762 -0.96374674]],761,375
,[[-0.05359948  0.26042305 -0.9627804 ]],707,396
,[[-0.07208202  0.25309274 -0.96328498]],747,369
,[[-0.05892804  0.27206921 -0.9594317 ]],719,424
,[[-0.06098078  0.27321607 -0.95431513]],722,422
,[[-0.07519453  0.24870954 -0.96229046]],753,367
,[[-0.10516229  0.24007886 -0.96390765]],818,349
,[[-0.12865764  0.20170972 -0.96960194]],865,260
,[[-0.17027646  0.20886492 -0.96268891]],958,273
,[[-0.12088356  0.18101577 -0.97412815]],848,213
,[[-0.1058596   0.20706135 -0.9706055 ]],816,266
,[[-0.08299436  0.22230638 -0.96475396]],767,308
,[[-0.07216423  0.22244662 -0.96620829]],743,308
,[[-0.1233643   0.18494732 -0.972085  ]],851,218
,[[-0.13032761  0.16777498 -0.97321369]],867,183
,[[-0.14907467  0.1542102  -0.97387778]],905,155
,[[-0.14760853  0.16809696 -0.97061559]],903,185
,[[-0.17662277  0.17237747 -0.96675071]],969,198
,[[-0.18013727  0.17521941 -0.96645021]],975,205
,[[-0.15461909  0.15073747 -0.97372813]],918,145
,[[-0.16129358  0.17415869 -0.97037396]],935,200
,[[-0.14103416  0.17795804 -0.97230873]],891,208
,[[-0.16437982  0.1878069  -0.96513272]],941,229
,[[-0.13297978  0.1794579  -0.97231718]],875,211
,[[-0.12822444  0.18193755 -0.97176271]],861,214
,[[-0.12671059  0.19806914 -0.96912584]],861,253
,[[-0.14671296  0.18640085 -0.96958162]],903,225
,[[-0.13651375  0.20471729 -0.9668204 ]],885,272
,[[-0.1339732   0.19684817 -0.96820525]],878,252
,[[-0.13332093  0.1835252  -0.9722653 ]],876,220
,[[-0.15202609  0.16899957 -0.97189202]],914,187
,[[-0.13720123  0.18743315 -0.97053115]],884,229
,[[-0.11927055  0.17215532 -0.97609079]],845,193
,[[-0.14126804  0.19741421 -0.96758538]],892,250
