frame,res,X,Y
1,"[[-0.06983892]
 [-0.06918862]
 [-0.995156  ]]",508.0,74.0
2,"[[-0.06621199]
 [-0.06041231]
 [-0.99597506]]",598.0,15.0
3,"[[-0.089959  ]
 [-0.06141623]
 [-0.99405001]]",689.0,-29.0
4,"[[-0.08238994]
 [-0.05988704]
 [-0.9947992 ]]",748.0,-60.0
5,"[[-0.06240399]
 [-0.02647856]
 [-0.99769967]]",769.0,-46.0
6,"[[-0.05549771]
 [-0.03872345]
 [-0.99770762]]",776.0,-49.0
7,"[[-0.06767687]
 [-0.02521598]
 [-0.99738859]]",795.0,-37.0
8,"[[-0.0858807 ]
 [-0.02534044]
 [-0.99598312]]",828.0,-28.0
9,"[[-0.09092799]
 [-0.02106833]
 [-0.99563458]]",857.0,-17.0
10,"[[-0.09901379]
 [-0.0460445 ]
 [-0.99402021]]",887.0,-37.0
11,"[[-0.07883226]
 [-0.00555278]
 [-0.99687243]]",887.0,-7.0
12,"[[-0.07762   ]
 [-0.00548772]
 [-0.99696791]]",887.0,15.0
13,"[[-0.09970155]
 [-0.08605294]
 [-0.99128931]]",911.0,-56.0
14,"[[-0.07584563]
 [-0.05013665]
 [-0.9958583 ]]",902.0,-69.0
15,"[[-0.07750627]
 [-0.0393136 ]
 [-0.99621645]]",897.0,-66.0
16,"[[-0.07824196]
 [-0.02558632]
 [-0.99660601]]",894.0,-50.0
17,"[[-0.07191792]
 [-0.03650981]
 [-0.99674212]]",885.0,-50.0
18,"[[-0.08398259]
 [-0.04859282]
 [-0.9952817 ]]",892.0,-62.0
19,"[[-0.08671292]
 [-0.06628123]
 [-0.99402599]]",900.0,-91.0
20,"[[-0.09145904]
 [-0.06987179]
 [-0.99335451]]",911.0,-115.0
21,"[[-0.10447325]
 [-0.05698677]
 [-0.99289367]]",933.0,-120.0
22,"[[-0.10510089]
 [-0.05448384]
 [-0.99296793]]",949.0,-120.0
23,"[[-0.10930346]
 [-0.06521075]
 [-0.99186708]]",966.0,-132.0
24,"[[-0.12454854]
 [-0.11850482]
 [-0.9851113 ]]",996.0,-199.0
25,"[[-0.11011872]
 [-0.07282272]
 [-0.99124705]]",1001.0,-197.0
26,"[[-0.09730037]
 [-0.05631357]
 [-0.99366062]]",990.0,-178.0
27,"[[-0.11451243]
 [-0.10183115]
 [-0.98818891]]",1001.0,-213.0
28,"[[-0.12405813]
 [-0.10377402]
 [-0.98683359]]",1021.0,-241.0
29,"[[-0.12621313]
 [-0.08715672]
 [-0.98816697]]",1038.0,-244.0
30,"[[-0.12591688]
 [-0.0708068 ]
 [-0.98951066]]",1049.0,-228.0
31,"[[-0.08720188]
 [-0.04853208]
 [-0.99500777]]",1015.0,-192.0
32,"[[-0.10849955]
 [-0.07451081]
 [-0.99130015]]",1014.0,-194.0
33,"[[-0.07788048]
 [-0.06197089]
 [-0.99503479]]",979.0,-182.0
34,"[[-0.11466181]
 [-0.10944962]
 [-0.9873568 ]]",994.0,-225.0
35,"[[-0.08696082]
 [-0.03803338]
 [-0.99548545]]",975.0,-179.0
36,"[[-0.06206188]
 [-0.05043566]
 [-0.99679715]]",934.0,-159.0
37,"[[-0.02759905]
 [-0.0150616 ]
 [-0.9995056 ]]",867.0,-105.0
38,"[[-0.07582506]
 [-0.07151843]
 [-0.994553  ]]",872.0,-129.0
39,"[[-0.06113703]
 [ 0.00559265]
 [-0.99811371]]",859.0,-62.0
40,"[[-0.08978637]
 [-0.08182687]
 [-0.99259396]]",881.0,-109.0
41,"[[-0.09542753]
 [-0.13242116]
 [-0.98658919]]",904.0,-201.0
42,"[[-0.0985763 ]
 [-0.10312764]
 [-0.98977139]]",924.0,-234.0
43,"[[-0.08218086]
 [-0.09488652]
 [-0.99209014]]",920.0,-249.0
44,"[[-0.07773199]
 [-0.11827335]
 [-0.98993391]]",912.0,-285.0
45,"[[-0.07839272]
 [-0.16070497]
 [-0.98388439]]",907.0,-358.0
46,"[[-0.07562721]
 [-0.10899867]
 [-0.99116084]]",901.0,-354.0
47,"[[-0.0727954 ]
 [-0.10439481]
 [-0.99186821]]",892.0,-347.0
48,"[[-0.05310676]
 [-0.04536493]
 [-0.99755787]]",865.0,-277.0
49,"[[-0.09090214]
 [-0.0704957 ]
 [-0.99336154]]",887.0,-254.0
50,"[[-0.09313063]
 [-0.06081962]
 [-0.99379458]]",906.0,-227.0
51,"[[-0.07112704]
 [-0.08533866]
 [-0.99380997]]",896.0,-233.0
52,"[[-0.06344672]
 [-0.06868657]
 [-0.99561874]]",879.0,-219.0
53,"[[-0.07679717]
 [-0.08757099]
 [-0.99319359]]",882.0,-231.0
54,"[[-0.06958247]
 [-0.11031027]
 [-0.99145848]]",875.0,-263.0
55,"[[-0.05738569]
 [-0.08507641]
 [-0.99472051]]",857.0,-259.0
56,"[[-0.07279476]
 [-0.11101891]
 [-0.99114869]]",862.0,-284.0
57,"[[-0.06847084]
 [-0.11361371]
 [-0.99116279]]",860.0,-306.0
58,"[[-0.06942003]
 [-0.12768698]
 [-0.98938208]]",860.0,-337.0
59,"[[ 0.06367675]
 [-0.02315743]
 [-0.99770186]]",717.0,-245.0
60,"[[ 0.06664339]
 [-0.01259719]
 [-0.99769733]]",609.0,-166.0
61,"[[ 0.13333452]
 [ 0.05243607]
 [-0.98968296]]",458.0,-39.0
62,"[[ 0.12951068]
 [ 0.0462574 ]
 [-0.99049848]]",351.0,48.0
63,"[[ 0.13236653]
 [ 0.02671699]
 [-0.99084071]]",270.0,90.0
64,"[[ 0.12389252]
 [ 0.04598289]
 [-0.99122965]]",221.0,142.0
65,"[[ 0.12727519]
 [ 0.06611016]
 [-0.9896618 ]]",181.0,201.0
66,"[[ 0.1246962 ]
 [ 0.05421162]
 [-0.99071285]]",155.0,231.0
67,"[[ 0.10321322]
 [ 0.06345612]
 [-0.99263304]]",159.0,263.0
68,"[[ 0.10685165]
 [ 0.0507068 ]
 [-0.99298114]]",158.0,273.0
69,"[[ 0.09320821]
 [ 0.04285871]
 [-0.99472376]]",172.0,272.0
70,"[[ 0.11253767]
 [ 0.07006002]
 [-0.99117449]]",160.0,301.0
71,"[[ 0.08657724]
 [ 0.03597792]
 [-0.99559528]]",181.0,285.0
72,"[[ 0.12235511]
 [ 0.03165607]
 [-0.99198141]]",159.0,268.0
73,"[[ 0.11671369]
 [ 0.04028027]
 [-0.99234843]]",149.0,265.0
74,"[[ 0.12955972]
 [ 0.04103817]
 [-0.99072203]]",127.0,265.0
75,"[[ 0.13412732]
 [ 0.03731158]
 [-0.99026143]]",105.0,261.0
76,"[[ 0.11408369]
 [-0.01964107]
 [-0.99327697]]",111.0,196.0
77,"[[ 0.11413314]
 [-0.02805521]
 [-0.99306925]]",117.0,139.0
78,"[[ 0.1187762 ]
 [-0.02029502]
 [-0.99271362]]",116.0,106.0
79,"[[ 0.12086759]
 [-0.0212642 ]
 [-0.99244086]]",114.0,81.0
80,"[[ 0.11350457]
 [-0.02387367]
 [-0.9932506 ]]",121.0,59.0
81,"[[ 0.09622328]
 [-0.06691109]
 [-0.99310824]]",145.0,-3.0
82,"[[ 0.11501565]
 [-0.05457409]
 [-0.99186343]]",142.0,-35.0
83,"[[ 0.11881351]
 [-0.03159764]
 [-0.99241369]]",136.0,-33.0
84,"[[ 0.1148464 ]
 [-0.03258123]
 [-0.99284881]]",136.0,-32.0
85,"[[ 0.17211084]
 [ 0.08744471]
 [-0.98118871]]",72.0,100.0
86,"[[ 0.17005121]
 [ 0.09288769]
 [-0.98104764]]",30.0,200.0
87,"[[ 0.16570341]
 [ 0.11414583]
 [-0.9795474 ]]",3.0,297.0
88,"[[ 0.16788907]
 [ 0.09821087]
 [-0.98090157]]",-19.0,349.0
89,"[[ 0.16064669]
 [ 0.09376131]
 [-0.98254845]]",-25.0,382.0
90,"[[ 0.11719121]
 [ 0.01535213]
 [-0.9929907 ]]",17.0,321.0
91,"[[ 0.11041134]
 [ 0.04222606]
 [-0.99298857]]",55.0,307.0
92,"[[ 0.09949401]
 [ 0.03279636]
 [-0.99449753]]",95.0,285.0
93,"[[ 0.11489692]
 [ 0.03530804]
 [-0.99274974]]",109.0,272.0
94,"[[ 0.11780844]
 [-0.0253349 ]
 [-0.99271311]]",113.0,197.0
95,"[[ 0.12253985]
 [-0.02214215]
 [-0.99221656]]",111.0,146.0
96,"[[ 0.10283984]
 [ 0.01367995]
 [-0.99460385]]",130.0,148.0
97,"[[ 0.12322487]
 [-0.0068752 ]
 [-0.99235496]]",122.0,127.0
98,"[[ 0.11630132]
 [ 0.01230403]
 [-0.99313776]]",125.0,132.0
99,"[[ 0.11694171]
 [ 0.01145775]
 [-0.99307268]]",127.0,134.0
