frame,prob
1.0,0.036756280809640884
2.0,0.03563076630234718
3.0,0.037213340401649475
4.0,0.02539800852537155
5.0,0.019312655553221703
6.0,0.05153753235936165
7.0,0.037965305149555206
8.0,0.026945052668452263
9.0,0.02746172621846199
10.0,0.04079441353678703
11.0,0.05042997747659683
12.0,0.043917711824178696
13.0,0.07344711571931839
14.0,0.08289293944835663
15.0,0.049543194472789764
16.0,0.03177507966756821
17.0,0.025518197566270828
18.0,0.09493287652730942
19.0,0.08857157826423645
20.0,0.05630561709403992
21.0,0.05577230453491211
22.0,0.04361885413527489
23.0,0.060189127922058105
24.0,0.08750128000974655
25.0,0.03997570648789406
26.0,0.07564495503902435
27.0,0.07967187464237213
28.0,0.06688661873340607
29.0,0.05334395170211792
30.0,0.025918571278452873
31.0,0.06486836075782776
32.0,0.058065202087163925
33.0,0.05333511903882027
34.0,0.0693022683262825
35.0,0.05801856517791748
36.0,0.0719604641199112
37.0,0.1348796784877777
38.0,0.08983100950717926
39.0,0.064356230199337
40.0,0.043627023696899414
41.0,0.03965042531490326
42.0,0.0410761721432209
43.0,0.03718475252389908
44.0,0.054442305117845535
45.0,0.04581207036972046
46.0,0.03694342449307442
47.0,0.07581978291273117
48.0,0.04188123345375061
49.0,0.03472207859158516
50.0,0.07078251242637634
51.0,0.04596250504255295
52.0,0.08997561782598495
53.0,0.040854234248399734
54.0,0.0665198564529419
55.0,0.03819688409566879
56.0,0.03105229139328003
57.0,0.06290943175554276
58.0,0.039872005581855774
59.0,0.049534935504198074
60.0,0.9631676077842712
61.0,0.5164976716041565
62.0,0.0033737795893102884
63.0,0.002243969589471817
64.0,0.005766295362263918
65.0,0.03809548541903496
66.0,0.04519402235746384
67.0,0.047059621661901474
68.0,0.052145663648843765
69.0,0.03091665729880333
70.0,0.047501090914011
71.0,0.09490892291069031
72.0,0.04635262116789818
73.0,0.05696747079491615
74.0,0.0869530513882637
75.0,0.04542273283004761
76.0,0.06310080736875534
77.0,0.04549437388777733
78.0,0.06942953169345856
79.0,0.06100014969706535
80.0,0.0876249447464943
81.0,0.07118428498506546
82.0,0.19999206066131592
83.0,0.08651521056890488
84.0,0.05311638116836548
85.0,0.11736395210027695
86.0,0.058271218091249466
87.0,0.12666358053684235
88.0,0.09233739972114563
89.0,0.15934783220291138
90.0,0.14234958589076996
91.0,0.1222592368721962
92.0,0.09333798289299011
93.0,0.058600086718797684
94.0,0.06830386072397232
95.0,0.10029067099094391
96.0,0.06454279273748398
97.0,0.0281552504748106
98.0,0.041756387799978256
99.0,0.04211035370826721
100.0,0.0500490628182888
101.0,0.056063342839479446
102.0,0.04455859959125519
103.0,0.03619871661067009
104.0,0.057882003486156464
105.0,0.2263191044330597
106.0,0.040741611272096634
107.0,0.04602232202887535
108.0,0.33248504996299744
109.0,0.9878888726234436
110.0,0.9922056794166565
111.0,0.7546431422233582
112.0,0.0056792329996824265
113.0,0.015688452869653702
114.0,0.02181994356215
115.0,0.03638303279876709
116.0,0.05187394097447395
117.0,0.04938403144478798
118.0,0.051216814666986465
119.0,0.07544983178377151
120.0,0.05093730613589287
121.0,0.06591172516345978
122.0,0.062348999083042145
123.0,0.06975475698709488
124.0,0.07418598234653473
125.0,0.11937308311462402
126.0,0.0813160389661789
127.0,0.0836578980088234
128.0,0.09052419662475586
129.0,0.06168750301003456
130.0,0.098805271089077
131.0,0.15000209212303162
132.0,0.10041854530572891
133.0,0.08036027103662491
134.0,0.06894907355308533
135.0,0.04983612522482872
136.0,0.055617496371269226
137.0,0.0984148159623146
138.0,0.09973027557134628
139.0,0.09550046175718307
140.0,0.05816326290369034
141.0,0.09935016930103302
142.0,0.0633830726146698
143.0,0.0724991112947464
144.0,0.06068865954875946
145.0,0.031241754069924355
146.0,0.05020315200090408
147.0,0.07893308997154236
148.0,0.059552229940891266
149.0,0.11389870941638947
150.0,0.100487120449543
151.0,0.07222232967615128
152.0,0.06745387613773346
153.0,0.056581977754831314
154.0,0.014637566171586514
155.0,0.993682861328125
156.0,0.9918524622917175
157.0,0.017515752464532852
158.0,0.0012446488253772259
159.0,0.008953588083386421
160.0,0.04042757675051689
161.0,0.027960916981101036
162.0,0.08089841157197952
163.0,0.08389504253864288
164.0,0.06684093177318573
165.0,0.07469385862350464
166.0,0.10080356895923615
167.0,0.10325365513563156
168.0,0.09277097880840302
169.0,0.09327099472284317
170.0,0.1072520762681961
171.0,0.08100741356611252
172.0,0.23038330674171448
173.0,0.11215393245220184
174.0,0.10655292868614197
175.0,0.09346169233322144
176.0,0.09366179257631302
