,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,1180,578,1180,578,1225,580
1,1,1157,565,1157,565,1203,561
2,2,1158,566,1158,566,1204,562
3,3,1151,551,1151,551,1197,543
4,4,1134,514,1134,514,1181,496
5,5,1093,521,1093,521,1140,501
6,6,1070,529,1070,529,1117,509
7,7,1058,531,1058,531,1104,510
8,8,1009,536,1009,536,1055,511
9,9,971,537,971,537,1017,510
10,10,925,560,925,560,967,534
11,11,883,579,883,579,922,554
12,12,844,595,844,595,878,572
13,13,817,598,817,598,849,574
14,14,807,590,807,590,841,563
15,15,800,582,800,582,835,553
16,16,794,577,794,577,830,547
17,17,783,572,783,572,819,540
18,18,775,575,775,575,810,544
19,19,768,577,768,577,802,546
20,20,764,583,764,583,797,553
21,21,762,593,762,593,792,565
22,22,755,596,755,596,785,568
23,23,742,589,742,589,772,558
24,24,739,590,739,590,769,560
25,25,734,597,734,597,762,568
26,26,731,603,731,603,758,575
27,27,729,611,729,611,754,585
28,28,732,615,732,615,756,590
29,29,734,619,734,619,757,594
30,30,737,621,737,621,760,598
31,31,739,624,739,624,761,602
32,32,740,629,740,629,761,607
33,33,737,632,737,632,757,611
34,34,734,630,734,630,754,609
35,35,735,625,735,625,756,602
36,36,733,617,733,617,757,592
37,37,733,605,733,605,760,578
38,38,736,598,736,598,764,569
39,39,740,598,740,598,769,569
40,40,746,599,746,599,775,571
41,41,750,601,750,601,778,573
42,42,748,597,748,597,777,569
43,43,744,594,744,594,773,565
44,44,746,594,746,594,776,565
45,45,745,595,745,595,774,566
46,46,749,602,749,602,777,574
47,47,754,603,754,603,782,576
48,48,756,587,756,587,787,557
49,49,758,573,758,573,792,541
50,50,772,555,772,555,811,520
51,51,795,450,795,450,844,402
52,52,784,360,784,360,831,307
53,53,789,298,789,298,828,246
54,54,793,235,793,235,820,188
55,55,790,283,790,283,826,232
56,56,796,305,796,305,835,253
57,57,784,352,784,352,830,299
58,58,765,379,765,379,814,326
59,59,759,395,759,395,808,343
60,60,754,411,754,411,804,359
61,61,739,477,739,477,786,431
62,62,689,564,689,564,722,528
63,63,642,625,642,625,657,599
64,64,606,671,606,671,603,654
65,65,578,710,578,710,557,702
66,66,561,745,561,745,523,747
67,67,543,772,543,772,489,782
68,68,531,791,531,791,465,807
69,69,524,801,524,801,452,820
70,70,518,813,518,813,439,836
71,71,517,816,517,816,436,840
72,72,518,819,518,819,436,844
73,73,522,829,522,829,434,858
74,74,534,836,534,836,444,868
75,75,532,840,532,840,439,873
76,76,524,842,524,842,429,876
77,77,517,847,517,847,418,882
78,78,509,851,509,851,406,887
79,79,503,852,503,852,399,888
80,80,506,851,506,851,403,886
81,81,505,848,505,848,403,882
82,82,504,847,504,847,402,882
83,83,507,845,507,845,407,879
84,84,510,843,510,843,412,876
85,85,521,835,521,835,430,865
86,86,529,833,529,833,440,863
87,87,544,823,544,823,463,850
88,88,563,792,563,792,502,810
89,89,580,765,580,765,534,774
90,90,596,741,596,741,564,742
91,91,607,718,607,718,585,714
92,92,620,701,620,701,607,693
93,93,628,692,628,692,620,682
94,94,641,680,641,680,638,667
95,95,651,673,651,673,651,658
96,96,661,663,661,663,666,647
97,97,670,652,670,652,679,633
98,98,681,637,681,637,696,615
99,99,688,626,688,626,706,601
100,100,702,620,702,620,722,595
101,101,712,616,712,616,734,591
102,102,690,647,690,647,702,627
103,103,675,676,675,676,677,663
104,104,663,697,663,697,656,689
105,105,654,710,654,710,641,706
106,106,647,725,647,725,627,724
107,107,641,738,641,738,616,741
108,108,652,706,652,706,640,700
109,109,697,617,697,617,718,591
110,110,747,545,747,545,787,507
111,111,793,489,793,489,840,445
112,112,830,460,830,460,879,414
113,113,858,423,858,423,906,374
114,114,873,395,873,395,920,345
115,115,883,375,883,375,928,324
116,116,891,362,891,362,935,311
117,117,896,350,896,350,938,299
118,118,901,349,901,349,942,298
119,119,905,345,905,345,946,294
120,120,907,343,907,343,947,292
121,121,916,329,916,329,953,279
122,122,929,309,929,309,963,259
123,123,927,301,927,301,959,251
124,124,923,297,923,297,954,247
125,125,923,298,923,298,955,248
126,126,936,298,936,298,967,248
127,127,950,297,950,297,980,248
128,128,958,319,958,319,992,270
129,129,965,328,965,328,1000,279
130,130,966,347,966,347,1004,298
131,131,963,365,963,365,1004,317
132,132,961,387,961,387,1005,340
133,133,960,389,960,389,1004,342
134,134,964,378,964,378,1007,331
135,135,966,368,966,368,1007,320
136,136,967,352,967,352,1005,303
137,137,974,351,974,351,1012,303
138,138,980,348,980,348,1018,300
139,139,989,338,989,338,1024,290
140,140,998,327,998,327,1030,279
141,141,999,313,999,313,1029,265
142,142,1003,309,1003,309,1032,261
143,143,1002,320,1002,320,1033,272
144,144,998,342,998,342,1033,295
145,145,1001,357,1001,357,1039,310
146,146,999,359,999,359,1037,313
147,147,996,362,996,362,1035,315
148,148,993,367,993,367,1032,321
149,149,992,367,992,367,1032,320
150,150,984,375,984,375,1025,328
151,151,984,374,984,374,1025,327
152,152,977,377,977,377,1019,330
153,153,978,371,978,371,1019,324
154,154,982,356,982,356,1020,308
155,155,988,343,988,343,1025,295
156,156,988,344,988,344,1025,296
157,157,976,369,976,369,1017,322
158,158,949,354,949,354,989,305
159,159,933,331,933,331,970,281
160,160,921,311,921,311,955,261
161,161,897,306,897,306,932,255
162,162,879,297,879,297,913,246
163,163,866,289,866,289,900,238
164,164,790,361,790,361,837,308
165,165,686,445,686,445,735,395
166,166,605,502,605,502,646,457
167,167,540,549,540,549,569,509
168,168,500,589,500,589,516,554
169,169,468,624,468,624,470,596
170,170,422,659,422,659,406,637
171,171,389,681,389,681,359,665
172,172,357,680,357,680,325,664
173,173,326,690,326,690,286,676
174,174,299,703,299,703,249,693
175,175,284,707,284,707,230,698
176,176,273,714,273,714,214,706
177,177,271,720,271,720,208,714
178,178,266,726,266,726,199,722
179,179,260,735,260,735,187,733
180,180,254,742,254,742,177,742
181,181,241,753,241,753,156,756
182,182,237,761,237,761,147,765
183,183,235,768,235,768,140,775
184,184,238,762,238,762,147,767
185,185,245,753,245,753,160,756
186,186,248,744,248,744,169,745
187,187,251,733,251,733,178,731
188,188,248,725,248,725,180,721
189,189,243,724,243,724,175,720
190,190,237,726,237,726,166,722
191,191,240,722,240,722,171,718
192,192,240,730,240,730,168,727
193,193,244,724,244,724,176,720
194,194,244,716,244,716,180,710
195,195,246,710,246,710,186,703
196,196,252,711,252,711,191,704
197,197,257,714,257,714,196,707
198,198,253,715,253,715,190,709
199,199,255,716,255,716,192,710
200,200,257,717,257,717,194,711
201,201,259,713,259,713,198,706
202,202,259,713,259,713,198,706
203,203,257,710,257,710,197,702
204,204,256,705,256,705,200,696
205,205,254,702,254,702,199,692
206,206,256,701,256,701,201,692
207,207,263,707,263,707,206,698
208,208,360,698,360,698,319,685
209,209,475,652,475,652,467,629
210,210,575,602,575,602,593,570
211,211,649,559,649,559,682,521
212,212,699,536,699,536,738,495
213,213,740,489,740,489,786,443
214,214,769,447,769,447,818,398
215,215,785,432,785,432,835,383
216,216,673,360,673,360,722,307
217,217,572,299,572,299,620,252
218,218,502,232,502,232,545,197
219,219,450,188,450,188,489,164
220,220,411,155,411,155,445,142
221,221,235,72,235,72,262,104
222,222,264,53,264,53,284,87
223,223,292,44,292,44,307,77
224,224,316,31,316,31,324,65
225,225,327,12,327,12,327,52
226,226,336,-8,336,-8,328,38
227,227,348,-27,348,-27,331,25
228,228,355,9,355,9,352,46
229,229,435,-98,435,-98,373,-28
230,230,465,-110,465,-110,392,-39
231,231,459,-122,459,-122,381,-45
232,232,413,-110,413,-110,347,-32
233,233,384,-77,384,-77,340,-9
234,234,364,-78,364,-78,323,-7
235,235,361,-126,361,-126,296,-32
236,236,364,-164,364,-164,276,-52
237,237,361,-171,361,-171,270,-55
238,238,353,-181,353,-181,257,-58
239,239,357,-198,357,-198,250,-67
240,240,351,-197,351,-197,246,-66
241,241,352,-197,352,-197,247,-66
242,242,356,-204,356,-204,245,-70
243,243,358,-218,358,-218,238,-76
244,244,350,-227,350,-227,225,-79
245,245,345,-232,345,-232,218,-80
246,246,344,-241,344,-241,211,-84
247,247,341,-240,341,-240,209,-83
248,248,340,-232,340,-232,213,-79
249,249,351,-145,351,-145,276,-41
250,250,424,-221,424,-221,289,-88
251,251,450,-280,450,-280,267,-118
252,252,445,-282,445,-282,262,-118
253,253,442,-292,442,-292,252,-121
254,254,430,-218,430,-218,297,-88
255,255,410,-153,410,-153,321,-54
256,256,387,-135,387,-135,312,-41
257,257,373,-127,373,-127,305,-35
258,258,366,-130,366,-130,297,-35
259,259,362,-135,362,-135,292,-37
260,260,342,-123,342,-123,281,-28
261,261,328,-126,328,-126,267,-27
262,262,319,-125,319,-125,260,-25
263,263,312,-121,312,-121,256,-22
264,264,382,-12,382,-12,367,29
265,265,570,131,570,131,586,110
266,266,724,286,724,286,765,236
267,267,832,401,832,401,880,351
268,268,922,514,922,514,969,479
269,269,976,592,976,592,1016,578
270,270,1021,661,1021,661,1050,669
271,271,1045,717,1045,717,1062,747
272,272,1084,743,1084,743,1096,788
273,273,1126,768,1126,768,1134,828
274,274,1168,772,1168,772,1177,839
275,275,1189,771,1189,771,1201,841
276,276,1210,785,1210,785,1218,865
277,277,1221,797,1221,797,1228,884
