,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,760,520,760,520,803,478
1,1,772,520,772,520,816,480
2,2,783,538,783,538,825,500
3,3,788,547,788,547,828,511
4,4,795,539,795,539,836,502
5,5,802,532,802,532,845,494
6,6,803,538,803,538,845,502
7,7,804,553,804,553,844,519
8,8,810,552,810,552,850,518
9,9,809,555,809,555,849,522
10,10,802,566,802,566,840,535
11,11,792,566,792,566,829,534
12,12,781,570,781,570,817,537
13,13,783,548,783,548,823,512
14,14,784,531,784,531,826,492
15,15,786,510,786,510,831,469
16,16,784,498,784,498,830,455
17,17,778,496,778,496,824,452
18,18,776,494,776,494,822,449
19,19,774,491,774,491,821,447
20,20,771,498,771,498,817,455
21,21,770,513,770,513,814,472
22,22,772,499,772,499,818,455
23,23,772,486,772,486,819,440
24,24,772,473,772,473,820,426
25,25,773,465,773,465,822,418
26,26,775,449,775,449,824,400
27,27,775,443,775,443,824,394
28,28,775,438,775,438,824,388
29,29,773,437,773,437,822,387
30,30,776,433,776,433,826,383
31,31,782,431,782,431,831,381
32,32,782,426,782,426,832,376
33,33,783,406,783,406,832,355
34,34,785,405,785,405,834,353
35,35,786,399,786,399,835,348
36,36,781,397,781,397,829,345
37,37,777,387,777,387,826,334
38,38,773,376,773,376,821,324
39,39,770,369,770,369,818,317
40,40,768,365,768,365,816,312
41,41,765,375,765,375,813,323
42,42,787,374,787,374,834,322
43,43,724,369,724,369,773,316
44,44,668,390,668,390,718,338
45,45,659,376,659,376,709,324
46,46,699,348,699,348,747,296
47,47,709,338,709,338,756,286
48,48,736,350,736,350,783,297
49,49,761,338,761,338,807,285
50,50,776,287,776,287,814,236
51,51,794,289,794,289,831,238
52,52,804,299,804,299,842,247
53,53,803,301,803,301,842,249
54,54,806,314,806,314,847,262
55,55,801,337,801,337,845,284
56,56,796,354,796,354,842,301
57,57,786,361,786,361,833,308
58,58,776,366,776,366,823,313
59,59,766,365,766,365,814,312
60,60,762,376,762,376,811,324
61,61,761,398,761,398,810,346
62,62,765,382,765,382,813,330
63,63,771,364,771,364,818,311
64,64,777,348,777,348,823,296
65,65,779,350,779,350,825,298
66,66,780,368,780,368,827,315
67,67,785,393,785,393,834,341
68,68,787,427,787,427,836,377
69,69,788,429,788,429,837,379
70,70,783,412,783,412,833,361
