,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,869,645,869,645,902,650
1,1,857,651,857,651,890,658
2,2,845,653,845,653,878,660
3,3,842,651,842,651,874,657
4,4,836,648,836,648,868,653
5,5,832,648,832,648,863,652
6,6,827,652,827,652,857,657
7,7,821,657,821,657,851,664
8,8,813,665,813,665,844,675
9,9,810,666,810,666,841,676
10,10,807,655,807,655,837,660
11,11,798,646,798,646,827,647
12,12,780,632,780,632,807,626
13,13,762,625,762,625,788,617
14,14,752,609,752,609,777,595
15,15,746,593,746,593,770,573
16,16,741,582,741,582,764,557
17,17,736,576,736,576,758,550
18,18,733,575,733,575,755,548
19,19,729,577,729,577,751,551
20,20,726,584,726,584,748,560
21,21,728,588,728,588,750,565
22,22,722,591,722,591,744,569
23,23,728,597,728,597,750,577
24,24,738,604,738,604,762,587
25,25,741,605,741,605,765,588
26,26,734,596,734,596,757,576
27,27,728,596,728,596,750,576
28,28,722,602,722,602,744,583
29,29,721,606,721,606,743,588
30,30,718,603,718,603,740,584
31,31,717,604,717,604,739,586
32,32,731,614,731,614,755,600
33,33,781,612,781,612,808,599
34,34,833,606,833,606,862,594
35,35,880,608,880,608,911,599
36,36,916,609,916,609,948,602
37,37,953,604,953,604,986,597
38,38,984,595,984,595,1017,587
39,39,1008,590,1008,590,1041,581
40,40,1026,593,1026,593,1059,586
41,41,1028,595,1028,595,1062,589
42,42,992,603,992,603,1026,598
43,43,955,614,955,614,989,612
44,44,921,629,921,629,955,630
45,45,886,646,886,646,920,651
46,46,858,654,858,654,891,663
47,47,841,668,841,668,874,681
48,48,822,681,822,681,854,699
49,49,813,695,813,695,845,719
50,50,795,703,795,703,826,730
51,51,781,706,781,706,812,733
52,52,765,689,765,689,794,707
53,53,751,664,751,664,778,670
54,54,741,636,741,636,766,631
55,55,736,615,736,615,760,602
56,56,726,594,726,594,749,574
57,57,716,565,716,565,737,534
58,58,713,549,713,549,733,514
59,59,713,537,713,537,733,499
60,60,709,544,709,544,729,508
61,61,705,551,705,551,725,516
62,62,702,552,702,552,722,517
63,63,698,553,698,553,718,519
64,64,698,560,698,560,718,528
65,65,703,573,703,573,724,544
66,66,709,584,709,584,730,558
67,67,707,588,707,588,727,564
68,68,706,602,706,602,727,583
69,69,708,611,708,611,729,595
70,70,712,587,712,587,733,563
71,71,718,535,718,535,738,497
72,72,729,478,729,478,750,429
73,73,728,431,728,431,748,377
74,74,741,376,741,376,761,320
75,75,750,335,750,335,770,281
76,76,760,299,760,299,779,248
77,77,759,283,759,283,779,234
78,78,773,257,773,257,793,212
79,79,793,237,793,237,813,195
80,80,823,226,823,226,841,187
81,81,843,214,843,214,861,177
82,82,858,212,858,212,875,176
83,83,866,203,866,203,882,169
84,84,869,200,869,200,885,167
85,85,880,201,880,201,895,168
86,86,889,199,889,199,904,166
87,87,887,214,887,214,902,178
88,88,869,271,869,271,887,224
