,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,639,734,639,734,656,767
1,1,674,698,674,698,694,716
2,2,703,675,703,675,725,683
3,3,723,651,723,651,747,651
4,4,736,634,736,634,761,627
5,5,747,624,747,624,771,615
6,6,752,613,752,613,777,600
7,7,760,606,760,606,785,590
8,8,762,602,762,602,787,585
9,9,760,599,760,599,785,580
10,10,760,596,760,596,785,577
11,11,762,596,762,596,787,577
12,12,758,596,758,596,783,577
13,13,752,594,752,594,776,574
14,14,747,593,747,593,771,573
15,15,743,596,743,596,767,576
16,16,743,595,743,595,767,575
17,17,746,598,746,598,769,579
18,18,746,597,746,597,770,578
19,19,748,599,748,599,772,580
20,20,737,605,737,605,760,588
21,21,729,611,729,611,752,596
22,22,721,614,721,614,743,600
23,23,723,612,723,612,746,597
24,24,721,612,721,612,744,597
25,25,717,615,717,615,740,600
26,26,717,620,717,620,739,608
27,27,715,622,715,622,738,609
28,28,717,621,717,621,739,609
29,29,720,621,720,621,743,609
30,30,722,616,722,616,745,603
31,31,723,616,723,616,746,603
32,32,725,616,725,616,748,602
33,33,725,617,725,617,748,603
34,34,721,618,721,618,743,604
35,35,720,617,720,617,743,603
36,36,719,616,719,616,742,602
37,37,716,621,716,621,738,608
38,38,712,627,712,627,734,617
39,39,715,630,715,630,738,620
40,40,721,629,721,629,744,620
41,41,724,631,724,631,748,623
42,42,727,629,727,629,750,620
43,43,728,629,728,629,752,621
44,44,730,630,730,630,754,621
45,45,736,630,736,630,760,622
46,46,735,630,735,630,759,623
47,47,729,631,729,631,752,623
48,48,733,627,733,627,757,618
49,49,731,627,731,627,754,618
50,50,729,625,729,625,753,614
51,51,731,623,731,623,754,613
52,52,728,624,728,624,751,613
53,53,729,621,729,621,752,609
54,54,731,623,731,623,754,613
55,55,737,622,737,622,761,611
56,56,738,620,738,620,762,608
57,57,739,618,739,618,763,605
58,58,743,617,743,617,767,605
59,59,744,613,744,613,768,600
60,60,740,608,740,608,763,592
61,61,745,597,745,597,768,577
62,62,745,593,745,593,768,572
63,63,741,596,741,596,764,576
64,64,736,600,736,600,759,581
65,65,738,600,738,600,762,582
66,66,742,592,742,592,765,571
67,67,755,543,755,543,777,508
68,68,777,469,777,469,799,420
69,69,787,399,787,399,808,344
70,70,790,328,790,328,810,274
71,71,790,282,790,282,810,233
72,72,796,241,796,241,815,199
73,73,792,215,792,215,811,179
74,74,795,196,795,196,814,164
75,75,799,175,799,175,818,149
76,76,805,152,805,152,824,133
77,77,810,137,810,137,829,123
78,78,813,126,813,126,832,116
79,79,821,120,821,120,840,112
80,80,831,111,831,111,849,106
81,81,841,86,841,86,859,91
82,82,844,58,844,58,862,75
83,83,850,43,850,43,867,67
84,84,854,35,854,35,870,63
85,85,859,29,859,29,875,60
86,86,862,20,862,20,878,55
87,87,866,11,866,11,881,51
88,88,869,3,869,3,885,47
89,89,868,4,868,4,883,47
90,90,864,5,864,5,880,48
91,91,861,8,861,8,877,50
92,92,854,3,854,3,871,47
93,93,849,-3,849,-3,866,45
94,94,844,-3,844,-3,862,45
95,95,842,7,842,7,860,49
96,96,814,131,814,131,833,119
97,97,781,274,781,274,800,226
98,98,756,386,756,386,777,330
99,99,737,467,737,467,758,417
100,100,737,509,737,509,758,466
101,101,736,536,736,536,757,500
102,102,735,556,735,556,757,524
103,103,735,569,735,569,758,540
104,104,738,570,738,570,761,542
105,105,740,572,740,572,763,545
106,106,738,578,738,578,761,552
107,107,738,581,738,581,761,556
108,108,738,584,738,584,760,561
109,109,735,589,735,589,758,567
110,110,736,592,736,592,759,571
111,111,736,597,736,597,759,577
112,112,736,597,736,597,759,577
113,113,736,603,736,603,759,585
114,114,737,605,737,605,761,588
115,115,741,603,741,603,764,586
116,116,742,599,742,599,765,581
117,117,743,599,743,599,767,580
118,118,746,600,746,600,770,582
119,119,745,605,745,605,769,588
120,120,741,611,741,611,764,597
121,121,740,613,740,613,764,599
122,122,741,611,741,611,765,597
123,123,738,609,738,609,762,593
124,124,746,606,746,606,770,590
125,125,747,610,747,610,772,595
126,126,746,610,746,610,771,595
127,127,742,610,742,610,766,595
128,128,747,611,747,611,771,596
129,129,747,609,747,609,771,594
130,130,738,610,738,610,761,595
131,131,731,614,731,614,755,600
132,132,731,614,731,614,754,600
133,133,743,606,743,606,767,590
134,134,782,572,782,572,807,546
135,135,835,531,835,531,861,496
136,136,883,495,883,495,908,454
137,137,927,457,927,457,951,412
138,138,965,434,965,434,986,387
139,139,995,417,995,417,1015,369
140,140,1030,383,1030,383,1046,334
141,141,1065,359,1065,359,1078,310
142,142,1093,327,1093,327,1102,280
143,143,1118,306,1118,306,1124,260
144,144,1137,293,1137,293,1140,248
145,145,1148,287,1148,287,1149,243
146,146,1163,276,1163,276,1162,233
147,147,1176,270,1176,270,1173,228
148,148,1202,247,1202,247,1194,209
149,149,1209,245,1209,245,1201,207
150,150,1218,255,1218,255,1210,216
151,151,1224,266,1224,266,1216,225
152,152,1222,279,1222,279,1216,237
153,153,1222,278,1222,278,1215,236
154,154,1212,296,1212,296,1208,252
155,155,1206,310,1206,310,1204,266
