frame,prob
1.0,0.01189193781465292
2.0,0.01079256646335125
3.0,0.014052425511181355
4.0,0.012383311986923218
5.0,0.013931898400187492
6.0,0.015632830560207367
7.0,0.015064334496855736
8.0,0.016546642407774925
9.0,0.023159392178058624
10.0,0.06575115770101547
11.0,0.008950517512857914
12.0,0.006622992921620607
13.0,0.06392890214920044
14.0,0.016577204689383507
15.0,0.026014672592282295
16.0,0.016930993646383286
17.0,0.0195110272616148
18.0,0.013583224266767502
19.0,0.023860052227973938
20.0,0.026855912059545517
21.0,0.04094100371003151
22.0,0.06163186952471733
23.0,0.8917980194091797
24.0,0.5638262033462524
25.0,0.43158289790153503
26.0,0.18371544778347015
27.0,0.014122545719146729
28.0,0.007759541273117065
29.0,0.01608417183160782
30.0,0.011592165566980839
31.0,0.012134267948567867
32.0,0.009226816706359386
33.0,0.011096051894128323
34.0,0.011781622655689716
35.0,0.01620374619960785
36.0,0.019192835316061974
37.0,0.010343926958739758
38.0,0.024165920913219452
39.0,0.022760841995477676
40.0,0.029610974714159966
41.0,0.04120858013629913
42.0,0.036242108792066574
43.0,0.021228032186627388
44.0,0.04218301177024841
45.0,0.02832539938390255
46.0,0.02613665908575058
47.0,0.02911425195634365
48.0,0.029490120708942413
49.0,0.024119431152939796
50.0,0.01947309821844101
51.0,0.014037705957889557
52.0,0.9554640054702759
53.0,0.9728472828865051
54.0,0.9989989399909973
55.0,0.9975324869155884
56.0,0.9861262440681458
57.0,0.9653915762901306
58.0,0.9912306070327759
59.0,0.9944775700569153
60.0,0.9968374967575073
61.0,0.9895049333572388
62.0,0.6477086544036865
63.0,0.8936680555343628
64.0,0.03824457898736
65.0,0.030109036713838577
66.0,0.02936394140124321
67.0,0.03713945299386978
68.0,0.018036289140582085
69.0,0.03603528067469597
70.0,0.04090045019984245
71.0,0.05057429522275925
72.0,0.11347272247076035
73.0,0.07952985167503357
74.0,0.07981187850236893
75.0,0.08530574291944504
76.0,0.15625813603401184
77.0,0.1285628080368042
78.0,0.12174525111913681
79.0,0.10836968570947647
80.0,0.07452531903982162
81.0,0.08001387864351273
82.0,0.05205320939421654
83.0,0.046985313296318054
84.0,0.04101655259728432
85.0,0.03195673227310181
86.0,0.03591819107532501
87.0,0.028827402740716934
88.0,0.031176427379250526
89.0,0.024728646501898766
90.0,0.025542760267853737
91.0,0.022889476269483566
92.0,0.013021132908761501
93.0,0.015211889520287514
94.0,0.014915918000042439
95.0,0.013952088542282581
96.0,0.017693964764475822
97.0,0.02736809104681015
98.0,0.01925128512084484
99.0,0.01936621218919754
100.0,0.01870550774037838
101.0,0.021433105692267418
102.0,0.020926570519804955
103.0,0.029726145789027214
104.0,0.03207657113671303
105.0,0.019286172464489937
106.0,0.016448192298412323
107.0,0.019999539479613304
108.0,0.007527498062700033
109.0,0.9223073124885559
110.0,0.988255500793457
111.0,0.9973013997077942
112.0,0.9961349964141846
113.0,0.9914541244506836
114.0,0.9941287040710449
115.0,0.9801443815231323
116.0,0.9985155463218689
117.0,0.9518164992332458
118.0,0.4865607023239136
119.0,0.03364255279302597
120.0,0.026654820889234543
121.0,0.06761437654495239
122.0,0.027031319215893745
123.0,0.02434176579117775
124.0,0.05406971275806427
125.0,0.03206465020775795
126.0,0.0387703999876976
127.0,0.027969619259238243
128.0,0.022560425102710724
129.0,0.022197840735316277
130.0,0.01705331541597843
131.0,0.025641752406954765
132.0,0.02473985031247139
133.0,0.01792818121612072
134.0,0.014813510701060295
135.0,0.018652169033885002
136.0,0.015432193875312805
137.0,0.013350322842597961
138.0,0.020170602947473526
139.0,0.02897626720368862
140.0,0.037701960653066635
141.0,0.05235458165407181
142.0,0.02647422067821026
143.0,0.02454332634806633
144.0,0.028701122850179672
145.0,0.02429673634469509
146.0,0.09355673938989639
147.0,0.10146867483854294
148.0,0.05340435728430748
149.0,0.026921777054667473
150.0,0.05339536443352699
151.0,0.03631749004125595
152.0,0.04242539405822754
153.0,0.06551297754049301
154.0,0.05937959626317024
155.0,0.04570832848548889
156.0,0.03782069683074951
157.0,0.020750578492879868
158.0,0.0344851054251194
159.0,0.034581225365400314
160.0,0.03252585232257843
161.0,0.037335094064474106
162.0,0.03042791783809662
163.0,0.028199510648846626
164.0,0.04864116758108139
165.0,0.0377434678375721
166.0,0.03031754307448864
167.0,0.012341382913291454
168.0,0.9984800219535828
169.0,0.994751513004303
170.0,0.9962576627731323
171.0,0.9986180067062378
172.0,0.9981833100318909
173.0,0.9995818734169006
174.0,0.9982927441596985
175.0,0.9986400008201599
176.0,0.9991746544837952
177.0,0.9834766387939453
178.0,0.8943564295768738
179.0,0.4595145881175995
180.0,0.05712514370679855
181.0,0.02890530414879322
182.0,0.01419148501008749
183.0,0.014008711092174053
184.0,0.013575884513556957
185.0,0.02105085551738739
