frame,res,X,Y
1,"[[ 0.84764047]
 [ 0.30262702]
 [-0.43580101]]",-4643.0,2673.0
2,"[[ 0.83799757]
 [ 0.3352998 ]
 [-0.43050449]]",-4510.0,2468.0
3,"[[ 0.83484277]
 [ 0.34429885]
 [-0.42952979]]",-4407.0,2333.0
4,"[[ 0.83329646]
 [ 0.34437905]
 [-0.43245818]]",-4316.0,2228.0
5,"[[ 0.83503276]
 [ 0.34236074]
 [-0.43070803]]",-4252.0,2149.0
6,"[[ 0.82906281]
 [ 0.37259324]
 [-0.41692822]]",-4235.0,2156.0
7,"[[ 0.82941769]
 [ 0.37285432]
 [-0.41598793]]",-4235.0,2167.0
8,"[[ 0.82960252]
 [ 0.37075128]
 [-0.41749629]]",-4229.0,2169.0
9,"[[ 0.83618291]
 [ 0.34827189]
 [-0.4236801 ]]",-4214.0,2125.0
10,"[[ 0.81936358]
 [ 0.40851822]
 [-0.40218925]]",-4245.0,2224.0
11,"[[ 0.82841284]
 [ 0.37877627]
 [-0.4126266 ]]",-4247.0,2230.0
12,"[[ 0.82896885]
 [ 0.37426241]
 [-0.41561797]]",-4241.0,2223.0
13,"[[ 0.81819796]
 [ 0.41706838]
 [-0.39573484]]",-4290.0,2324.0
14,"[[ 0.82522206]
 [ 0.38826684]
 [-0.41019193]]",-4283.0,2322.0
15,"[[ 0.82386227]
 [ 0.3898561 ]
 [-0.41141606]]",-4279.0,2325.0
16,"[[ 0.8282066 ]
 [ 0.39767524]
 [-0.39487748]]",-4339.0,2367.0
17,"[[ 0.82508028]
 [ 0.39971125]
 [-0.39934128]]",-4364.0,2394.0
18,"[[ 0.83050595]
 [ 0.39327526]
 [-0.39445462]]",-4410.0,2412.0
19,"[[ 0.8315827 ]
 [ 0.38801901]
 [-0.39738074]]",-4433.0,2410.0
20,"[[ 0.81615869]
 [ 0.42405331]
 [-0.3925096 ]]",-4440.0,2479.0
21,"[[ 0.81904357]
 [ 0.41099672]
 [-0.40031154]]",-4420.0,2492.0
22,"[[ 0.81454114]
 [ 0.44577261]
 [-0.37122705]]",-4506.0,2621.0
23,"[[ 0.81347652]
 [ 0.44772568]
 [-0.37121109]]",-4565.0,2717.0
24,"[[ 0.81429167]
 [ 0.43656554]
 [-0.38254359]]",-4571.0,2745.0
25,"[[ 0.82982136]
 [ 0.3893662 ]
 [-0.39973801]]",-4534.0,2650.0
26,"[[ 0.83014524]
 [ 0.38522706]
 [-0.40306201]]",-4498.0,2569.0
27,"[[ 0.83320191]
 [ 0.36694474]
 [-0.41367394]]",-4442.0,2464.0
28,"[[ 0.8364671 ]
 [ 0.35748525]
 [-0.4153638 ]]",-4402.0,2370.0
