frame,res,X,Y
,[[-0.04203813  0.16415616 -0.9771721 ]],734,197
,[[-0.02905488  0.15710319 -0.98068255]],701,175
,[[-0.02603341  0.1385498  -0.98251578]],694,132
,[[-0.04067073  0.14475935 -0.9828085 ]],729,145
,[[-0.04325737  0.14951874 -0.98093701]],736,157
,[[-0.0383707   0.14830081 -0.98078205]],725,154
,[[-0.02271486  0.15968354 -0.97612116]],688,184
,[[-0.02293644  0.17555725 -0.97467376]],688,223
,[[-0.02114462  0.15791424 -0.97773832]],683,179
,[[-0.04757905  0.17845292 -0.97356787]],748,228
,[[-0.04149492  0.17498344 -0.97347254]],734,220
,[[-0.05582818  0.16742235 -0.97923555]],769,202
,[[-0.07099162  0.17533828 -0.97647649]],806,220
,[[-0.06135239  0.1611586  -0.9797781 ]],782,186
,[[-0.05654736  0.17730412 -0.97677203]],771,225
,[[-0.07261834  0.15994746 -0.97855852]],809,182
,[[-0.06755958  0.16282641 -0.97965401]],798,189
,[[-0.05112876  0.14689172 -0.98013209]],757,152
,[[-0.04274944  0.14151319 -0.98180641]],737,137
,[[-0.05999868  0.16178954 -0.98026816]],779,187
,[[-0.05690992  0.14209883 -0.98363093]],770,136
,[[-0.05462168  0.15190781 -0.98231859]],765,160
,[[-0.04725879  0.16374756 -0.97778281]],747,192
,[[-0.04583796  0.16057973 -0.97856887]],743,183
,[[-0.0554534   0.16925492 -0.97840811]],766,204
,[[-0.0490875   0.17991721 -0.97437357]],750,233
,[[-0.05721477  0.16190019 -0.97816377]],770,187
,[[-0.05095487  0.16247033 -0.97916066]],755,187
,[[-0.02030168  0.142363   -0.98134422]],681,137
,[[-0.03571795  0.13945441 -0.9812884 ]],718,130
,[[-0.03844941  0.15196601 -0.98178553]],725,160
,[[-0.03906659  0.13405343 -0.98629163]],727,116
,[[-0.04261912  0.13043389 -0.9881158 ]],735,106
,[[-0.02694823  0.13430037 -0.9868071 ]],697,116
,[[-0.0405319   0.1315523  -0.98443594]],730,111
,[[-0.03391381  0.12604624 -0.98568252]],714,97
,[[-0.05643035  0.15231458 -0.98178789]],769,160
,[[-0.05762113  0.14932193 -0.98258614]],772,153
,[[-0.03636652  0.16416073 -0.97929796]],721,190
,[[-0.02780793  0.1608815  -0.98097504]],700,181
,[[-0.03355731  0.15926505 -0.98313616]],714,177
,[[-0.02837624  0.15767252 -0.98112378]],702,175
,[[-0.01627908  0.16138366 -0.98357834]],673,181
,[[-0.02459361  0.16191741 -0.98374006]],693,183
,[[-0.01850945  0.15540392 -0.98407834]],678,166
,[[-0.01079202  0.1488678  -0.98518134]],660,151
,[[-0.03989354  0.15140001 -0.98039033]],730,159
,[[-0.03398332  0.14292299 -0.98246647]],715,137
,[[-0.05241774  0.16040572 -0.98304846]],760,181
,[[-0.04879412  0.17174485 -0.98050787]],751,209
,[[-0.05277159  0.14428342 -0.98296256]],761,141
,[[-0.06164652  0.15364435 -0.97982972]],783,165
,[[-0.04754592  0.16319684 -0.97946372]],748,189
,[[-0.04967672  0.16959342 -0.9784916 ]],753,204
,[[-0.05920851  0.14734404 -0.98105742]],777,150
,[[-0.05264102  0.14872333 -0.98093331]],761,155
,[[-0.0462884   0.13527257 -0.98236369]],745,120
,[[-0.03523981  0.14075126 -0.98175116]],718,133
,[[-0.02309571  0.14247395 -0.97998591]],688,141
,[[-0.0442873   0.13869177 -0.98168345]],740,130
,[[-0.04701194  0.14590864 -0.97916018]],747,149
,[[-0.04255914  0.14433246 -0.98006887]],736,144
,[[-0.03953763  0.15566695 -0.97993193]],728,171
,[[-0.03701967  0.15312279 -0.9804424 ]],721,165
,[[-0.04894632  0.15207414 -0.98101878]],750,162
,[[-0.06987639  0.16316674 -0.97627199]],802,191
,[[-0.0804071   0.1752107  -0.97334875]],829,221
,[[-0.0776775   0.17953456 -0.9728575 ]],822,231
,[[-0.06714151  0.16558488 -0.97687298]],796,197
,[[-0.06908145  0.18193917 -0.97417211]],801,237
,[[-0.06354284  0.14285228 -0.98160453]],786,140
,[[-0.0687822   0.15821402 -0.97809476]],799,178
,[[-0.02353961  0.15384753 -0.98201711]],689,166
,[[-0.00925544  0.14883422 -0.98228345]],655,155
,[[-0.02099344  0.15628093 -0.98070186]],683,174
,[[-0.02756659  0.16294911 -0.98046041]],699,188
,[[-0.0202502   0.16227986 -0.97959215]],682,187
,[[-0.0375866   0.17232396 -0.9787679 ]],723,211
,[[-0.03014692  0.15053042 -0.98398516]],705,157
,[[-0.03578171  0.1542531  -0.9833774 ]],720,166
,[[-0.04663352  0.14479876 -0.98431257]],744,143
,[[-0.02782832  0.15630969 -0.98108248]],700,174
,[[-0.04612049  0.16890525 -0.98037105]],744,203
,[[-0.04325287  0.17117661 -0.98057136]],737,208
,[[-0.02166796  0.14185185 -0.98482192]],685,135
,[[-0.01720129  0.14261272 -0.98393237]],674,138
,[[-0.03493649  0.12008726 -0.98270519]],717,85
,[[-0.02974716  0.13060554 -0.98247653]],705,111
,[[-0.0272445   0.13719721 -0.98294063]],698,127
,[[-0.01647075  0.14749834 -0.98282371]],672,151
,[[-0.04169677  0.14899251 -0.98040276]],733,156
,[[-0.01667078  0.17001318 -0.97696078]],672,207
,[[-0.02255273  0.16108034 -0.977487  ]],685,185
,[[-0.01797461  0.15950757 -0.97806338]],674,181
,[[-0.01972071  0.16615537 -0.97666233]],680,198
,[[-0.01581667  0.1812392  -0.97449565]],670,236
,[[-0.05263138  0.15226063 -0.98234565]],759,162
,[[-0.05848353  0.16285551 -0.97955644]],773,189
,[[-0.07345908  0.1411195  -0.98296101]],809,135
,[[-0.07210332  0.15736349 -0.98119252]],806,174
,[[-0.01842516  0.15037154 -0.97899252]],677,159
,[[-0.02567237  0.16937149 -0.97588473]],695,206
,[[-0.01726477  0.17538402 -0.97411516]],674,223
,[[-0.03588737  0.16597454 -0.9742505 ]],719,198
,[[-0.054573    0.18127206 -0.97013807]],765,238
,[[-0.05197181  0.18780099 -0.96991058]],758,255
,[[-0.06061701  0.1772927  -0.97489183]],778,227
,[[-0.07348016  0.16782607 -0.97648261]],810,204
,[[-0.04117797  0.1259317  -0.98344813]],731,99
,[[-0.0455969   0.14201394 -0.98184477]],741,138
,[[-0.05336869  0.1465064  -0.98343109]],760,149
,[[-0.06278497  0.1648263  -0.98013049]],784,193
,[[-0.04508863  0.13764312 -0.98471308]],741,128
,[[-0.05604271  0.14019047 -0.98448982]],767,134
,[[-0.04884535  0.15583724 -0.98168573]],751,173
,[[-0.05897778  0.17499324 -0.97788907]],775,221
,[[-0.05221328  0.15669161 -0.9810029 ]],758,175
,[[-0.05376228  0.1544871  -0.98114655]],762,169
,[[-0.04458455  0.16293888 -0.98006311]],740,189
,[[-0.03726651  0.12909223 -0.98615352]],723,107
