frame,res,X,Y
,[[ 0.00370684  0.35039401 -0.92905869]],562,496
,[[-0.00325343  0.34852639 -0.92946166]],580,489
,[[ 0.0108246   0.34625621 -0.93071351]],544,481
,[[ 0.0108246   0.34625621 -0.93071351]],544,481
,[[ 0.0108246   0.34625621 -0.93071351]],544,481
,[[ 0.0108246   0.34625621 -0.93071351]],544,481
,[[ 0.0142232   0.3468465  -0.92864335]],534,485
,[[ 0.00107647  0.3473072  -0.92815345]],569,487
,[[-0.00673791  0.35282289 -0.92684091]],589,502
,[[ 0.00230462  0.3668872  -0.92487479]],565,540
,[[ 0.00689456  0.37647497 -0.91647912]],553,576
,[[ 0.02264122  0.37356661 -0.9130223 ]],510,572
,[[-0.01070397  0.381307   -0.91261408]],599,595
,[[ 0.01330004  0.36448582 -0.92077996]],535,540
,[[ 0.0154359   0.36327873 -0.9206413 ]],529,536
,[[ 0.01145471  0.39060875 -0.90944639]],539,626
,[[ 0.01255493  0.37678672 -0.91371108]],536,583
,[[ 0.01934459  0.37246163 -0.91691562]],518,567
,[[ 0.01669624  0.36129312 -0.91901546]],526,535
,[[ 0.01824309  0.36333765 -0.91812101]],521,543
,[[ 0.00257466  0.3715408  -0.91748344]],563,565
,[[ 0.00757384  0.37263443 -0.91563012]],550,570
,[[ 0.02376713  0.36376645 -0.91926521]],507,540
,[[ 0.027239    0.3600113  -0.92097228]],497,530
,[[ 0.02576624  0.37047778 -0.91555069]],501,564
,[[ 0.02333081  0.36916646 -0.91565274]],508,561
,[[ 0.01697679  0.3731808  -0.9165929 ]],525,570
,[[ 0.03067957  0.36683443 -0.91909028]],489,551
,[[ 0.02974726  0.36827924 -0.91885727]],492,555
,[[ 0.02643705  0.34934916 -0.92562983]],499,498
,[[ 0.0246588   0.35400362 -0.92420825]],504,511
,[[ 0.02867548  0.35320999 -0.92449411]],493,508
,[[ 0.03287555  0.37811684 -0.916114  ]],482,584
,[[ 0.03015635  0.34512337 -0.92512125]],490,485
,[[ 0.01470457  0.36202149 -0.92045921]],531,538
,[[ 0.0107661   0.36157056 -0.92015706]],542,535
,[[ 0.02313718  0.36985111 -0.91738582]],509,562
,[[ 0.02677906  0.37116251 -0.91804725]],499,564
,[[ 0.02886627  0.37147848 -0.91810872]],494,565
,[[ 0.02886627  0.37147848 -0.91810872]],494,565
