frame,res,X,Y
1,"[[-0.04173542]
 [ 0.28016016]
 [-0.95904559]]",662.0,407.0
2,"[[-0.01981233]
 [ 0.25783319]
 [-0.96598629]]",659.0,427.0
3,"[[-0.02309141]
 [ 0.2454865 ]
 [-0.96912495]]",659.0,434.0
4,"[[-0.0081993 ]
 [ 0.25030118]
 [-0.9681333 ]]",650.0,442.0
5,"[[-0.03562371]
 [ 0.25656822]
 [-0.9658694 ]]",661.0,453.0
6,"[[-0.0579425 ]
 [ 0.27099385]
 [-0.96083557]]",683.0,470.0
7,"[[-0.04952296]
 [ 0.2661257 ]
 [-0.96266536]]",693.0,479.0
8,"[[-0.04631987]
 [ 0.24148567]
 [-0.96929827]]",699.0,470.0
9,"[[-0.04675674]
 [ 0.2725857 ]
 [-0.96099472]]",703.0,484.0
10,"[[-0.05152071]
 [ 0.27394702]
 [-0.96036381]]",709.0,495.0
11,"[[-0.05077579]
 [ 0.27324938]
 [-0.9606022 ]]",713.0,502.0
12,"[[-0.05277945]
 [ 0.24561694]
 [-0.96792905]]",717.0,488.0
13,"[[-0.02404786]
 [ 0.26316627]
 [-0.96445073]]",702.0,489.0
14,"[[-0.05803723]
 [ 0.27611239]
 [-0.95937148]]",713.0,499.0
15,"[[-0.08201258]
 [ 0.26870212]
 [-0.95972554]]",736.0,501.0
16,"[[-0.09001416]
 [ 0.26629835]
 [-0.9596784 ]]",758.0,502.0
17,"[[-0.07481969]
 [ 0.27721987]
 [-0.95788891]]",765.0,509.0
18,"[[-0.07920318]
 [ 0.28374926]
 [-0.9556219 ]]",773.0,519.0
19,"[[-0.06775624]
 [ 0.26072331]
 [-0.96303294]]",771.0,510.0
20,"[[-0.06772777]
 [ 0.25285524]
 [-0.96513065]]",770.0,499.0
21,"[[-0.06965172]
 [ 0.25011787]
 [-0.96570683]]",770.0,490.0
22,"[[-0.09494697]
 [ 0.2576933 ]
 [-0.96155043]]",786.0,489.0
23,"[[-0.08422782]
 [ 0.2871094 ]
 [-0.95418754]]",792.0,509.0
24,"[[-0.0896704 ]
 [ 0.29426501]
 [-0.95150792]]",800.0,529.0
25,"[[-0.06250795]
 [ 0.24789602]
 [-0.96676798]]",787.0,510.0
26,"[[-0.07080618]
 [ 0.26147265]
 [-0.96261027]]",783.0,506.0
27,"[[-0.05987208]
 [ 0.27650789]
 [-0.95914479]]",773.0,513.0
28,"[[-0.06370475]
 [ 0.26109682]
 [-0.96320826]]",768.0,508.0
29,"[[-0.07887439]
 [ 0.2487032 ]
 [-0.96536291]]",774.0,495.0
30,"[[-0.09138725]
 [ 0.25976753]
 [-0.96133719]]",787.0,493.0
31,"[[-0.08438972]
 [ 0.25099411]
 [-0.96430303]]",791.0,485.0
32,"[[-0.06776528]
 [ 0.24342491]
 [-0.96754958]]",783.0,475.0
33,"[[-0.05267767]
 [ 0.25451306]
 [-0.96563355]]",769.0,475.0
34,"[[-0.04100524]
 [ 0.26627713]
 [-0.96302392]]",751.0,483.0
35,"[[-0.05603128]
 [ 0.27098553]
 [-0.96095127]]",747.0,492.0
36,"[[-0.0702136 ]
 [ 0.27536068]
 [-0.95877346]]",754.0,503.0
37,"[[-0.06927101]
 [ 0.29687295]
 [-0.95240116]]",758.0,526.0
38,"[[-0.10186955]
 [ 0.27375027]
 [-0.95639081]]",782.0,527.0
39,"[[-0.10909848]
 [ 0.26918401]
 [-0.95688949]]",804.0,526.0
40,"[[-0.0775479 ]
 [ 0.25970877]
 [-0.96256827]]",800.0,516.0
41,"[[-0.0708054 ]
 [ 0.20305032]
 [-0.97660492]]",792.0,471.0
42,"[[-0.07246457]
 [ 0.21470061]
 [-0.97398795]]",786.0,447.0
43,"[[-0.07411299]
 [ 0.23216223]
 [-0.96984945]]",784.0,440.0
44,"[[-0.08456574]
 [ 0.252493  ]
 [-0.96389622]]",789.0,450.0
45,"[[-0.08235097]
 [ 0.27094512]
 [-0.95906572]]",792.0,470.0
46,"[[-0.08452495]
 [ 0.27037931]
 [-0.95903627]]",795.0,484.0
47,"[[-0.08108997]
 [ 0.26625407]
 [-0.96048591]]",796.0,492.0
48,"[[-0.07141239]
 [ 0.2739825 ]
 [-0.95907969]]",789.0,501.0
49,"[[-0.07875487]
 [ 0.26752112]
 [-0.96032813]]",789.0,504.0
50,"[[-0.06585686]
 [ 0.28047676]
 [-0.9575989 ]]",781.0,514.0
51,"[[-0.14977687]
 [ 0.22475917]
 [-0.96283446]]",828.0,485.0
52,"[[-0.11746829]
 [ 0.23407397]
 [-0.96509615]]",842.0,469.0
53,"[[-0.11789554]
 [ 0.25449762]
 [-0.9598602 ]]",853.0,471.0
54,"[[-0.12309444]
 [ 0.2559788 ]
 [-0.95881313]]",864.0,473.0
55,"[[-0.12265847]
 [ 0.25678456]
 [-0.95865353]]",873.0,476.0
56,"[[-0.15401029]
 [ 0.24441846]
 [-0.95736119]]",899.0,470.0
57,"[[-0.14884343]
 [ 0.23908237]
 [-0.95952345]]",915.0,462.0
58,"[[-0.13808693]
 [ 0.22794917]
 [-0.96383151]]",920.0,449.0
59,"[[-0.17619291]
 [ 0.20445392]
 [-0.9628887 ]]",948.0,424.0
60,"[[-0.18106236]
 [ 0.20663331]
 [-0.96151916]]",971.0,408.0
61,"[[-0.19419711]
 [ 0.17865029]
 [-0.9645577 ]]",997.0,377.0
62,"[[-0.20322082]
 [ 0.19251539]
 [-0.96002038]]",1022.0,364.0
63,"[[-0.19096114]
 [ 0.19873845]
 [-0.96126836]]",1032.0,358.0
64,"[[-0.18992693]
 [ 0.19868716]
 [-0.96148384]]",1039.0,354.0
65,"[[-0.20674585]
 [ 0.20306941]
 [-0.9570888 ]]",1055.0,353.0
66,"[[-0.17831785]
 [ 0.21451975]
 [-0.96030413]]",1048.0,359.0
67,"[[-0.1888382 ]
 [ 0.20714346]
 [-0.95991235]]",1050.0,359.0
68,"[[-0.18843401]
 [ 0.20686323]
 [-0.9600522 ]]",1052.0,359.0
69,"[[-0.17993908]
 [ 0.22267158]
 [-0.95814367]]",1048.0,370.0
70,"[[-0.1704966 ]
 [ 0.22343909]
 [-0.95969051]]",1039.0,378.0
71,"[[-0.16897275]
 [ 0.19594091]
 [-0.96594791]]",1031.0,367.0
72,"[[-0.16117199]
 [ 0.21994405]
 [-0.96210613]]",1021.0,375.0
73,"[[-0.15785159]
 [ 0.22024947]
 [-0.96258664]]",1012.0,380.0
74,"[[-0.15263814]
 [ 0.22049545]
 [-0.96337083]]",1001.0,384.0
75,"[[-0.16860317]
 [ 0.22582407]
 [-0.95946676]]",1004.0,391.0
76,"[[-0.14781573]
 [ 0.238809  ]
 [-0.95975037]]",993.0,404.0
77,"[[-0.18537872]
 [ 0.22535067]
 [-0.95647886]]",1008.0,405.0
78,"[[-0.17788444]
 [ 0.23581366]
 [-0.95537901]]",1015.0,412.0
79,"[[-0.17800642]
 [ 0.22947139]
 [-0.95689947]]",1019.0,413.0
80,"[[-0.19608832]
 [ 0.2120399 ]
 [-0.95738626]]",1034.0,403.0
81,"[[-0.17965703]
 [ 0.18059786]
 [-0.9670097 ]]",1034.0,374.0
82,"[[-0.19403898]
 [ 0.1746819 ]
 [-0.96531607]]",1044.0,349.0
83,"[[-0.18083583]
 [ 0.18589855]
 [-0.96578472]]",1042.0,339.0
84,"[[-0.18192506]
 [ 0.19234154]
 [-0.96431738]]",1042.0,335.0
85,"[[-0.18296896]
 [ 0.19463163]
 [-0.96366015]]",1043.0,334.0
86,"[[-0.17305124]
 [ 0.18315313]
 [-0.96773354]]",1037.0,326.0
87,"[[-0.17466222]
 [ 0.18675849]
 [-0.96675456]]",1034.0,322.0
88,"[[-0.18771606]
 [ 0.17372813]
 [-0.96673741]]",1039.0,311.0
89,"[[-0.14251758]
 [ 0.21822764]
 [-0.96543536]]",1015.0,331.0
90,"[[-0.1613286 ]
 [ 0.20128085]
 [-0.96615687]]",1009.0,335.0
91,"[[-0.18817193]
 [ 0.20514476]
 [-0.96047226]]",1022.0,341.0
92,"[[-0.16368391]
 [ 0.22868803]
 [-0.95964023]]",1015.0,361.0
93,"[[-0.16428121]
 [ 0.23372861]
 [-0.95832282]]",1011.0,379.0
94,"[[-0.15902848]
 [ 0.23521178]
 [-0.95884585]]",1005.0,393.0
95,"[[-0.03051987]
 [ 0.22454697]
 [-0.97398521]]",917.0,394.0
96,"[[-0.02098598]
 [ 0.20757513]
 [-0.97799394]]",847.0,383.0
97,"[[-0.02266377]
 [ 0.17845701]
 [-0.98368666]]",796.0,356.0
98,"[[-0.00926583]
 [ 0.19148294]
 [-0.9814522 ]]",751.0,345.0
99,"[[-0.0132959 ]
 [ 0.18837493]
 [-0.98200718]]",721.0,336.0
100,"[[-0.00256399]
 [ 0.21565587]
 [-0.97646606]]",691.0,346.0
101,"[[ 0.00568002]
 [ 0.21604015]
 [-0.97636796]]",665.0,353.0
102,"[[ 0.01514541]
 [ 0.20734578]
 [-0.97815047]]",640.0,352.0
103,"[[ 2.45376752e-04]
 [ 2.05973877e-01]
 [-9.78557460e-01]]",631.0,350.0
104,"[[-0.01207148]
 [ 0.20396984]
 [-0.97890274]]",632.0,348.0
105,"[[ 0.00763817]
 [ 0.21682269]
 [-0.97618112]]",620.0,355.0
106,"[[ 0.00214886]
 [ 0.22268087]
 [-0.97488903]]",614.0,364.0
107,"[[-0.01988476]
 [ 0.19048717]
 [-0.98148828]]",624.0,349.0
108,"[[-0.01699188]
 [ 0.19982654]
 [-0.97968394]]",630.0,344.0
109,"[[-0.03333406]
 [ 0.21201139]
 [-0.97669853]]",644.0,348.0
110,"[[-0.01964183]
 [ 0.22630496]
 [-0.97385844]]",646.0,360.0
111,"[[-0.02587016]
 [ 0.19008036]
 [-0.98142763]]",651.0,346.0
112,"[[-0.03403629]
 [ 0.19070228]
 [-0.98105768]]",660.0,336.0
113,"[[-0.01673603]
 [ 0.20156363]
 [-0.97933243]]",656.0,336.0
114,"[[-0.02795385]
 [ 0.19737457]
 [-0.97992952]]",659.0,333.0
115,"[[-0.01590236]
 [ 0.19403287]
 [-0.98086613]]",655.0,329.0
116,"[[-0.02796519]
 [ 0.16102688]
 [-0.98655374]]",659.0,305.0
117,"[[-0.04130896]
 [ 0.18314275]
 [-0.98221805]]",671.0,301.0
118,"[[-0.0431146 ]
 [ 0.21395647]
 [-0.97589127]]",680.0,318.0
119,"[[-0.03420976]
 [ 0.19568502]
 [-0.98006993]]",681.0,318.0
120,"[[-0.04151919]
 [ 0.19761121]
 [-0.97940082]]",687.0,320.0
121,"[[-0.03319199]
 [ 0.18137404]
 [-0.98285388]]",685.0,311.0
122,"[[-0.01554492]
 [ 0.18010961]
 [-0.98352371]]",673.0,305.0
123,"[[-0.04113059]
 [ 0.16194771]
 [-0.98594179]]",680.0,288.0
124,"[[-0.03008961]
 [ 0.16459043]
 [-0.98590294]]",678.0,279.0
125,"[[-0.01600424]
 [ 0.18419461]
 [-0.98275949]]",669.0,284.0
126,"[[-0.04084639]
 [ 0.16396815]
 [-0.98561961]]",677.0,275.0
127,"[[-0.04457546]
 [ 0.17928352]
 [-0.98278708]]",686.0,279.0
128,"[[-0.02247304]
 [ 0.16753719]
 [-0.98560958]]",678.0,273.0
129,"[[-0.02800458]
 [ 0.15167161]
 [-0.98803414]]",676.0,259.0
130,"[[-0.04069717]
 [ 0.17711004]
 [-0.98334926]]",682.0,265.0
131,"[[-0.06455594]
 [ 0.15741594]
 [-0.98542009]]",701.0,257.0
132,"[[-0.08664924]
 [ 0.16565401]
 [-0.98236992]]",729.0,256.0
133,"[[-0.07974743]
 [ 0.14908115]
 [-0.98560396]]",745.0,245.0
134,"[[-0.09541741]
 [ 0.13848026]
 [-0.98575795]]",767.0,230.0
135,"[[-0.04555851]
 [ 0.13353368]
 [-0.98999655]]",751.0,216.0
136,"[[-0.04109015]
 [ 0.16331039]
 [-0.98571868]]",737.0,224.0
137,"[[-0.07503479]
 [ 0.12947068]
 [-0.98874017]]",748.0,209.0
138,"[[-0.05988184]
 [ 0.15976127]
 [-0.98533776]]",747.0,218.0
139,"[[-0.04897492]
 [ 0.26479523]
 [-0.9630602 ]]",740.0,294.0
140,"[[-0.01945314]
 [ 0.27923467]
 [-0.96002582]]",716.0,360.0
141,"[[-0.04162356]
 [ 0.32418249]
 [-0.94507841]]",713.0,440.0
142,"[[-0.0353493 ]
 [ 0.31546442]
 [-0.94827877]]",707.0,493.0
143,"[[-0.03260213]
 [ 0.33218981]
 [-0.94264894]]",701.0,543.0
144,"[[-0.02329543]
 [ 0.32285437]
 [-0.94616192]]",690.0,574.0
145,"[[-0.02724974]
 [ 0.33176707]
 [-0.94296769]]",685.0,603.0
146,"[[-0.02395952]
 [ 0.34458417]
 [-0.93844962]]",679.0,634.0
147,"[[-0.02234597]
 [ 0.33153056]
 [-0.94317981]]",673.0,646.0
148,"[[-0.01941054]
 [ 0.33856647]
 [-0.94074225]]",667.0,660.0
149,"[[-0.01898128]
 [ 0.33375682]
 [-0.94246809]]",662.0,668.0
150,"[[-0.02200867]
 [ 0.34508188]
 [-0.93831451]]",661.0,681.0
151,"[[-0.00106181]
 [ 0.33892441]
 [-0.94081301]]",646.0,687.0
152,"[[ 0.01314959]
 [ 0.33568294]
 [-0.94188325]]",626.0,688.0
153,"[[-0.00299492]
 [ 0.33843429]
 [-0.94098526]]",621.0,691.0
154,"[[-0.00699371]
 [ 0.33464893]
 [-0.94231692]]",621.0,691.0
155,"[[ 0.00417902]
 [ 0.34514026]
 [-0.93854182]]",614.0,696.0
156,"[[ 0.00962168]
 [ 0.34244934]
 [-0.93948703]]",605.0,699.0
157,"[[ 0.00393337]
 [ 0.35820209]
 [-0.93363579]]",602.0,713.0
158,"[[ 0.00294705]
 [ 0.35971858]
 [-0.93305619]]",600.0,726.0
159,"[[ 0.00733198]
 [ 0.36484983]
 [-0.93103751]]",596.0,739.0
160,"[[ 0.01256131]
 [ 0.35689532]
 [-0.93405992]]",590.0,743.0
161,"[[ 0.00676173]
 [ 0.37035226]
 [-0.92886677]]",589.0,756.0
162,"[[ 0.00537836]
 [ 0.36016099]
 [-0.93287466]]",589.0,758.0
163,"[[ 0.00762942]
 [ 0.39175716]
 [-0.92003702]]",588.0,783.0
164,"[[ 0.01496488]
 [ 0.3747609 ]
 [-0.92700071]]",582.0,790.0
165,"[[-0.04004389]
 [ 0.38048982]
 [-0.92391774]]",615.0,800.0
166,"[[-0.01098552]
 [ 0.37989588]
 [-0.92496402]]",620.0,807.0
167,"[[-0.01998289]
 [ 0.378132  ]
 [-0.92553599]]",629.0,810.0
168,"[[ 0.00637971]
 [ 0.35818093]
 [-0.9336304 ]]",618.0,796.0
169,"[[-0.01332321]
 [ 0.34216111]
 [-0.93954684]]",623.0,772.0
170,"[[-0.01510347]
 [ 0.34999962]
 [-0.93662807]]",628.0,761.0
171,"[[-0.02211868]
 [ 0.31640259]
 [-0.94836711]]",636.0,729.0
172,"[[-0.0140334 ]
 [ 0.33421565]
 [-0.94239215]]",636.0,719.0
173,"[[-0.01019242]
 [ 0.33310047]
 [-0.94283625]]",634.0,710.0
174,"[[-0.00199813]
 [ 0.33576851]
 [-0.94194241]]",627.0,706.0
175,"[[ 0.02229619]
 [ 0.34789641]
 [-0.93726782]]",606.0,712.0
176,"[[ 0.00896356]
 [ 0.34264958]
 [-0.93942052]]",599.0,713.0
177,"[[ 0.00843008]
 [ 0.33628725]
 [-0.94172173]]",595.0,708.0
178,"[[-0.00592531]
 [ 0.34364141]
 [-0.93908225]]",601.0,710.0
179,"[[-0.03778706]
 [ 0.33186651]
 [-0.94256923]]",626.0,703.0
180,"[[-0.03241134]
 [ 0.32117927]
 [-0.94646362]]",641.0,690.0
181,"[[-0.00334464]
 [ 0.30354573]
 [-0.952811  ]]",633.0,667.0
182,"[[-0.02267969]
 [ 0.30520109]
 [-0.95201782]]",639.0,652.0
183,"[[ 0.01538374]
 [ 0.3015336 ]
 [-0.95333144]]",619.0,638.0
184,"[[-0.00130532]
 [ 0.29527778]
 [-0.95541056]]",616.0,624.0
185,"[[-0.00428133]
 [ 0.30363932]
 [-0.95277743]]",615.0,619.0
186,"[[-0.0019285 ]
 [ 0.27673205]
 [-0.96094519]]",613.0,596.0
187,"[[-0.01629873]
 [ 0.27991711]
 [-0.95988581]]",621.0,581.0
188,"[[-0.0061849 ]
 [ 0.28065476]
 [-0.95978886]]",620.0,571.0
