frame,res,X,Y
1,"[[ 0.02802967]
 [ 0.21907395]
 [-0.97530556]]",875.0,625.0
2,"[[ 0.04061227]
 [ 0.21779185]
 [-0.97514991]]",845.0,573.0
3,"[[ 0.04475865]
 [ 0.22715376]
 [-0.97282981]]",820.0,540.0
4,"[[ 0.05045583]
 [ 0.22844621]
 [-0.97224819]]",799.0,516.0
5,"[[ 0.04457608]
 [ 0.22350442]
 [-0.97368308]]",786.0,495.0
6,"[[ 0.03374208]
 [ 0.21535769]
 [-0.97595212]]",785.0,475.0
7,"[[ 0.02824013]
 [ 0.21373408]
 [-0.97648361]]",787.0,460.0
8,"[[ 0.03384907]
 [ 0.21735577]
 [-0.97550536]]",785.0,451.0
9,"[[ 0.02410634]
 [ 0.2067    ]
 [-0.97810735]]",790.0,437.0
10,"[[-8.89431669e-04]
 [ 1.95871166e-01]
 [-9.80629234e-01]]",810.0,421.0
11,"[[-0.09816936]
 [-0.03997536]
 [-0.99436651]]",888.0,257.0
12,"[[-0.04971326]
 [ 0.20249484]
 [-0.97802067]]",914.0,298.0
13,"[[-0.01474719]
 [ 0.14919815]
 [-0.98869734]]",910.0,291.0
14,"[[-0.10605503]
 [ 0.09376848]
 [-0.98992919]]",968.0,250.0
15,"[[-0.08313415]
 [ 0.1038796 ]
 [-0.99110935]]",994.0,226.0
16,"[[-0.06741992]
 [ 0.11531142]
 [-0.99103876]]",1002.0,216.0
17,"[[-0.05214742]
 [ 0.1509961 ]
 [-0.98715795]]",998.0,231.0
18,"[[-0.04249611]
 [ 0.16009785]
 [-0.98618597]]",989.0,248.0
19,"[[-0.05156121]
 [ 0.15826543]
 [-0.98604944]]",988.0,258.0
20,"[[-0.04912223]
 [ 0.16511505]
 [-0.98505027]]",985.0,270.0
21,"[[-0.02515132]
 [ 0.19991176]
 [-0.97949104]]",967.0,301.0
22,"[[-0.02080267]
 [ 0.1944452 ]
 [-0.98069277]]",952.0,320.0
23,"[[-0.01796846]
 [ 0.20335365]
 [-0.97894046]]",938.0,339.0
24,"[[-0.01941369]
 [ 0.20415068]
 [-0.97874696]]",929.0,354.0
25,"[[-0.02328712]
 [ 0.20951056]
 [-0.97752905]]",925.0,368.0
26,"[[-0.01879415]
 [ 0.21212805]
 [-0.97706114]]",919.0,380.0
27,"[[-0.02946376]
 [ 0.20454658]
 [-0.9784133 ]]",922.0,384.0
28,"[[-0.02909093]
 [ 0.20691755]
 [-0.97792579]]",924.0,389.0
29,"[[-0.02061333]
 [ 0.21222148]
 [-0.97700416]]",920.0,396.0
