,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,694,464,694,464,742,415
1,1,686,508,686,508,729,464
2,2,722,527,722,527,763,486
3,3,753,534,753,534,794,495
4,4,778,536,778,536,819,498
5,5,799,547,799,547,840,512
6,6,812,560,812,560,851,528
7,7,822,565,822,565,861,534
8,8,827,584,827,584,863,557
9,9,833,595,833,595,866,571
10,10,841,605,841,605,873,583
11,11,846,619,846,619,876,601
12,12,849,640,849,640,874,627
13,13,846,652,846,652,867,643
14,14,840,662,840,662,859,654
15,15,839,676,839,676,854,672
16,16,834,683,834,683,846,681
17,17,830,685,830,685,841,684
18,18,829,678,829,678,842,675
19,19,828,670,828,670,843,664
20,20,829,665,829,665,846,658
21,21,830,671,830,671,845,666
22,22,824,671,824,671,839,665
23,23,818,663,818,663,835,655
24,24,818,660,818,660,836,650
25,25,825,661,825,661,843,652
26,26,831,667,831,667,848,661
27,27,833,669,833,669,849,664
28,28,829,670,829,670,844,663
29,29,828,672,828,672,843,666
30,30,832,670,832,670,847,664
31,31,837,669,837,669,854,663
32,32,833,671,833,671,848,666
33,33,828,673,828,673,843,668
34,34,825,668,825,668,841,661
35,35,819,674,819,674,832,669
36,36,818,676,818,676,831,672
37,37,824,679,824,679,836,675
38,38,828,678,828,678,842,674
39,39,832,679,832,679,845,676
40,40,835,677,835,677,849,674
41,41,841,667,841,667,858,661
42,42,843,658,843,658,863,650
43,43,845,650,845,650,867,639
44,44,846,644,846,644,870,632
45,45,844,644,844,644,867,633
46,46,840,650,840,650,862,639
47,47,842,648,842,648,864,637
48,48,842,642,842,642,866,630
49,49,845,641,845,641,869,629
50,50,838,656,838,656,858,647
51,51,838,647,838,647,860,636
52,52,833,640,833,640,856,627
53,53,833,632,833,632,859,616
54,54,831,625,831,625,858,608
55,55,834,617,834,617,863,598
56,56,833,614,833,614,863,594
57,57,832,619,832,619,861,600
58,58,767,619,767,619,792,597
59,59,687,604,687,604,711,574
60,60,622,602,622,602,642,571
61,61,581,602,581,602,598,571
62,62,537,599,537,599,552,566
63,63,502,593,502,593,516,560
64,64,474,591,474,591,487,557
65,65,448,589,448,589,460,555
66,66,423,591,423,591,432,558
67,67,409,597,409,597,415,565
68,68,396,599,396,599,400,568
69,69,379,598,379,598,382,567
70,70,366,597,366,597,368,566
71,71,358,593,358,593,361,562
72,72,354,590,354,590,358,559
73,73,349,587,349,587,354,555
74,74,343,586,343,586,347,555
75,75,341,589,341,589,344,558
76,76,338,585,338,585,342,554
77,77,337,582,337,582,342,551
78,78,329,578,329,578,335,545
79,79,328,577,328,577,334,545
80,80,326,579,326,579,332,547
81,81,326,580,326,580,331,548
82,82,335,581,335,581,340,550
83,83,342,583,342,583,348,551
84,84,346,587,346,587,351,555
85,85,352,589,352,589,356,558
86,86,358,591,358,591,362,559
87,87,360,585,360,585,366,553
88,88,362,585,362,585,369,552
89,89,364,587,364,587,370,554
90,90,364,585,364,585,370,553
91,91,368,584,368,584,375,551
92,92,362,568,362,568,374,533
93,93,362,563,362,563,375,528
94,94,363,562,363,562,376,527
95,95,360,558,360,558,374,523
96,96,354,558,354,558,368,523
97,97,356,557,356,557,371,521
98,98,352,555,352,555,367,519
99,99,353,558,353,558,367,522
100,100,360,560,360,560,374,524
101,101,364,557,364,557,380,521
102,102,365,555,365,555,381,519
103,103,368,556,368,556,384,520
104,104,371,560,371,560,386,524
105,105,374,560,374,560,389,524
106,106,371,560,371,560,386,524
107,107,369,555,369,555,385,519
108,108,363,554,363,554,379,518
109,109,495,562,495,562,518,523
110,110,692,593,692,593,720,562
111,111,839,623,839,623,867,605
112,112,950,641,950,641,980,637
113,113,1031,651,1031,651,1063,658
114,114,1092,651,1092,651,1127,664
115,115,1158,670,1158,670,1191,698
116,116,1218,685,1218,685,1252,726
117,117,1258,691,1258,691,1292,739
118,118,1292,693,1292,693,1327,748
119,119,1315,696,1315,696,1351,756
120,120,1339,696,1339,696,1375,760
121,121,1351,695,1351,695,1387,761
122,122,1366,691,1366,691,1404,757
123,123,1378,691,1378,691,1416,760
124,124,1384,696,1384,696,1421,768
125,125,1391,693,1391,693,1429,764
126,126,1384,684,1384,684,1423,752
127,127,1379,683,1379,683,1418,749
128,128,1380,672,1380,672,1421,734
129,129,1380,668,1380,668,1421,729
130,130,1379,670,1379,670,1420,731
131,131,1383,679,1383,679,1422,744
132,132,1388,685,1388,685,1427,753
133,133,1391,689,1391,689,1429,759
134,134,1391,686,1391,686,1430,754
135,135,1402,682,1402,682,1442,752
136,136,1399,681,1399,681,1439,749
137,137,1389,681,1389,681,1429,748
138,138,1387,690,1387,690,1425,759
139,139,1387,699,1387,699,1424,772
140,140,1382,711,1382,711,1417,788
141,141,1389,718,1389,718,1423,799
142,142,1411,734,1411,734,1444,827
143,143,1433,743,1433,743,1465,844
144,144,1455,759,1455,759,1484,872
145,145,1461,774,1461,774,1488,895
146,146,1469,778,1469,778,1496,902
147,147,1474,781,1474,781,1500,908
148,148,1475,786,1475,786,1500,916
