,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,712,599,712,599,739,570
1,1,701,600,701,600,727,570
2,2,700,606,700,606,724,578
3,3,691,623,691,623,711,598
4,4,684,630,684,630,701,606
5,5,669,635,669,635,683,612
6,6,661,645,661,645,672,625
7,7,654,657,654,657,661,638
8,8,653,666,653,666,656,649
9,9,656,668,656,668,659,652
10,10,673,663,673,663,679,647
11,11,685,676,685,676,688,663
12,12,687,679,687,679,689,668
13,13,687,681,687,681,687,670
14,14,693,676,693,676,696,663
15,15,699,676,699,676,703,665
16,16,704,677,704,677,708,666
17,17,706,675,706,675,710,663
18,18,713,668,713,668,720,655
19,19,716,655,716,655,727,639
20,20,722,638,722,638,739,618
21,21,726,623,726,623,748,600
22,22,727,627,727,627,748,605
23,23,727,627,727,627,748,605
24,24,734,610,734,610,759,584
25,25,740,591,740,591,770,562
26,26,745,576,745,576,778,543
27,27,750,564,750,564,787,530
28,28,752,565,752,565,788,531
29,29,750,566,750,566,785,532
30,30,751,583,751,583,783,552
31,31,749,587,749,587,780,557
32,32,749,595,749,595,778,567
33,33,749,595,749,595,778,567
34,34,749,611,749,611,775,586
35,35,746,611,746,611,772,585
36,36,740,618,740,618,764,593
37,37,737,616,737,616,761,592
38,38,731,618,731,618,754,594
39,39,727,624,727,624,748,600
40,40,726,624,726,624,747,601
41,41,721,629,721,629,740,607
42,42,722,633,722,633,741,612
43,43,732,640,732,640,749,621
44,44,740,646,740,646,756,629
45,45,739,640,739,640,757,621
46,46,733,642,733,642,750,623
47,47,731,640,731,640,748,620
48,48,728,640,728,640,745,620
49,49,728,642,728,642,745,623
50,50,728,637,728,637,746,617
51,51,729,635,729,635,747,614
52,52,733,643,733,643,749,624
53,53,738,648,738,648,753,630
54,54,743,651,743,651,758,635
55,55,744,643,744,643,761,625
56,56,743,644,743,644,760,626
57,57,739,642,739,642,756,624
58,58,738,643,738,643,755,625
59,59,735,641,735,641,752,622
60,60,733,638,733,638,751,619
61,61,732,637,732,637,751,617
62,62,727,631,727,631,747,609
63,63,728,633,728,633,746,612
64,64,761,553,761,553,799,518
65,65,771,541,771,541,811,504
66,66,786,536,786,536,828,499
67,67,782,553,782,553,822,517
68,68,786,470,786,470,834,423
69,69,780,500,780,500,826,457
70,70,780,542,780,542,821,505
71,71,774,567,774,567,811,534
72,72,771,601,771,601,801,575
73,73,764,625,764,625,788,604
74,74,757,641,757,641,776,623
75,75,747,648,747,648,763,632
76,76,741,654,741,654,755,638
77,77,747,657,747,657,760,642
78,78,742,663,742,663,754,650
79,79,743,669,743,669,752,658
80,80,740,661,740,661,752,647
81,81,735,663,735,663,746,650
82,82,731,649,731,649,746,632
83,83,736,635,736,635,755,615
84,84,741,616,741,616,766,591
85,85,743,617,743,617,768,593
86,86,747,607,747,607,774,581
87,87,753,605,753,605,781,578
88,88,756,601,756,601,785,574
89,89,774,590,774,590,806,562
90,90,782,588,782,588,815,560
91,91,786,588,786,588,820,560
92,92,778,601,778,601,808,574
93,93,772,609,772,609,800,584
94,94,760,621,760,621,784,598
95,95,757,618,757,618,781,595
96,96,756,613,756,613,782,589
97,97,747,610,747,610,773,584
98,98,735,620,735,620,758,596
99,99,739,618,739,618,762,594
100,100,737,615,737,615,761,590
101,101,736,612,736,612,761,586
102,102,735,605,735,605,762,577
103,103,732,598,732,598,760,570
104,104,737,595,737,595,767,566
105,105,741,593,741,593,771,564
106,106,746,600,746,600,775,573
107,107,750,593,750,593,781,564
108,108,759,597,759,597,789,569
109,109,806,471,806,471,854,426
110,110,803,402,803,402,852,351
111,111,792,354,792,354,838,302
112,112,774,356,774,356,821,303
113,113,806,337,806,337,850,284
114,114,804,349,804,349,849,296
115,115,793,432,793,432,842,383
116,116,796,476,796,476,843,431
117,117,797,499,797,499,843,456
118,118,788,528,788,528,830,488
119,119,785,569,785,569,822,537
120,120,787,581,787,581,821,551
121,121,785,585,785,585,819,556
122,122,795,573,795,573,831,542
123,123,806,553,806,553,846,519
124,124,810,532,810,532,853,495
125,125,796,548,796,548,837,513
126,126,782,547,782,547,822,510
127,127,782,544,782,544,823,507
128,128,787,544,787,544,827,507
129,129,780,539,780,539,821,502
130,130,761,560,761,560,799,525
131,131,748,574,748,574,782,541
132,132,739,582,739,582,772,550
133,133,734,589,734,589,765,558
134,134,730,593,730,593,759,563
135,135,725,594,725,594,754,564
136,136,726,590,726,590,756,559
137,137,730,576,730,576,763,543
138,138,738,577,738,577,771,545
139,139,745,579,745,579,778,547
140,140,742,585,742,585,774,555
141,141,742,589,742,589,772,558
142,142,736,593,736,593,766,564
143,143,734,599,734,599,762,571
144,144,733,605,733,605,760,578
145,145,737,608,737,608,763,582
146,146,740,611,740,611,766,585
147,147,742,613,742,613,767,588
148,148,746,604,746,604,774,577
149,149,738,601,738,601,766,573
150,150,739,596,739,596,768,567
151,151,742,592,742,592,772,563
152,152,741,605,741,605,768,578
153,153,742,621,742,621,765,597
154,154,752,630,752,630,773,609
155,155,754,645,754,645,771,628
156,156,758,657,758,657,772,643
157,157,750,664,750,664,762,652
158,158,744,656,744,656,757,642
159,159,736,653,736,653,750,637
160,160,735,659,735,659,747,645
161,161,733,668,733,668,742,656
162,162,731,667,731,667,740,654
163,163,735,662,735,662,746,648
164,164,804,521,804,521,848,481
165,165,776,476,776,476,824,429
166,166,727,418,727,418,776,367
167,167,710,403,710,403,760,351
168,168,744,386,744,386,794,333
169,169,774,407,774,407,823,355
170,170,776,469,776,469,825,422
171,171,779,515,779,515,824,474
172,172,775,550,775,550,814,514
173,173,762,577,762,577,797,545
174,174,761,592,761,592,793,563
175,175,760,605,760,605,787,579
176,176,754,619,754,619,778,596
177,177,751,627,751,627,774,605
178,178,753,636,753,636,773,616
179,179,759,634,759,634,780,614
180,180,765,627,765,627,788,606
181,181,765,621,765,621,790,599
182,182,767,612,767,612,794,588
183,183,767,610,767,610,795,585
184,184,776,601,776,601,806,575
185,185,778,596,778,596,809,569
186,186,772,597,772,597,803,569
187,187,765,596,765,596,795,568
188,188,763,597,763,597,793,570
189,189,760,602,760,602,789,575
190,190,752,608,752,608,779,582
191,191,747,604,747,604,775,578
192,192,753,587,753,587,785,556
193,193,747,599,747,599,776,572
194,194,751,610,751,610,778,584
195,195,749,610,749,610,775,584
196,196,751,614,751,614,776,590
197,197,757,616,757,616,783,592
198,198,760,613,760,613,786,588
199,199,763,618,763,618,788,594
200,200,768,613,768,613,795,589
201,201,769,612,769,612,796,588
202,202,766,607,766,607,794,582
203,203,764,605,764,605,792,579
204,204,762,599,762,599,791,572
205,205,766,590,766,590,798,562
206,206,765,596,765,596,796,568
207,207,766,600,766,600,795,573
208,208,767,599,767,599,796,572
209,209,764,600,764,600,793,573
210,210,762,609,762,609,789,583
211,211,762,611,762,611,788,586
212,212,753,615,753,615,778,591
213,213,747,622,747,622,771,600
214,214,752,615,752,615,777,590
215,215,797,461,797,461,846,413
216,216,762,466,762,466,810,418
217,217,741,465,741,465,789,417
218,218,708,502,708,502,753,457
219,219,722,489,722,489,767,443
220,220,752,518,752,518,796,477
221,221,764,567,764,567,800,533
222,222,720,536,720,536,760,495
223,223,740,553,740,553,778,517
224,224,757,565,757,565,793,531
225,225,757,575,757,575,791,543
226,226,765,580,765,580,798,549
227,227,769,564,769,564,806,531
228,228,762,578,762,578,796,546
229,229,744,587,744,587,776,557
230,230,731,593,731,593,760,563
231,231,710,613,710,613,733,587
232,232,700,622,700,622,720,597
233,233,689,643,689,643,702,622
234,234,674,657,674,657,682,640
235,235,675,660,675,660,682,643
236,236,676,669,676,669,680,655
237,237,682,670,682,670,686,655
