,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,656,655,656,655,663,636
1,1,674,668,674,668,678,653
2,2,705,664,705,664,713,649
3,3,724,665,724,665,733,652
4,4,747,663,747,663,759,650
5,5,769,651,769,651,785,637
6,6,786,632,786,632,809,613
7,7,807,619,807,619,834,598
8,8,812,624,812,624,839,604
9,9,817,633,817,633,842,617
10,10,817,634,817,634,842,618
11,11,819,632,819,632,844,615
12,12,824,627,824,627,851,609
13,13,827,614,827,614,857,593
14,14,826,615,826,615,856,594
15,15,830,617,830,617,859,597
16,16,833,620,833,620,862,602
17,17,830,617,830,617,859,597
18,18,828,617,828,617,857,597
19,19,822,622,822,622,850,604
20,20,821,625,821,625,847,607
21,21,817,627,817,627,843,609
22,22,818,629,818,629,844,611
23,23,818,634,818,634,843,617
24,24,817,641,817,641,839,627
25,25,820,646,820,646,841,633
26,26,821,652,821,652,841,640
27,27,830,652,830,652,850,641
28,28,828,651,828,651,848,640
29,29,826,648,826,648,847,636
30,30,819,653,819,653,839,642
31,31,815,655,815,655,834,644
32,32,810,656,810,656,828,645
33,33,806,658,806,658,823,647
34,34,803,661,803,661,819,651
35,35,812,660,812,660,830,650
36,36,819,661,819,661,836,652
37,37,821,660,821,660,839,651
38,38,821,657,821,657,839,647
39,39,820,656,820,656,838,645
40,40,818,656,818,656,836,646
41,41,817,656,817,656,835,645
42,42,817,652,817,652,836,640
43,43,816,648,816,648,837,636
44,44,813,648,813,648,834,635
45,45,815,648,815,648,836,635
46,46,817,653,817,653,836,642
47,47,820,657,820,657,838,647
48,48,816,660,816,660,833,651
49,49,820,666,820,666,836,658
50,50,824,671,824,671,839,665
51,51,827,676,827,676,841,672
52,52,831,672,831,672,846,666
53,53,833,671,833,671,848,666
54,54,833,673,833,673,848,668
55,55,832,672,832,672,847,667
56,56,834,673,834,673,849,668
57,57,833,675,833,675,847,671
58,58,833,676,833,676,847,672
59,59,832,673,832,673,847,669
60,60,832,666,832,666,849,660
61,61,832,666,832,666,849,660
62,62,830,666,830,666,846,659
63,63,826,665,826,665,843,657
64,64,822,668,822,668,838,661
65,65,819,666,819,666,835,659
66,66,816,665,816,665,832,657
67,67,816,664,816,664,833,655
68,68,814,665,814,665,829,656
69,69,811,660,811,660,828,651
70,70,810,660,810,660,828,650
71,71,811,661,811,661,827,651
72,72,813,658,813,658,831,647
73,73,816,653,816,653,835,641
74,74,817,650,817,650,838,638
75,75,820,648,820,648,841,635
76,76,817,647,817,647,838,635
77,77,813,646,813,646,834,632
78,78,815,647,815,647,836,633
79,79,816,647,816,647,837,634
80,80,818,645,818,645,839,632
81,81,820,646,820,646,841,633
82,82,821,654,821,654,841,643
83,83,820,658,820,658,838,648
84,84,819,663,819,663,836,654
85,85,820,666,820,666,836,658
86,86,817,664,817,664,834,656
87,87,811,662,811,662,828,652
88,88,808,663,808,663,824,654
89,89,815,663,815,663,832,655
90,90,821,665,821,665,837,657
91,91,823,663,823,663,840,655
92,92,818,657,818,657,836,647
93,93,814,655,814,655,832,645
94,94,814,653,814,653,833,641
95,95,817,657,817,657,835,646
96,96,814,658,814,658,832,648
97,97,809,654,809,654,828,643
98,98,809,648,809,648,829,635
99,99,809,645,809,645,830,631
100,100,809,643,809,643,830,629
101,101,810,648,810,648,830,634
102,102,813,650,813,650,833,638
103,103,813,654,813,654,832,642
104,104,809,656,809,656,827,645
105,105,808,660,808,660,825,650
106,106,805,654,805,654,824,642
107,107,805,656,805,656,822,645
108,108,804,653,804,653,823,641
109,109,803,653,803,653,821,640
110,110,801,650,801,650,821,636
111,111,804,647,804,647,824,634
112,112,807,651,807,651,826,639
113,113,805,649,805,649,825,636
114,114,806,656,806,656,823,645
115,115,808,662,808,662,824,653
116,116,806,663,806,663,822,653
117,117,808,659,808,659,825,648
118,118,810,650,810,650,830,637
119,119,813,644,813,644,835,631
120,120,814,639,814,639,837,623
121,121,811,642,811,642,833,628
122,122,808,649,808,649,828,636
123,123,808,658,808,658,826,647
124,124,804,727,804,727,799,737
125,125,802,773,802,773,779,798
126,126,792,791,792,791,760,822
127,127,785,812,785,812,742,850
128,128,778,828,778,828,726,873
129,129,770,833,770,833,714,879
130,130,760,839,760,839,700,887
131,131,752,850,752,850,685,901
132,132,756,855,756,855,687,909
133,133,762,868,762,868,687,928
134,134,764,878,764,878,683,943
135,135,761,882,761,882,678,948
136,136,760,889,760,889,672,959
137,137,757,892,757,892,668,962
138,138,759,896,759,896,668,969
139,139,763,896,763,896,672,968
140,140,768,892,768,892,680,964
141,141,770,888,770,888,685,958
142,142,774,889,774,889,689,959
143,143,772,891,772,891,685,963
144,144,769,890,769,890,683,961
145,145,763,888,763,888,676,958
146,146,761,890,761,890,673,960
147,147,756,883,756,883,671,949
148,148,756,885,756,885,670,952
149,149,761,882,761,882,678,948
150,150,764,877,764,877,684,941
151,151,762,872,762,872,684,934
152,152,763,871,763,871,687,932
153,153,761,873,761,873,683,935
154,154,760,868,760,868,684,927
155,155,758,866,758,866,684,925
156,156,755,869,755,869,678,929
157,157,751,871,751,871,673,932
158,158,753,876,753,876,671,939
159,159,756,885,756,885,670,952
160,160,755,887,755,887,668,955
161,161,764,889,764,889,677,958
162,162,769,895,769,895,679,967
163,163,776,901,776,901,685,977
164,164,786,903,786,903,694,981
165,165,776,903,776,903,683,980
166,166,775,905,775,905,680,983
167,167,772,891,772,891,685,963
168,168,777,883,777,883,696,951
169,169,775,875,775,875,698,939
170,170,767,869,767,869,692,930
171,171,757,869,757,869,680,929
172,172,756,873,756,873,677,935
173,173,765,878,765,878,684,944
174,174,772,882,772,882,690,949
175,175,781,881,781,881,701,949
176,176,781,872,781,872,707,935
177,177,783,865,783,865,712,926
178,178,786,862,786,862,718,922
179,179,793,865,793,865,724,927
180,180,793,864,793,864,724,925
181,181,788,864,788,864,719,925
182,182,780,862,780,862,711,920
183,183,774,866,774,866,702,927
184,184,778,867,778,867,706,928
185,185,779,862,779,862,709,922
186,186,776,857,776,857,708,914
187,187,767,859,767,859,698,916
188,188,767,861,767,861,696,919
189,189,766,865,766,865,693,924
190,190,763,869,763,869,688,930
191,191,764,874,764,874,685,938
192,192,763,874,763,874,684,937
193,193,768,873,768,873,691,936
194,194,765,875,765,875,686,938
195,195,763,878,763,878,682,942
196,196,760,880,760,880,678,945
197,197,759,883,759,883,675,949
198,198,758,882,758,882,674,948
199,199,757,881,757,881,673,946
200,200,758,882,758,882,675,947
201,201,761,882,761,882,678,948
202,202,758,881,758,881,674,947
203,203,751,877,751,877,669,940
204,204,750,875,750,875,669,937
205,205,745,872,745,872,665,932
206,206,743,867,743,867,665,925
207,207,740,863,740,863,664,919
208,208,737,863,737,863,661,919
209,209,740,863,740,863,664,919
210,210,748,868,748,868,671,928
211,211,754,867,754,867,678,927
212,212,755,870,755,870,677,931
213,213,755,867,755,867,679,926
214,214,753,868,753,868,676,928
215,215,749,870,749,870,671,930
216,216,749,872,749,872,669,933
217,217,748,872,748,872,668,932
218,218,748,872,748,872,668,932
219,219,746,868,746,868,668,927
220,220,745,867,745,867,668,925
221,221,746,869,746,869,669,928
222,222,744,874,744,874,663,935
223,223,749,876,749,876,667,938
224,224,753,880,753,880,669,945
225,225,785,867,785,867,713,929
226,226,792,877,792,877,716,944
227,227,792,874,792,874,717,940
228,228,789,869,789,869,716,932
229,229,784,867,784,867,712,929
230,230,783,864,783,864,713,924
231,231,782,864,782,864,712,924
232,232,772,863,772,863,701,922
233,233,771,862,771,862,701,921
234,234,769,868,769,868,694,929
235,235,765,872,765,872,689,934
236,236,765,873,765,873,688,935
237,237,764,874,764,874,685,938
238,238,739,849,739,849,671,898
239,239,643,797,643,797,590,820
240,240,567,754,567,754,525,760
241,241,504,723,504,723,469,717
242,242,451,697,451,697,422,684
243,243,396,666,396,666,375,646
244,244,348,637,348,637,333,613
245,245,309,620,309,620,298,594
246,246,283,615,283,615,271,589
247,247,264,608,264,608,252,583
248,248,246,603,246,603,236,577
249,249,244,601,244,601,233,576
250,250,310,567,310,567,318,535
251,251,375,421,375,421,420,378
252,252,433,351,433,351,485,308
253,253,437,307,437,307,488,266
254,254,405,353,405,353,457,311
255,255,366,410,366,410,413,368
256,256,332,445,332,445,373,405
257,257,304,469,304,469,338,431
258,258,274,491,274,491,302,456
259,259,249,507,249,507,271,474
260,260,234,520,234,520,251,489
261,261,219,526,219,526,234,495
262,262,223,529,223,529,237,498
263,263,229,536,229,536,241,505
264,264,232,539,232,539,243,508
265,265,219,541,219,541,229,511
266,266,212,542,212,542,220,513
267,267,203,540,203,540,212,511
268,268,205,545,205,545,211,517
269,269,209,548,209,548,215,519
270,270,205,550,205,550,210,522
271,271,207,550,207,550,212,521
272,272,209,550,209,550,214,522
273,273,219,549,219,549,225,520
274,274,227,547,227,547,235,517
275,275,229,548,229,548,237,518
276,276,237,548,237,548,245,518
277,277,241,548,241,548,250,517
278,278,249,546,249,546,259,515
279,279,254,543,254,543,265,511
280,280,251,540,251,540,263,509
281,281,250,532,250,532,264,500
282,282,248,526,248,526,265,493
283,283,244,524,244,524,261,492
284,284,250,528,250,528,266,496
285,285,256,531,256,531,272,498
286,286,264,540,264,540,277,508
287,287,272,555,272,555,281,523
288,288,283,566,283,566,290,535
289,289,293,574,293,574,297,543
290,290,297,578,297,578,300,548
291,291,302,584,302,584,304,554
292,292,298,586,298,586,298,556
293,293,293,587,293,587,293,558
294,294,283,587,283,587,281,558
295,295,277,595,277,595,272,567
296,296,280,601,280,601,273,574
297,297,280,605,280,605,272,578
298,298,279,612,279,612,268,586
299,299,277,618,277,618,263,593
300,300,278,620,278,620,264,595
301,301,272,617,272,617,258,592
302,302,275,616,275,616,262,591
303,303,274,615,274,615,261,590
304,304,275,605,275,605,266,578
305,305,269,600,269,600,261,573
306,306,272,595,272,595,267,568
307,307,270,590,270,590,266,561
308,308,266,585,266,585,264,557
309,309,263,580,263,580,262,551
310,310,259,580,259,580,258,551
311,311,256,583,256,583,254,555
312,312,262,585,262,585,260,556
313,313,269,584,269,584,267,555
314,314,272,582,272,582,272,553
315,315,279,580,279,580,279,551
316,316,281,581,281,581,282,551
317,317,283,582,283,582,283,553
318,318,285,586,285,586,284,556
319,319,286,587,286,587,284,558
320,320,279,589,279,589,277,560
321,321,277,589,277,589,275,561
322,322,280,594,280,594,275,566
323,323,279,600,279,600,272,572
324,324,281,604,281,604,273,577
325,325,280,604,280,604,272,577
326,326,278,600,278,600,271,573
327,327,273,597,273,597,267,570
328,328,267,594,267,594,262,567
329,329,264,594,264,594,258,566
330,330,263,591,263,591,258,563
331,331,260,593,260,593,254,566
332,332,250,591,250,591,244,564
333,333,245,595,245,595,237,568
334,334,243,593,243,593,236,566
335,335,246,591,246,591,239,565
336,336,246,590,246,590,240,563
337,337,244,591,244,591,237,564
338,338,247,597,247,597,239,571
339,339,248,609,248,609,234,584
340,340,244,619,244,619,226,596
341,341,248,625,248,625,228,602
342,342,253,628,253,628,232,606
343,343,258,629,258,629,238,607
344,344,262,633,262,633,241,610
345,345,269,639,269,639,245,618
346,346,273,645,273,645,248,624
347,347,276,641,276,641,252,620
348,348,279,638,279,638,257,616
349,349,279,636,279,636,258,613
350,350,277,632,277,632,257,610
351,351,272,629,272,629,253,606
352,352,354,634,354,634,341,610
353,353,556,655,556,655,555,634
354,354,755,707,755,707,753,707
355,355,896,742,896,742,893,765
356,356,996,767,996,767,994,810
357,357,1075,797,1075,797,1069,862
358,358,1147,859,1147,859,1124,963
359,359,1198,901,1198,901,1162,1037
360,360,1240,925,1240,925,1198,1081
361,361,1276,936,1276,936,1233,1106
362,362,1311,944,1311,944,1268,1126
363,363,1335,948,1335,948,1294,1138
364,364,1348,952,1348,952,1306,1146
365,365,1359,951,1359,951,1319,1147
366,366,1370,961,1370,961,1326,1165
367,367,1374,959,1374,959,1332,1164
368,368,1372,965,1372,965,1326,1173
369,369,1368,973,1368,973,1318,1185
370,370,1374,984,1374,984,1320,1205
371,371,1375,991,1375,991,1318,1216
372,372,1376,998,1376,998,1315,1228
373,373,1381,1004,1381,1004,1317,1239
374,374,1392,1009,1392,1009,1328,1251
375,375,1398,1016,1398,1016,1331,1263
376,376,1416,1006,1416,1006,1356,1251
377,377,1424,998,1424,998,1370,1239
378,378,1426,980,1426,980,1380,1209
379,379,1430,966,1430,966,1391,1187
380,380,1426,969,1426,969,1386,1192
381,381,1415,967,1415,967,1374,1186
382,382,1416,973,1416,973,1373,1196
383,383,1414,985,1414,985,1365,1215
384,384,1402,988,1402,988,1350,1217
385,385,1398,982,1398,982,1348,1207
386,386,1400,966,1400,966,1357,1181
387,387,1391,961,1391,961,1350,1171
388,388,1385,955,1385,955,1346,1159
389,389,1376,953,1376,953,1337,1154
390,390,1369,952,1369,952,1330,1151
391,391,1374,957,1374,957,1333,1160
392,392,1374,966,1374,966,1328,1175
393,393,1380,968,1380,968,1335,1180
394,394,1387,972,1387,972,1340,1188
395,395,1393,975,1393,975,1345,1194
396,396,1403,979,1403,979,1356,1203
397,397,1402,982,1402,982,1352,1207
398,398,1403,982,1403,982,1353,1208
399,399,1396,993,1396,993,1340,1225
400,400,1393,1006,1393,1006,1330,1245
401,401,1400,1012,1400,1012,1335,1256
402,402,1412,1006,1412,1006,1351,1250
403,403,1422,1001,1422,1001,1365,1245
404,404,1431,995,1431,995,1378,1236
405,405,1436,993,1436,993,1385,1233
406,406,1433,995,1433,995,1381,1236
407,407,1432,999,1432,999,1377,1243
408,408,1427,1007,1427,1007,1368,1256
409,409,1431,1009,1431,1009,1371,1259
410,410,1440,1010,1440,1010,1381,1263
411,411,1444,1000,1444,1000,1391,1247
412,412,1442,985,1442,985,1396,1221
413,413,1443,972,1443,972,1403,1201
414,414,1442,955,1442,955,1410,1172
415,415,1439,938,1439,938,1414,1144
416,416,1436,926,1436,926,1415,1124
417,417,1430,932,1430,932,1407,1132
418,418,1424,933,1424,933,1399,1133
419,419,1417,942,1417,942,1387,1146
420,420,1408,958,1408,958,1370,1170
421,421,1400,970,1400,970,1356,1187
422,422,1399,978,1399,978,1351,1200
423,423,1395,980,1395,980,1346,1202
424,424,1390,981,1390,981,1339,1202
425,425,1399,967,1399,967,1356,1182
