,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,494,644,494,644,491,620
1,1,592,568,592,568,619,531
2,2,689,521,689,521,730,479
3,3,749,550,749,550,787,513
4,4,781,572,781,572,817,540
5,5,803,595,803,595,835,569
6,6,819,612,819,612,848,591
7,7,820,623,820,623,848,604
8,8,819,621,819,621,847,602
9,9,817,620,817,620,845,600
10,10,819,615,819,615,848,594
11,11,813,631,813,631,838,614
12,12,803,642,803,642,824,627
13,13,793,644,793,644,813,629
14,14,784,643,784,643,804,627
15,15,780,646,780,646,799,630
16,16,776,644,776,644,795,628
17,17,771,643,771,643,790,626
18,18,768,643,768,643,787,626
19,19,768,640,768,640,788,623
20,20,768,646,768,646,786,630
21,21,773,651,773,651,790,636
22,22,773,649,773,649,791,633
23,23,777,653,777,653,794,639
24,24,779,657,779,657,795,645
25,25,781,656,781,656,797,643
26,26,778,653,778,653,795,640
27,27,778,658,778,658,793,645
28,28,781,657,781,657,797,645
29,29,781,659,781,659,796,647
30,30,780,660,780,660,795,648
31,31,784,655,784,655,801,642
32,32,789,657,789,657,805,645
33,33,792,663,792,663,807,653
34,34,794,658,794,658,810,646
35,35,796,654,796,654,814,642
36,36,794,646,794,646,814,632
37,37,792,645,792,645,812,630
38,38,790,647,790,647,809,632
39,39,785,648,785,648,803,633
40,40,784,647,784,647,802,632
41,41,790,642,790,642,810,626
42,42,797,632,797,632,820,614
43,43,797,633,797,633,820,616
44,44,796,638,796,638,818,621
45,45,799,637,799,637,821,620
46,46,798,635,798,635,821,618
47,47,796,635,796,635,819,618
48,48,791,637,791,637,813,620
49,49,793,644,793,644,813,629
50,50,789,651,789,651,807,638
51,51,787,651,787,651,804,637
52,52,784,650,784,650,802,636
53,53,786,654,786,654,803,641
54,54,787,666,787,666,801,656
55,55,787,672,787,672,799,663
56,56,786,671,786,671,798,663
57,57,786,667,786,667,799,658
58,58,787,662,787,662,802,651
59,59,790,654,790,654,808,641
60,60,790,647,790,647,809,632
61,61,790,634,790,634,813,616
62,62,789,626,789,626,813,606
63,63,788,621,788,621,814,600
64,64,786,619,786,619,813,597
65,65,788,621,788,621,813,599
66,66,789,626,789,626,813,606
67,67,783,631,783,631,807,612
68,68,810,484,810,484,858,440
