,subb,trial_latencies,num_of_blinks,blink_durations,avg_latency,avg_blinks_per_trial,avg_blink_duration
20,s114,"{1: array([ 499.,  766., 1666.,  699.,  966.,   nan,   nan]), 2: array([499., 133.,  nan, 199., 432., 798., 199.]), 3: array([ 499.,  965., 1198., 1564., 1698.,   nan,   99.]), 4: array([ 467, 1034,  667,  600,  967,  900,  433]), 5: array([599.,  nan,  nan,  nan, 133., 199., 699.]), 6: array([ 233, 1166,  633, 1532,  233,  433,   66]), 7: array([ 500., 1668.,   nan,  433.,   nan, 1067.,  266.]), 8: array([432, 366, 299, 266, 698, 432, 332]), 9: array([ 566.,   nan, 1599.,  533.,  666.,  766.,   99.]), 10: array([400., 100.,  nan,  nan, 800., 433., 566.])}","{1: 6, 2: 10, 3: 7, 4: 11, 5: 5, 6: 11, 7: 5, 8: 9, 9: 9, 10: 6}","{1: array([599, 666, 433, 533, 466, 266, 399, 366, 199, 166]), 2: array([665, 599, 466, 499, 332, 166, 166, 199, 233, 332,  99,  66, 166]), 3: array([599, 566, 366, 499, 233, 266,  99, 366, 266,  66, 199]), 4: array([600, 467, 500, 400, 467, 300, 233, 266,  66, 333, 166, 100,  66,
       133]), 5: array([732, 333, 599,  66, 133, 299, 333]), 6: array([766, 466, 533, 466, 299, 433, 266, 299, 266, 333,  66, 299, 166,
        66]), 7: array([567, 467, 633, 433, 233, 300, 200]), 8: array([665, 665, 465, 465, 632, 332, 366, 399, 399, 499, 299]), 9: array([633, 633, 399, 499, 466,  66, 333, 233, 299,  66]), 10: array([633, 533, 566, 433, 400, 300, 500,  66])}",634.3620689655172,7.9,361.5047619047619
21,s5,"{1: array([598, 531, 565, 565, 432, 531, 531]), 2: array([400,  66, 500, 500, 600, 533, 500]), 3: array([499, 666, 566, 433, 533, 499, 599]), 4: array([466, 565, 565, 532, 199, 532, 565]), 5: array([498, 564, 498, 631, 531, 564, 498]), 6: array([564, 597, 564, 498, 531, 531, 630]), 7: array([1130,  465,  665,  665,  498,  565,  565]), 8: array([532, 466, 499, 599, 532, 466, 133]), 9: array([465, 498, 498, 498, 532, 565, 532]), 10: array([498,  66, 265, 432, 465, 498, 531])}","{1: 6, 2: 7, 3: 6, 4: 7, 5: 7, 6: 6, 7: 8, 8: 9, 9: 6, 10: 9}","{1: array([764, 631, 365, 598, 598, 332, 299]), 2: array([600, 600, 433, 367, 300, 433, 400, 100]), 3: array([566, 666, 466, 466, 499, 566, 499]), 4: array([532, 499, 432, 499, 532, 299, 233, 233, 332]), 5: array([564, 398, 498, 431, 398, 298, 332, 298]), 6: array([697, 664, 431, 431, 431, 265, 298]), 7: array([565, 465, 432, 399, 332, 266, 332, 232, 299]), 8: array([765, 632, 665, 466, 399, 366, 466,  99, 366, 266, 366]), 9: array([798, 698, 565, 232, 299, 299, 299, 232]), 10: array([764, 365, 432, 299, 398, 365, 365, 132, 265, 365, 199])}",522.3142857142857,7.1,423.78823529411767
22,s113,"{1: array([303, 337, 438, 438, 303, 404, 404]), 2: array([368, 301, 334, 334, 368, 368, 401]), 3: array([369, 369, 369, 369, 369, 369, 436]), 4: array([334, 367, 468, 434, 534, 534, 434]), 5: array([404, 506, 539, 371, 404, 506, 640]), 6: array([237, 338, 372, 338, 406, 406, 440]), 7: array([437, 404, 336, 572, 572, 707, 606]), 8: array([402, 369, 537, 604, 570, 469, 402]), 9: array([367, 467, 467, 635, 635, 267, 434]), 10: array([368, 435, 402, 469, 402, 469, 469])}","{1: 6, 2: 6, 3: 6, 4: 7, 5: 6, 6: 6, 7: 7, 8: 6, 9: 7, 10: 6}","{1: array([809, 438, 438, 438, 371, 337, 371]), 2: array([502, 435, 368, 468, 401, 301, 368, 234]), 3: array([469, 637, 369, 436, 436, 369, 335]), 4: array([601, 501, 468, 434, 401, 367, 334, 300]), 5: array([674, 438, 472, 371, 371, 371, 371]), 6: array([507, 474, 507, 338, 440, 372, 304]), 7: array([606, 437, 505, 370, 370, 336, 370,  67]), 8: array([671, 369, 402, 335, 335, 369, 369]), 9: array([534, 534, 434, 768, 434, 334, 167, 534, 233]), 10: array([737, 368, 569, 301, 335, 368, 335])}",427.14285714285717,6.3,419.62666666666667
23,s98,"{1: array([366., 499., 366., 266., 299., 533.,  nan]), 2: array([367, 334, 300, 367, 300, 133, 434]), 3: array([336, 370, 370, 302, 336, 370, 302]), 4: array([366., 299.,  nan, 299., 299., 366.,  nan]), 5: array([267, 300, 867, 100, 333, 400, 367]), 6: array([400, 434, 300, 300, 367, 367, 534]), 7: array([566, 199, 399, 333, 433, 533, 366]), 8: array([300, 334, 334, 334, 267, 300, 300]), 9: array([405, 371, 202, 303, 405, 337, 337]), 10: array([ 401,  401,  434,  334, 1237,  133,  367])}","{1: 6, 2: 11, 3: 8, 4: 6, 5: 8, 6: 7, 7: 6, 8: 8, 9: 6, 10: 7}","{1: array([766, 766, 799, 499, 333, 199, 266, 266, 133]), 2: array([601, 601, 334, 467, 300, 267, 233, 334, 334, 200, 167, 133]), 3: array([740, 639, 403, 269, 336, 336, 336, 235, 134, 269, 168, 235]), 4: array([833, 766, 533, 666, 366, 266, 299]), 5: array([834, 734, 567, 267, 367, 500, 300, 100, 233, 133]), 6: array([334, 400, 334, 400, 334, 233, 267, 233, 267]), 7: array([733, 433, 666, 333, 399, 366, 233,  66, 333, 199]), 8: array([601, 568, 300, 367, 434, 267, 233, 300, 334,  66]), 9: array([641, 540, 472, 371, 438, 303, 337]), 10: array([735, 702, 501, 434, 234, 300, 234, 300, 100])}",356.3134328358209,7.0,385.69473684210527
24,s104,"{1: array([1098,  432,  465,  499,  465,  432,  532]), 2: array([366, 399, 466, 399, 433, 166, 566]), 3: array([400, 466, 400, 400, 500, 333, 500]), 4: array([400, 366, 600, 133, 500, 300, 400]), 5: array([567, 467, 467, 467, 500, 600, 500]), 6: array([599, 399,  99, 399, 432, 332, 332]), 7: array([367, 367, 367, 367, 400, 400, 434]), 8: array([499, 399, 399, 432, 332, 332, 432]), 9: array([366, 399, 366, 366, 332, 765, 366]), 10: array([299, 366, 399, 366, 399, 366, 399])}","{1: 6, 2: 6, 3: 9, 4: 6, 5: 8, 6: 7, 7: 6, 8: 9, 9: 7, 10: 6}","{1: array([831, 831, 565, 598, 598, 399, 366,  66, 299]), 2: array([766, 499, 566, 566, 433, 533, 399]), 3: array([833, 733, 633, 533, 400, 300, 600, 333, 166, 300]), 4: array([733, 566, 433, 400, 466, 400, 333, 433]), 5: array([534, 400, 567, 400, 267, 600, 333,  66, 100]), 6: array([699, 532, 499, 466, 299, 366, 299, 432, 366, 166]), 7: array([834, 601, 767, 300, 500, 434, 267,  66]), 8: array([665, 699, 699, 566, 466, 632, 466, 299, 299, 199,  66, 233]), 9: array([599, 532, 399, 499, 466, 266, 332, 299]), 10: array([499, 566, 533, 399, 366, 399, 333, 499, 133])}",417.84285714285716,7.0,453.4555555555556
25,s77,"{1: array([803, 301, 267,  33, 234, 234, 267]), 2: array([334, 267, 167, 133, 300, 300, 267]), 3: array([301, 267, 200,  66,  66, 267, 334]), 4: array([267., 167., 167.,  nan, 167.,  33., 267.]), 5: array([267, 234, 234, 100,  33, 100, 301]), 6: array([268.,  nan,  67., 234., 335., 469., 335.]), 7: array([368, 301, 268, 301, 335, 268, 301]), 8: array([401., 368., 301., 234., 234., 200.,  nan]), 9: array([105, 421, 245, 386, 667, 421, 526]), 10: array([200., 234., 100., 267., 234.,  nan, 234.])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 5, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([636, 334, 301, 401, 334, 301, 301, 200, 334]), 2: array([601, 468, 367, 401, 334, 300, 234, 401, 334]), 3: array([702, 468, 502, 468, 334, 334, 401]), 4: array([468, 401, 301, 301, 334, 334, 334, 200]), 5: array([569, 468, 401, 468, 301, 401, 267]), 6: array([703, 469, 435, 402, 536, 234, 402, 335]), 7: array([637, 670, 469, 268, 536, 402, 268]), 8: array([635, 669, 435, 334,  66, 267, 267, 267, 234]), 9: array([702, 526, 456, 351, 245, 351, 491]), 10: array([535, 501, 367, 334, 434, 234, 367, 301])}",254.15151515151516,6.0,398.8987341772152
26,s34,"{1: array([635, 568, 635, 233, 701, 635, 668]), 2: array([ 66, 669, 200, 569, 502, 468,  66]), 3: array([602, 468, 502, 502, 167, 234, 100]), 4: array([601, 501, 535, 535, 535, 535, 568]), 5: array([567, 500, 533, 667, 500, 600, 567]), 6: array([701, 500, 200, 601, 634, 634, 534]), 7: array([100, 334, 233, 668, 567, 701, 601]), 8: array([601, 133, 501, 635, 568, 702, 434]), 9: array([568, 200, 468, 568, 635, 635, 501]), 10: array([602, 569, 569, 502, 401, 535, 502])}","{1: 8, 2: 9, 3: 9, 4: 9, 5: 7, 6: 7, 7: 7, 8: 8, 9: 8, 10: 8}","{1: array([601, 534, 501, 534, 401, 200, 300, 300,  66]), 2: array([669, 435, 636, 435, 401, 602, 602, 267, 167, 234, 368, 167]), 3: array([803, 636, 769, 602, 502, 401, 368, 301, 502, 234, 167, 234]), 4: array([501, 501, 601, 468, 367, 267, 367, 267, 267, 200]), 5: array([667, 567, 433, 400, 300, 433, 367, 367, 200, 266]), 6: array([768, 567, 400, 534, 601, 333, 367, 467, 300, 200]), 7: array([768, 567, 668, 434, 501, 233, 267, 367, 300,  66]), 8: array([735, 501, 668, 300, 568, 468, 234, 234, 267]), 9: array([635, 535, 501, 435, 368, 267, 401,  66, 100]), 10: array([702, 502, 535, 435, 502, 401, 301, 334, 368, 267, 167])}",502.8285714285714,8.0,412.02941176470586
27,s111,"{1: array([236, 270, 202, 270, 337, 168, 337]), 2: array([304, 270, 304,  67, 237, 372, 203]), 3: array([782.,  nan, 272., 272., 680., 340., 374.]), 4: array([ nan, 204., 238., 238., 272., 238., 341.]), 5: array([305,  67, 305, 339, 576, 339, 407]), 6: array([184, 184, 184, 221,  73, 295, 369]), 7: array([155.,  nan, 232., 155., 310., 232., 465.]), 8: array([223,  37, 186, 260,  37, 335, 410]), 9: array([ 321, 1528,  563,  563,   80,  201,  201]), 10: array([ 76, 114, 152, 304, 228, 114, 342])}","{1: 10, 2: 8, 3: 9, 4: 8, 5: 9, 6: 10, 7: 9, 8: 7, 9: 6, 10: 8}","{1: array([540, 506, 371, 506, 405, 371, 371, 236, 472, 168, 101,  67, 236]), 2: array([778, 507, 541, 372, 440, 507, 338, 372, 237, 270]), 3: array([714, 714, 782, 408, 544, 306, 340, 374, 136, 374, 102, 306, 136]), 4: array([716, 614, 716, 272, 375, 545, 204, 238,  68]), 5: array([780, 576, 644, 475, 508, 441, 678, 441, 135,  67, 407, 407, 271]), 6: array([812, 701, 443, 701, 553, 443, 258, 590, 443, 147, 258, 184]), 7: array([930, 620, 581, 504, 465, 349, 232, 387, 465, 271, 271, 116]), 8: array([820, 521, 670, 410, 447, 559, 149, 410, 298, 298]), 9: array([804, 643, 643, 523, 402, 281, 482,  80, 362,  80]), 10: array([608, 494, 456, 418, 494, 266, 304,  76, 304, 456])}",264.4925373134328,8.5,416.25892857142856
28,s78,"{1: array([ 397.,   79.,  198., 1392., 1630.,   nan,  278.]), 2: array([318., 278.,  nan, 318., 358., 318., 318.]), 3: array([ 239,   39,  239,  439,   39, 1238,  479]), 4: array([  39., 1156.,  279.,  358.,  319.,   nan,  358.]), 5: array([ 79, 318, 239, 358, 318, 318, 318]), 6: array([318, 119, 119, 437, 318, 318, 278]), 7: array([517, 238, 358, 199, 677, 318, 318]), 8: array([318., 318.,  nan, 159., 318., 318., 358.]), 9: array([ 557,  239, 1553,  995,  358,  358,  358]), 10: array([397, 238, 318, 318, 278, 397, 358])}","{1: 6, 2: 7, 3: 9, 4: 6, 5: 7, 6: 6, 7: 6, 8: 6, 9: 7, 10: 6}","{1: array([755, 676, 596, 357, 437, 517, 238]), 2: array([796, 557, 636, 437, 557, 358, 278, 358]), 3: array([759, 719, 479, 319, 359, 199, 199, 279, 199,  79, 199]), 4: array([957, 797, 438, 598, 478, 239, 239, 199]), 5: array([877, 318, 598, 279, 279, 478, 318, 279, 239]), 6: array([835, 795, 755, 835, 318, 198, 318, 198]), 7: array([756, 756, 477, 398, 557, 477, 438]), 8: array([915, 836, 437, 557, 557, 398, 199, 477]), 9: array([956, 836, 677, 398, 398, 557, 358, 318]), 10: array([517, 437, 477, 358, 358, 397, 238, 278])}",341.09090909090907,6.4,468.8780487804878
29,s40,"{1: array([407, 305, 237, 305, 271, 339, 475]), 2: array([405, 439, 337, 405, 304, 439, 405]), 3: array([337, 202, 236, 371, 236, 337, 472]), 4: array([474, 338, 338, 474, 575, 406, 406]), 5: array([406, 338, 304, 338, 372, 439, 473]), 6: array([339, 509, 339, 373, 441, 441, 610]), 7: array([339., 305.,  nan, 407., 407., 441., 441.]), 8: array([373, 440, 474, 474, 373, 406, 440]), 9: array([339, 474, 406, 373, 474, 474, 474]), 10: array([371, 371, 405, 101, 405, 506, 472])}","{1: 7, 2: 7, 3: 9, 4: 8, 5: 7, 6: 7, 7: 6, 8: 7, 9: 6, 10: 7}","{1: array([441, 441, 373, 373, 271, 407, 305, 237, 135]), 2: array([675, 709, 540, 304, 439, 371, 101, 337, 202]), 3: array([742, 607, 708, 303, 270, 371, 472, 101, 236, 101]), 4: array([575, 575, 406, 474, 508, 304, 338, 101, 135]), 5: array([541, 439, 372, 473, 236, 372, 270, 439, 135]), 6: array([543, 407, 407, 271, 339, 305, 305,  67]), 7: array([713, 543, 475, 373, 441, 475, 339]), 8: array([712, 542, 576, 440, 271, 305, 305, 305]), 9: array([576, 339, 406, 339, 305, 406, 508,  67]), 10: array([540, 337, 506, 270, 304, 270, 337, 236])}",394.17391304347825,7.0,375.38823529411764
30,s79,"{1: array([ 403,  336,  336,  403,  302,   33, 1009]), 2: array([402, 335, 335, 402, 402, 201, 368]), 3: array([234.,  nan, 335.,  nan, 939., 100., 369.]), 4: array([ nan, 269.,  nan, 303., 235., 336., 336.]), 5: array([369., 403.,  nan, 100.,  33., 336., 100.]), 6: array([404, 269, 303, 774, 437, 943, 404]), 7: array([405, 371, 337, 405, 371, 371, 101]), 8: array([370, 370, 101, 370, 404, 134, 336]), 9: array([404, 371, 134, 202, 371, 303, 404]), 10: array([201., 369., 369., 369., 335.,  nan, 335.])}","{1: 7, 2: 7, 3: 7, 4: 8, 5: 10, 6: 9, 7: 6, 8: 10, 9: 8, 10: 7}","{1: array([807, 370, 572, 403, 403, 336, 437, 201, 269, 168]), 2: array([704, 435, 469, 301, 469, 335, 301, 201, 268, 134, 100]), 3: array([671, 604, 503, 402, 335, 302, 503, 134, 234, 201, 100]), 4: array([741, 741, 842, 303, 606, 303, 303, 235, 101, 235, 202]), 5: array([773, 571, 537, 470, 369, 369, 504, 302, 336, 302,  67, 302]), 6: array([606, 673, 572, 437, 202, 370, 370, 101,  67, 168]), 7: array([777, 506, 337, 202, 405, 270, 168]), 8: array([538, 505, 639, 471, 303, 471, 404, 101, 336, 202, 134, 101]), 9: array([910, 742, 708, 337, 404, 337, 236, 371, 168,  67, 168, 168]), 10: array([571, 537, 436, 403, 470, 403, 201, 302, 201])}",316.765625,8.0,372.83809523809526
31,s55,"{1: array([ 267.,  267.,  334., 1203.,   nan,  267.,  267.]), 2: array([234, 267, 267, 301, 267, 267, 200]), 3: array([301, 201, 804, 134, 368, 402, 335]), 4: array([267., 267.,  nan, 267., 601., 267., 167.]), 5: array([234., 234.,  nan, 268., 301., 134., 167.]), 6: array([100, 300, 233, 300, 233, 233, 233]), 7: array([ nan, 233., 266., 299., 266., 266., 299.]), 8: array([234.,  33., 234.,  nan, 133., 267., 334.]), 9: array([167, 468, 301, 200, 334, 301, 334]), 10: array([ nan, 333., 299., 233., 166., 799.,  nan])}","{1: 7, 2: 6, 3: 7, 4: 7, 5: 6, 6: 7, 7: 8, 8: 7, 9: 8, 10: 9}","{1: array([802, 768, 568, 467, 267, 233, 233, 367]), 2: array([401, 301, 334, 200, 267, 200, 301, 167]), 3: array([402, 368, 201, 201, 234, 167, 167, 167, 134, 234]), 4: array([835, 568, 267, 267, 267, 233, 200, 233, 267, 233]), 5: array([603, 402, 636, 268, 368, 268, 603, 301]), 6: array([734, 767, 701, 333, 233, 367, 300, 133, 233]), 7: array([733, 399, 666, 466, 333, 233, 266, 199, 366, 299]), 8: array([836, 535, 334, 301, 435, 234, 301, 234,  66]), 9: array([769, 468, 334, 334, 401, 267, 200, 133, 267, 267, 100]), 10: array([733, 233, 699, 199, 199, 333, 299, 166, 199, 133, 166])}",266.5238095238095,7.1,346.20212765957444
32,s1,"{1: array([234, 234, 234, 301, 301, 267, 301]), 2: array([234, 234, 267, 234, 301, 267, 301]), 3: array([267, 333,  33, 100, 233, 166, 233]), 4: array([367, 367, 300, 266, 266, 300, 266]), 5: array([234., 234.,  nan, 267., 301., 234., 267.]), 6: array([301, 268, 335, 301, 268, 268, 301]), 7: array([200, 200, 234, 267, 234, 301, 301]), 8: array([401, 334, 267, 267, 267, 267, 267]), 9: array([267, 234, 234, 167, 267, 133, 267]), 10: array([233, 233, 200, 233, 166,  66, 200])}","{1: 6, 2: 6, 3: 6, 4: 7, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([636, 569, 703, 368, 502, 401, 301]), 2: array([635, 602, 501, 501, 401, 434, 267, 133]), 3: array([634, 601, 467, 300, 333, 333, 267]), 4: array([667, 633, 367, 500, 333, 333, 333, 367]), 5: array([635, 502, 435, 401, 334, 334, 301]), 6: array([402, 335, 469, 301, 268, 268, 301, 301]), 7: array([803, 569, 569, 301, 602, 301, 301]), 8: array([635, 401, 401, 468, 434, 301, 267]), 9: array([702, 434, 668, 434, 300, 367, 367]), 10: array([801, 601, 333, 534, 300, 333, 233, 233])}",253.6231884057971,6.0,428.0405405405405
33,s21,"{1: array([301, 133, 234, 301, 401, 334, 468]), 2: array([602, 368, 301, 267, 401, 167, 368]), 3: array([100, 300,  66, 334, 234, 367, 300]), 4: array([434, 133, 133, 133, 334, 334, 300]), 5: array([267, 300, 334, 334, 367, 367, 300]), 6: array([234, 368, 368, 435, 401, 569, 602]), 7: array([367, 200, 100, 334, 334, 367, 434]), 8: array([367, 334, 367, 434, 434, 400, 467]), 9: array([367, 367, 367, 333, 100, 434, 634]), 10: array([ nan, 300., 300., 367., 367., 300., 333.])}","{1: 6, 2: 7, 3: 6, 4: 7, 5: 10, 6: 6, 7: 7, 8: 8, 9: 7, 10: 6}","{1: array([636, 401, 636, 368, 267, 267, 569, 167]), 2: array([702, 435, 435, 435, 200, 301, 200, 401, 334]), 3: array([601, 668, 601, 635, 434, 501, 334]), 4: array([801, 568, 668, 434, 334, 434, 300, 367, 100, 233]), 5: array([668, 468, 635, 367, 234, 267, 167, 200, 200, 234,  66]), 6: array([602, 502, 435, 368, 401, 334, 435, 301]), 7: array([534, 367, 434, 300, 400,  66, 400, 300, 334]), 8: array([601, 300, 467, 300, 300, 300, 300, 233, 267]), 9: array([667, 400, 534, 333, 333, 367, 333, 300]), 10: array([901, 567, 467, 400, 300, 333, 333])}",323.71014492753625,6.8,398.0581395348837
34,s41,"{1: array([499, 499, 599, 466, 566, 466, 532]), 2: array([466, 466, 499, 565, 599, 532, 565]), 3: array([466, 466, 332, 466, 565, 499, 499]), 4: array([632, 632, 499, 466, 499, 499, 466]), 5: array([565, 565, 499, 499, 532, 499, 432]), 6: array([465, 499, 532, 499, 532, 532, 532]), 7: array([499, 533, 499, 533, 166, 533, 466]), 8: array([431, 531, 498, 365, 465, 498, 232]), 9: array([499, 532, 466, 865, 332, 532, 532]), 10: array([466, 533, 500, 533, 633, 533, 600])}","{1: 6, 2: 6, 3: 6, 4: 7, 5: 6, 6: 6, 7: 6, 8: 7, 9: 7, 10: 6}","{1: array([732, 566, 532, 466, 532, 333, 433]), 2: array([832, 798, 565, 599, 233, 565, 499, 466]), 3: array([632, 632, 632, 366, 499, 565, 565,  99]), 4: array([632, 532, 466, 466, 499, 466, 433, 366, 133]), 5: array([565, 598, 565, 465, 532, 565, 432, 266]), 6: array([665, 598, 499, 565, 232, 465, 565, 166]), 7: array([699, 633, 533, 732, 433, 466, 433, 299]), 8: array([830, 564, 431, 431, 531, 398, 332, 166]), 9: array([865, 565, 699, 399, 432, 499, 432, 133, 233, 266]), 10: array([633, 633, 500, 533, 533, 500, 500])}",509.4142857142857,6.3,493.9382716049383
35,s68,"{1: array([266, 299, 299, 399, 366, 399, 366]), 2: array([433, 333, 366, 299, 333, 299, 333]), 3: array([365, 365, 365, 464, 365, 464, 298]), 4: array([266.,  nan, 266., 366., 333., 399., 366.]), 5: array([500, 400, 433, 333, 400, 333, 300]), 6: array([433, 366, 333, 333, 366, 233, 433]), 7: array([332, 332, 366, 399, 266, 366, 366]), 8: array([ 33, 397, 397, 331,  99, 298,  66]), 9: array([498, 332, 299, 232, 199, 299, 299]), 10: array([533, 400, 367, 500, 500, 367, 400])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 7, 8: 6, 9: 8, 10: 7}","{1: array([832, 532, 565, 366, 366, 266, 399]), 2: array([599, 466, 366, 466, 299, 299, 333]), 3: array([663, 564, 531, 431, 531, 464, 331]), 4: array([666, 499, 766, 466, 399, 299, 466, 233]), 5: array([466, 466, 433, 366, 300, 266, 300, 366]), 6: array([633, 366, 433, 299, 333, 266, 299, 133,  66, 233]), 7: array([665, 466, 532, 399, 366, 299, 499, 299]), 8: array([662, 728, 496, 563, 430, 364, 231,  99]), 9: array([864, 565, 432, 299, 166, 365, 398, 299, 132,  66]), 10: array([633, 633, 600, 500, 333, 500, 533, 300, 233])}",354.5507246376812,6.3,419.4146341463415
36,s90,"{1: array([499, 666, 466, 533, 566, 466, 299]), 2: array([499, 699, 699, 666, 932, 633, 499]), 3: array([432, 466, 466, 432, 599, 632, 532]), 4: array([698, 732, 499, 465, 798, 499, 465]), 5: array([266, 733, 333, 500, 633, 533, 633]), 6: array([ 533,  666,  433, 1000,  500,  533,  466]), 7: array([ nan, 233., 766., 466.,  33.,  66., 766.]), 8: array([565, 432, 399, 366, 466, 499, 166]), 9: array([266, 300, 333, 467, 233, 266, 133]), 10: array([233, 466, 500, 500, 433, 500, 433])}","{1: 9, 2: 10, 3: 7, 4: 9, 5: 10, 6: 9, 7: 11, 8: 8, 9: 10, 10: 10}","{1: array([633, 566, 366, 599, 233, 299, 299, 366, 299,  66, 133, 199]), 2: array([599, 499, 433, 566, 366, 433, 299, 366, 433,  99, 166, 233, 199,
       133]), 3: array([599, 399, 499, 332, 332, 399, 399, 332,  99]), 4: array([599, 632, 332, 499, 366, 299, 133, 166, 366, 332]), 5: array([666, 533, 700, 166, 433, 600, 466, 166, 100, 233, 133,  66]), 6: array([800, 566, 333, 233, 533, 266, 166,  66, 266, 266]), 7: array([799, 666, 566, 333, 599, 199, 433, 233,  99,  99,  99, 133]), 8: array([565, 432, 399, 366, 366, 266, 399, 233, 299, 332, 199]), 9: array([734, 667, 467, 500, 433, 367, 200, 166, 233, 233, 300, 133, 200]), 10: array([833, 833, 333, 500, 400, 300, 300, 233, 400, 166, 100, 200, 200])}",490.0869565217391,9.3,348.0344827586207
37,s30,"{1: array([567, 667, 534, 233, 100, 567, 500]), 2: array([600, 533, 533, 533, 200, 433, 567]), 3: array([633, 733, 733, 700, 700, 800, 666]), 4: array([534, 701, 701, 267, 701, 400, 333]), 5: array([598, 665, 332, 532, 698, 698, 732]), 6: array([567, 734, 433, 634,  66, 700, 467]), 7: array([467, 701, 501, 534, 467, 367, 367]), 8: array([800, 733, 700, 733, 566, 733, 700]), 9: array([566, 700, 366, 700, 666, 700, 300]), 10: array([166, 133, 933, 666, 499, 599, 333])}","{1: 8, 2: 8, 3: 6, 4: 7, 5: 6, 6: 8, 7: 8, 8: 7, 9: 6, 10: 8}","{1: array([701, 600, 567, 400, 367, 500, 333, 367, 166]), 2: array([767, 467, 500, 367, 467, 433, 100, 266, 300, 367]), 3: array([600, 600, 666, 400, 400, 600, 366,  66]), 4: array([767, 567, 767, 467, 467, 367, 300, 367]), 5: array([831, 665, 332, 399, 532, 366, 332, 299]), 6: array([700, 600, 400, 333, 367, 367, 367, 300, 300, 200, 166]), 7: array([567, 467, 501, 367, 400, 501, 334, 133, 100,  66]), 8: array([600, 466, 667, 366, 333, 233, 333, 266, 333]), 9: array([900, 733, 500, 533, 433, 166, 300, 366]), 10: array([699, 566, 599, 299, 566, 333,  99, 199,  66, 399, 233, 299,  99])}",561.7285714285714,7.2,412.9255319148936
38,s64,"{1: array([535, 535, 568, 568, 870, 568, 836]), 2: array([ 666,  633,  633,  966, 1033, 1066,  933]), 3: array([634, 601, 668, 634, 701, 701, 601]), 4: array([ 634,  734, 1235,  734,  634,  734,  667]), 5: array([533, 933, 366, 600, 666, 700, 633]), 6: array([735, 133, 635, 635, 635, 701, 668]), 7: array([667, 733, 633, 533, 800, 700, 800]), 8: array([667, 700, 667, 634, 734, 634, 634]), 9: array([602, 669, 636, 569, 569, 636, 602]), 10: array([835, 634, 634, 601, 634, 601, 601])}","{1: 8, 2: 9, 3: 8, 4: 7, 5: 10, 6: 7, 7: 7, 8: 7, 9: 9, 10: 8}","{1: array([669, 769, 568, 401, 568, 401, 502, 200, 301,  66,  66]), 2: array([733, 766, 666, 566, 200, 300, 300, 133, 233, 133, 200]), 3: array([701, 735, 835, 434, 601, 735, 568, 200, 233]), 4: array([801, 634, 768, 200, 267, 467, 701,  66,  66]), 5: array([700, 533, 566, 500, 466, 466, 466, 400,  66, 333, 300]), 6: array([701, 467, 534, 467, 467, 367, 434, 401, 200, 133]), 7: array([800, 600, 400, 400, 333, 433, 400, 400, 233, 166]), 8: array([600, 600, 567, 533, 533, 433, 500, 200,  66]), 9: array([535, 468, 502, 401, 435, 468, 435, 334, 267,  66,  66]), 10: array([734, 601, 634, 601, 267, 668, 601,  66, 367])}",669.1857142857143,7.9,433.7
39,s28,"{1: array([ 532,  166,   33, 1298, 1331, 1031,  199]), 2: array([533, 733, 933, 333, 733, 566, 600]), 3: array([766., 333., 733., 266., 266., 399.,  nan]), 4: array([ 233,  433,   33,  233,  833,  199, 1699]), 5: array([ 799.,   33., 1398.,  632.,  133.,   nan,  366.]), 6: array([400, 300, 666, 600, 733, 100, 633]), 7: array([766., 166., 566., 433.,  nan,  99.,  nan]), 8: array([832., 466., 532., 632.,  nan,  33., 233.]), 9: array([ 599,   33,   33,  932,  899,  299, 1398]), 10: array([ 399,  433,  399,   99, 1166, 1099,  699])}","{1: 10, 2: 11, 3: 10, 4: 8, 5: 7, 6: 10, 7: 8, 8: 12, 9: 11, 10: 10}","{1: array([665, 499, 399, 632, 332, 266, 332, 465, 465,  66,  66,  66,  99,
       199]), 2: array([733, 633, 700, 400, 533, 600, 266, 500, 400, 100, 333, 100, 133,
       233]), 3: array([699, 733, 533, 699, 699, 266, 166, 666, 399, 466,  99,  66, 166]), 4: array([633, 533, 499, 399, 433, 533, 133, 399, 333, 266]), 5: array([699, 699, 599, 632, 565, 233, 366, 565, 466, 166,  66,  66]), 6: array([1000,  666,  500,  566,  500,  500,  466,  400,  366,  433,  100,
        333,  100,  300,  300,  333]), 7: array([766, 533, 566, 533, 433, 266, 366, 233, 399, 299, 166, 166]), 8: array([732, 666, 532, 399, 432, 466, 366, 366, 366, 466,  66, 166, 133,
       266, 166, 233]), 9: array([599, 466, 399, 532, 499, 299, 299, 233, 166, 199,  66, 266, 133,
        66]), 10: array([832, 732, 699, 699, 566, 433, 533,  99, 333, 366, 233, 233])}",525.9230769230769,9.7,392.61654135338347
