,subb,trial_latencies,num_of_blinks,blink_durations,avg_latency,avg_blinks_per_trial,avg_blink_duration
38,s110,"{1: array([304, 270, 236, 304, 304, 337, 371]), 2: array([327, 400, 254, 436, 546, 582, 509]), 3: array([270, 101, 236, 337, 337, 303, 337]), 4: array([304, 271, 338, 271, 271, 271, 304]), 5: array([270, 169, 236, 236, 202, 236, 270]), 6: array([406, 304, 304, 304, 372, 338, 304]), 7: array([271., 271., 475., 305., 169.,  nan, 407.]), 8: array([404, 235, 235, 269, 303, 303, 370]), 9: array([338, 203, 203, 271, 271, 338, 305]), 10: array([946, 270, 101, 236, 304, 236, 338])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([270, 270, 236, 236, 236, 236, 236]), 2: array([327, 254, 291, 218, 218, 254, 145, 182]), 3: array([270, 270, 168, 202, 202, 168, 168]), 4: array([304, 271, 237, 237, 169, 237, 169]), 5: array([236, 236, 202, 236, 202, 169, 169]), 6: array([237, 203, 203, 203, 169, 169, 135]), 7: array([271, 237, 203, 203, 203, 101, 169]), 8: array([269, 202, 235, 134, 202, 202, 168, 101]), 9: array([237, 237, 237, 203, 169, 169, 169]), 10: array([270, 236, 236, 202, 236, 202, 169, 135])}",299.71014492753625,6.0,213.6986301369863
39,s20,"{1: array([268, 234, 234, 335, 301, 301, 301]), 2: array([ nan, 333., 367., 467.,  nan, 333., 333.]), 3: array([334, 367, 334, 334, 434, 367, 334]), 4: array([ nan, 333., 333., 300., 333.,  nan, 333.]), 5: array([300., 300., 266., 433., 300., 266.,  nan]), 6: array([300, 233, 334, 300, 300, 334, 334]), 7: array([367, 334, 334, 300, 300, 300, 367]), 8: array([433, 367, 266, 333, 400, 300, 400]), 9: array([ nan, 367., 367., 333., 300., 433., 367.]), 10: array([434, 401, 334, 334, 334, 300, 234])}","{1: 6, 2: 5, 3: 6, 4: 5, 5: 5, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([201, 167, 134, 134, 167, 100,  67]), 2: array([133, 133, 100,  66,  66]), 3: array([233, 167, 133, 133, 133, 133,  66]), 4: array([166, 133, 100, 133,  66]), 5: array([166, 166, 166, 133, 133, 100]), 6: array([200, 167, 133, 167, 167, 133, 133,  66]), 7: array([200, 200, 133,  66, 133, 133, 133]), 8: array([133, 133, 133, 133, 100, 100, 100]), 9: array([200, 200, 166, 133, 133, 166, 133]), 10: array([167, 167, 167, 167,  66, 133, 133, 133])}",330.984375,5.7,136.62686567164178
40,s85,"{1: array([369., 268.,  nan, 369.,  nan, 336., 302.]), 2: array([402, 368, 268, 335, 301, 335, 402]), 3: array([235, 235, 269, 269, 269, 337, 337]), 4: array([405, 236, 338, 371, 371, 338, 439]), 5: array([301, 334, 234, 368, 434, 401, 301]), 6: array([370, 235, 202, 235, 269, 269, 370]), 7: array([271, 305, 271, 305, 271, 271, 305]), 8: array([338, 338, 169, 304, 372, 304, 270]), 9: array([307, 273, 273, 273, 341, 273, 375]), 10: array([268, 268, 235, 268, 302, 235, 302])}","{1: 4, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([605, 235, 134, 201, 201]), 2: array([335, 268, 234, 234, 134, 201, 134, 100, 134]), 3: array([505, 370, 235, 269, 202, 202, 202]), 4: array([202, 202, 202, 169, 202, 169, 169]), 5: array([334, 234, 200, 234, 200, 200, 133,  66]), 6: array([303, 303, 269, 269, 269, 202, 235, 134]), 7: array([271, 271, 237, 237, 237, 203, 237]), 8: array([304, 270, 270, 203, 203, 135, 135]), 9: array([614, 204, 307, 204, 204, 204, 136]), 10: array([369, 235, 268, 235, 235, 235, 134])}",305.6029411764706,6.0,221.55555555555554
41,s8,"{1: array([428, 296, 296, 296, 263, 362, 395]), 2: array([399, 332, 332, 299, 232, 299, 332]), 3: array([230, 230, 296, 362, 296, 296, 329]), 4: array([461, 329, 329, 362, 296, 329, 362]), 5: array([461., 197.,  nan, 329., 395.,  nan, 329.]), 6: array([231, 231, 331, 231, 198, 331, 430]), 7: array([ nan, 296., 263., 329., 296., 296., 329.]), 8: array([ nan, 267., 234., 234., 234., 234., 267.]), 9: array([165, 364, 298, 298, 331, 364, 364]), 10: array([462, 363, 198,  33, 264, 396, 330])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([197, 131, 164,  98, 131, 131,  98,  98]), 2: array([199, 166, 133, 133, 133,  66,  66]), 3: array([164, 164, 164, 131,  98,  98,  98]), 4: array([164, 164, 131,  98, 164, 131,  98,  65]), 5: array([164, 131, 131,  98, 131,  98,  98]), 6: array([198, 198, 165, 132, 165,  99,  99]), 7: array([164, 131, 131,  98,  98,  98]), 8: array([167, 133, 133, 100, 100,  66]), 9: array([165, 132, 132, 132,  99, 132,  66,  99]), 10: array([231, 165, 165, 165, 132,  99,  99])}",308.56060606060606,6.0,129.22535211267606
42,s27,"{1: array([532, 366, 432, 466, 366, 432, 333]), 2: array([466, 433, 433, 300, 233, 300, 100]), 3: array([734, 533, 533, 467, 200, 233, 433]), 4: array([499, 533, 233, 799, 499, 566, 166]), 5: array([565, 532, 432, 499, 366, 499, 499]), 6: array([499, 166, 333,  33, 366, 866, 433]), 7: array([565., 432.,  66.,  nan, 332., 199., 266.]), 8: array([400., 433., 100., 333., 266.,  nan, 433.]), 9: array([767, 500, 400, 133, 400, 433, 500]), 10: array([499, 166,  33, 366,  33, 166, 399])}","{1: 9, 2: 9, 3: 7, 4: 10, 5: 7, 6: 7, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([666, 399, 366, 432, 333, 133, 333, 366,  66,  99,  66]), 2: array([700, 400, 466, 433, 266, 266, 366,  66, 133,  66,  66, 100]), 3: array([700, 600, 667, 233, 400, 300, 634, 233, 133,  66]), 4: array([633, 566, 633, 399, 333, 366, 299, 366,  66, 166,  66]), 5: array([565, 532, 599, 399, 565, 432, 466, 233,  66]), 6: array([599, 566, 499,  99, 533, 366, 366,  66]), 7: array([632, 532, 465, 366, 266, 399, 465, 232]), 8: array([533, 433, 467, 333, 333, 433, 367,  66, 333]), 9: array([400, 367, 400, 200, 233, 367, 333, 200, 166]), 10: array([666, 632, 599, 466, 499, 366, 333, 399])}",380.20588235294116,7.2,362.4736842105263
43,s60,"{1: array([329, 329, 362, 362, 395, 329, 428]), 2: array([365, 332, 133, 432, 332, 365, 465]), 3: array([395, 362, 263, 329, 362, 362, 296]), 4: array([265, 464, 265, 397, 364, 364, 464]), 5: array([396, 297, 330, 297, 330, 330, 330]), 6: array([301, 368, 402, 469, 703, 536, 502]), 7: array([363, 264, 297, 198, 297, 330, 396]), 8: array([533, 333, 200, 333, 333, 466, 366]), 9: array([ 296.,  230., 1550.,   nan,  197.,   65.,  395.]), 10: array([264, 264, 165, 330, 132, 165, 198])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([263, 230, 230, 197, 230, 131, 164]), 2: array([332, 266, 199, 232, 199, 133, 199, 199]), 3: array([296, 230, 197, 197, 197, 164, 164]), 4: array([198, 198, 198, 165, 132, 132, 165]), 5: array([297, 231, 231, 132, 231, 165, 165]), 6: array([234, 268, 234, 167, 234, 234, 234]), 7: array([264, 231, 198, 198, 198, 165, 165]), 8: array([200, 166, 166, 166, 166, 133, 100, 133]), 9: array([329, 329, 263, 164, 263, 197, 164]), 10: array([264, 198, 198, 198, 132, 165, 132])}",337.60869565217394,6.0,198.75
44,s18,"{1: array([267., 234.,  nan,  nan, 334., 368., 301.]), 2: array([337, 269, 202, 235, 269, 404, 337]), 3: array([267, 334, 233, 334, 334, 334, 300]), 4: array([268, 268, 335, 436, 369, 402, 570]), 5: array([301., 301., 234., 268., 335.,  nan, 335.]), 6: array([401, 368, 301, 401, 334, 334, 334]), 7: array([203, 203, 339, 305, 339, 339, 373]), 8: array([301, 301, 267, 301, 267, 301, 267]), 9: array([302, 234, 402, 335, 302, 335, 268]), 10: array([168, 236, 202, 270, 303, 270, 371])}","{1: 4, 2: 6, 3: 6, 4: 6, 5: 5, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([200, 167, 167, 133, 133]), 2: array([202, 202, 168, 168, 134, 168, 101]), 3: array([167, 167, 100, 133,  66, 100,  66]), 4: array([201, 134, 100, 100,  67,  67,  67]), 5: array([201, 167, 134, 134, 100, 100]), 6: array([200, 167, 200, 133, 133, 133, 133]), 7: array([135, 135, 135, 135, 135, 101,  67,  67]), 8: array([267, 200, 200, 200, 167, 133, 133]), 9: array([234, 167, 134, 134, 134, 134, 134]), 10: array([202, 202, 101, 135, 168,  67,  67])}",308.5970149253731,5.8,140.22058823529412
45,s80,"{1: array([329, 329, 263, 296, 329, 329, 296]), 2: array([362., 296., 296.,  nan, 329., 329., 329.]), 3: array([329, 296, 329, 296, 296, 329, 329]), 4: array([362, 296, 296, 296, 296, 329, 296]), 5: array([362, 296, 296, 329, 296, 296, 329]), 6: array([429, 330, 363, 396, 330, 297, 396]), 7: array([329, 428, 296, 329, 263, 362, 329]), 8: array([396, 363, 297, 363, 297, 396, 363]), 9: array([394, 295, 427, 394, 328, 361, 460]), 10: array([296, 329, 296, 329, 329, 362, 362])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([296, 230, 230, 164, 131, 164, 131]), 2: array([230, 230, 197, 164, 131, 197,  98]), 3: array([197, 197, 197, 164, 131, 131, 164]), 4: array([296, 296, 197, 230, 164, 197, 164]), 5: array([329, 263, 230, 230, 197, 131, 197]), 6: array([330, 264, 264, 231, 264, 132, 231]), 7: array([329, 296, 230, 131, 263, 197, 131]), 8: array([231, 231, 198, 198, 198, 132, 132]), 9: array([262, 262, 230, 230, 197, 230, 131, 197]), 10: array([296, 263, 230, 230, 230, 197, 197])}",332.05797101449275,6.0,208.77464788732394
46,s93,"{1: array([368., 267., 234.,  nan, 267.,  nan,  nan]), 2: array([233., 233., 233.,  nan, 233., 300., 266.]), 3: array([368., 234., 267.,  nan,  33., 401., 301.]), 4: array([ 267,  267,  267,  267,  234, 1539,  569]), 5: array([334., 233., 233., 100., 233.,  nan, 233.]), 6: array([267, 233, 233, 300, 200, 267, 300]), 7: array([267., 233., 167., 267., 233., 233.,  nan]), 8: array([234, 100,  33, 234, 234, 300, 334]), 9: array([334., 300., 267.,  nan, 233., 300., 267.]), 10: array([234, 267, 267, 100, 267, 334, 334])}","{1: 6, 2: 6, 3: 5, 4: 7, 5: 6, 6: 6, 7: 6, 8: 6, 9: 5, 10: 7}","{1: array([301, 200, 133, 133, 133, 100, 100,  66]), 2: array([400, 233, 233, 166, 133, 133, 133]), 3: array([133, 133, 100, 133, 100, 100]), 4: array([200, 133, 167, 100, 100,  66, 100,  66]), 5: array([200, 133, 133, 133, 133, 133, 100,  66]), 6: array([233, 200, 167, 167, 133, 133, 100,  66]), 7: array([267, 200, 233, 167, 133, 100, 133]), 8: array([434, 234, 200, 133, 200, 167, 133]), 9: array([167, 133, 133, 100, 133, 100]), 10: array([334, 167, 200, 167, 133, 133, 200,  66])}",262.56451612903226,6.0,150.54794520547946
47,s43,"{1: array([572, 572, 538, 538, 538, 471, 505]), 2: array([473, 439, 304, 507, 507, 540, 507]), 3: array([473., 507., 473., 473.,  nan, 507., 507.]), 4: array([440, 507, 507, 440, 507, 541, 575]), 5: array([639, 538, 505, 505, 505, 471, 505]), 6: array([509, 475, 373,  33, 407, 271, 101]), 7: array([577, 475, 237, 475, 441, 101, 509]), 8: array([644, 542, 407, 474, 508, 101, 474]), 9: array([475., 305., 237., 373.,  nan,  nan, 611.]), 10: array([641, 506, 438, 438, 438, 337, 540])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 7, 7: 6, 8: 6, 9: 4, 10: 7}","{1: array([303, 269, 235, 168, 235, 202, 168]), 2: array([338, 236, 270, 202, 202, 236, 169]), 3: array([270, 236, 236, 202, 169, 135, 169]), 4: array([304, 270, 237, 237, 270, 203, 169]), 5: array([370, 336, 336, 202, 235, 269, 303]), 6: array([509, 305, 407, 203, 169, 305, 169, 203, 135, 135]), 7: array([407, 169, 169, 135, 169, 135, 135]), 8: array([610, 373, 271, 237, 203, 203, 169, 135, 135]), 9: array([339, 271, 339, 237, 169, 169]), 10: array([236, 236, 168, 202, 236, 168, 168, 101])}",465.2238805970149,6.2,226.89333333333335
48,s56,"{1: array([368, 268, 335, 402, 435, 368, 603]), 2: array([401., 401., 401.,  nan,  nan, 468., 401.]), 3: array([536, 435, 469, 536, 502, 435, 469]), 4: array([368, 435, 469, 469, 502, 402, 335]), 5: array([436, 403, 369, 537, 369, 369, 470]), 6: array([535., 468., 435., 468.,  nan, 569., 569.]), 7: array([502, 468, 401, 468, 435, 435, 502]), 8: array([705, 470, 470, 570, 436, 537, 537]), 9: array([402, 369, 402, 369, 436, 402, 436]), 10: array([ nan, 435., 469., 435., 435., 402., 536.])}","{1: 6, 2: 4, 3: 6, 4: 6, 5: 6, 6: 5, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([234, 201, 201, 201, 167, 201, 134]), 2: array([267, 200, 234, 200, 200]), 3: array([201, 201, 134, 134, 167, 134, 134]), 4: array([435, 268, 201, 201, 268, 167, 134]), 5: array([369, 302, 302, 167, 268, 167, 268]), 6: array([133, 133,  66, 133,  66,  66]), 7: array([234, 200, 167, 133, 167, 133, 133]), 8: array([268, 201, 268, 134, 134, 134,  67]), 9: array([235, 201, 134, 201, 134, 134, 134]), 10: array([167, 167, 134, 134, 134, 100])}",447.1969696969697,5.8,181.8939393939394
49,s82,"{1: array([333, 300, 333, 267, 333, 300, 267]), 2: array([337, 337, 304, 304, 270, 304, 337]), 3: array([333, 299, 333, 166, 266, 299, 333]), 4: array([500, 467, 333, 300, 300, 333, 333]), 5: array([367, 266, 367, 166, 300, 133, 300]), 6: array([367., 367., 367., 300., 267., 300.,  nan]), 7: array([334, 300, 300, 401, 300, 334, 434]), 8: array([404, 371, 303, 269, 269, 134, 303]), 9: array([467., 367., 300.,  nan, 333., 233., 300.]), 10: array([501, 367, 300, 401,  33, 300, 367])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 5, 7: 6, 8: 7, 9: 5, 10: 6}","{1: array([367, 300, 333, 267, 267, 200, 233, 267]), 2: array([304, 337, 304, 304, 202, 270, 236]), 3: array([532, 366, 532, 266, 333, 466, 266]), 4: array([500, 434, 367, 333, 267, 300, 233]), 5: array([433, 367, 367, 300, 300, 200, 166]), 6: array([200, 167, 133, 167, 133,  66]), 7: array([300, 233, 200, 200, 200, 167, 133]), 8: array([539, 404, 269, 202, 269, 202, 134, 134, 202]), 9: array([233, 200, 166, 166, 133, 133]), 10: array([367, 267, 267, 234,  66, 133, 200, 200])}",321.72058823529414,5.8,256.44444444444446
50,s31,"{1: array([504, 437, 572, 269, 605, 437, 370]), 2: array([335., 671., 671., 570.,  nan, 335., 335.]), 3: array([504, 840, 336, 403, 739, 672, 436]), 4: array([537, 504, 739, 638, 772, 604, 470]), 5: array([604, 638, 672, 705, 302, 806, 705]), 6: array([437, 437, 504, 538, 336, 572, 605]), 7: array([673, 673, 841, 336, 404, 774, 639]), 8: array([538, 470, 403, 370, 639, 336, 336]), 9: array([705, 705, 705, 302, 403, 537, 436]), 10: array([504, 370, 504, 706, 672, 740, 504])}","{1: 6, 2: 5, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([437, 370, 336, 168, 134, 134, 134, 100, 100]), 2: array([604, 369, 134, 268, 134, 100, 100]), 3: array([436, 403, 268, 100, 134,  67,  67]), 4: array([470, 134, 235, 134,  67, 100, 100]), 5: array([638, 201, 134, 134, 134, 134, 134,  67]), 6: array([504, 336, 134, 134, 134, 134, 100]), 7: array([505, 471, 336, 336, 134, 134, 134]), 8: array([504, 470, 403, 302, 336, 269, 134]), 9: array([571, 403, 470, 134, 134, 335, 100]), 10: array([504, 471, 336, 168, 336, 168, 168])}",538.9855072463768,6.0,243.2054794520548
51,s52,"{1: array([ 434.,   nan,  301.,  702., 1070.,  133.,  301.]), 2: array([369., 302.,  nan,  33.,  nan, 302., 436.]), 3: array([335, 972, 301, 301, 402, 637, 368]), 4: array([402., 268., 302.,  nan, 302.,  nan,  nan]), 5: array([335, 301, 268, 268, 134, 603, 268]), 6: array([301., 234., 234.,  nan, 167., 268., 268.]), 7: array([ 334,  234,   66,  234, 1105,  301,  267]), 8: array([269., 236., 269., 303., 438., 134.,  nan]), 9: array([335., 268., 134., 134., 134.,  nan, 335.]), 10: array([403., 235., 268., 168.,  nan, 268., 134.])}","{1: 7, 2: 5, 3: 6, 4: 5, 5: 8, 6: 6, 7: 6, 8: 6, 9: 6, 10: 7}","{1: array([635, 401, 234, 167, 434, 133, 167, 133, 133]), 2: array([302, 235, 201, 134, 201, 167]), 3: array([335, 335, 201, 301, 201, 134, 134, 167]), 4: array([302, 268, 234, 134, 134, 201]), 5: array([670, 402, 268, 201, 201, 201, 134, 167, 167, 201]), 6: array([469, 469, 435, 402, 134, 368, 402, 402, 435]), 7: array([602, 502, 502, 468,  66, 435, 301, 535]), 8: array([472, 404, 438, 371, 371, 303, 303, 269]), 9: array([637, 570, 536, 436, 301, 469, 469]), 10: array([571, 336, 302, 235, 336, 268, 134, 168])}",288.95,6.1,311.27848101265823
52,s17,"{1: array([374, 374, 340, 340, 306, 340, 340]), 2: array([ nan, 474., 372., 338., 338., 338., 338.]), 3: array([270, 270, 337, 304, 337, 371, 405]), 4: array([376, 376, 307, 136, 273, 307, 342]), 5: array([239, 273, 342, 308, 342, 376, 445]), 6: array([305, 237,  33, 305, 305, 203, 339]), 7: array([ 335.,  268.,  302.,  302., 1510.,   nan,  335.]), 8: array([ nan, 302., 336., 370., 134., 269., 336.]), 9: array([334, 301, 301, 267, 334, 334, 368]), 10: array([270, 270, 338, 338, 304, 372, 338])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 6}","{1: array([204, 204, 170, 136, 170, 170, 136]), 2: array([203, 203, 169, 135, 169, 135]), 3: array([236, 202, 202, 168, 202, 168, 135]), 4: array([239, 239, 239, 205, 171, 205, 205]), 5: array([205, 205, 205, 136, 171, 171, 171]), 6: array([305, 237, 203, 203, 169, 203, 169]), 7: array([234, 201, 234, 201, 167, 167, 167]), 8: array([235, 201, 201, 201, 201, 168]), 9: array([234, 234, 200, 133, 167, 167, 100]), 10: array([203, 203, 203, 169, 203, 135, 169])}",322.8805970149254,6.0,188.66176470588235
53,s92,"{1: array([603, 469, 402, 436, 402, 134, 570]), 2: array([569, 502, 468, 502, 435, 502, 435]), 3: array([201, 502, 569, 603, 670, 536, 636]), 4: array([502, 435, 402, 469, 435, 435, 469]), 5: array([ nan, 603., 502., 569., 536., 536., 502.]), 6: [], 7: [], 8: array([469.,  nan,  nan,  nan,  nan,  nan,  nan]), 9: array([ nan,  nan,  nan,  nan, 100.,  nan,  nan]), 10: array([ nan, 401.,  nan,  nan,  nan,  nan,  nan])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: [], 7: [], 8: 0, 9: 1, 10: 1}","{1: array([201, 167, 134,  67, 134, 134,  67]), 2: array([167, 167, 133, 167, 133,  66, 133]), 3: array([167, 167, 167, 134, 100, 100, 134]), 4: array([201, 167, 167, 167, 134, 134,  67]), 5: array([134, 134, 134, 100, 134, 134]), 6: [], 7: [], 8: array([67]), 9: array([100]), 10: array([133])}",491.3243243243243,4.0,131.86486486486487
54,s4,"{1: array([171, 171, 273, 342, 307, 410, 410]), 2: array([305, 271, 339, 407, 407, 407, 407]), 3: array([403., 302., 302., 335., 335., 369.,  nan]), 4: array([238, 204, 204, 272, 306, 408, 374]), 5: array([304, 338, 338, 473, 439, 473, 473]), 6: array([239, 273, 239, 239, 375, 307, 273]), 7: array([306, 306, 272, 238, 272, 408, 612]), 8: array([381, 416, 312, 312, 485, 416, 416]), 9: array([239, 171, 239, 205, 274, 274, 308]), 10: array([271, 237, 237, 237, 237, 271, 339])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 6, 9: 6, 10: 7}","{1: array([410, 342, 410, 307, 273, 239, 239]), 2: array([339, 339, 271, 237, 271, 237, 203]), 3: array([403, 403, 403, 335, 268, 235, 167]), 4: array([510, 442, 476, 340, 408, 306, 442, 102]), 5: array([406, 338, 304, 270, 135, 304, 236, 101]), 6: array([512, 444, 444, 341, 410, 444, 239]), 7: array([510, 442, 340, 204, 374, 306, 340]), 8: array([416, 312, 381, 312, 277, 312, 277]), 9: array([411, 411, 308, 274, 376, 308, 205]), 10: array([407, 441, 373, 373, 305, 373, 271, 135])}",318.69565217391306,6.0,331.52054794520546
55,s6,"{1: array([ nan, 267., 300.,  nan, 300., 300., 334.]), 2: array([367.,  nan,  nan, 300., 367., 367., 367.]), 3: array([401, 267, 401, 334, 435, 334, 334]), 4: array([302., 235.,  nan,  nan,  nan,  nan,  nan]), 5: array([435., 468.,  nan, 435.,  nan,  nan, 368.]), 6: array([335., 335.,  nan, 301.,  nan, 368.,  nan]), 7: array([335., 368., 301., 335.,  nan,  nan,  nan]), 8: array([ nan,  nan, 738.,  nan, 201., 268., 335.]), 9: array([ nan, 367.,  nan, 367.,  nan, 267., 301.]), 10: array([473., 304., 338., 372., 304., 406.,  nan])}","{1: 5, 2: 4, 3: 6, 4: 1, 5: 3, 6: 3, 7: 3, 8: 4, 9: 4, 10: 5}","{1: array([200, 100, 200,  66, 100]), 2: array([300, 100, 133,  66,  66,  66]), 3: array([100, 100,  66,  66,  66,  66,  66]), 4: array([168, 168, 100]), 5: array([100,  66,  66,  66]), 6: array([301, 301, 134, 134]), 7: array([167, 134,  67,  67]), 8: array([268, 201, 134, 201]), 9: array([133, 133,  66, 100]), 10: array([270, 203, 169, 135, 135, 101])}",343.5777777777778,3.9,130.10638297872342
56,s117,"{1: array([ 666.,   nan,   nan, 1133.,   nan,   nan,   nan]), 2: array([566.,  nan,  nan,  nan,  nan,  nan,  nan]), 3: array([665.,  nan,  nan, 332.,  nan,  nan,  nan]), 4: array([666.,  nan,  nan,  nan,  nan,  nan,  nan]), 5: array([ 632., 1997.,   nan,   nan,   nan,   nan,   nan]), 6: array([ 600., 1167.,   nan,   nan,  967.,   nan, 1301.]), 7: array([533, 599, 766, 566, 899,  33, 966]), 8: array([ 666., 1199.,  632., 1432.,   nan,  932.,  866.]), 9: array([ 799.,   nan,   99.,  899., 1132.,   nan,  333.]), 10: array([ 499, 1199,  499,  366,  499,  766,  933])}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 6: 3, 7: 8, 8: 6, 9: 4, 10: 7}","{1: array([166, 100, 133]), 2: array([233]), 3: array([199, 166]), 4: array([100]), 5: array([166, 133, 133]), 6: array([433, 200, 166, 200, 166]), 7: array([699, 599, 633, 199, 166, 166,  66, 199, 133, 133]), 8: array([199, 166, 166, 133,  99, 133,  99, 133]), 9: array([233, 166, 199, 166, 133,  66, 133]), 10: array([266, 233, 233, 233, 199, 199, 166, 199])}",762.3243243243244,3.0,175.1875
57,s49,"{1: array([467, 133, 500, 467, 400, 467, 267]), 2: array([500., 500., 433., 166., 200.,  nan, 500.]), 3: array([534, 501, 501, 367, 233, 367, 501]), 4: array([466, 299, 433, 166, 566,  66, 433]), 5: array([433, 533, 366, 533, 166, 266, 533]), 6: array([634, 333, 434, 467, 467, 500, 100]), 7: array([433, 400, 466, 333, 500, 466, 166]), 8: array([467, 467, 166, 467, 467, 133, 500]), 9: array([466, 433, 433, 400, 200, 533, 500]), 10: array([467, 166, 300, 467, 534, 133, 434])}","{1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6, 8: 7, 9: 6, 10: 6}","{1: array([333, 267, 267, 200, 200, 233, 233, 200]), 2: array([267, 233, 200, 166, 233, 133, 100]), 3: array([233, 233, 200, 200, 167, 133, 167]), 4: array([299, 233, 266, 199, 199, 199, 199, 133]), 5: array([299, 233, 199, 133, 166, 199, 133,  99]), 6: array([300, 233, 200, 166, 200, 200, 133, 100]), 7: array([266, 266, 266, 166, 233, 266, 200]), 8: array([266, 233, 266, 233, 233, 133, 200, 166]), 9: array([266, 266, 233, 200, 266, 166, 166]), 10: array([233, 233, 200, 200, 200, 133, 100])}",394.5507246376812,6.0,207.14666666666668
58,s115,"{1: array([500.,  nan, 968., 500.,  nan,  nan,  nan]), 2: array([ 500., 1970.,  701.,   nan,   nan,   nan,  500.]), 3: array([1034.,   nan,   nan,   nan,   nan,   nan, 1702.]), 4: array([400.,  nan,  nan, 767.,  nan,  nan,  nan]), 5: array([ 465.,   nan, 1065.,   nan,   nan,   nan, 1830.]), 6: array([ 533.,   nan, 1400.,   nan, 1200.,   nan,   nan]), 7: array([ 667.,   nan,   nan,  567., 1135.,   nan, 1635.]), 8: array([433.,  nan,  nan,  nan,  nan,  nan,  nan]), 9: array([  nan,  433.,   33.,   nan, 1468.,   nan,   nan]), 10: array([ 466.,   nan,   nan, 1199.,   nan,   nan, 1599.])}","{1: 3, 2: 3, 3: 1, 4: 1, 5: 3, 6: 2, 7: 3, 8: 0, 9: 5, 10: 2}","{1: array([768, 667, 100, 534, 200]), 2: array([534, 166, 200, 100]), 3: array([600, 133, 166]), 4: array([300, 166, 166]), 5: array([199, 166, 199,  99]), 6: array([200, 133, 133, 133]), 7: array([166, 133, 166, 100]), 8: array([266, 133]), 9: array([467, 233, 166, 200, 133]), 10: array([199, 133,  99])}",918.1071428571429,2.2,222.2972972972973
59,s103,"{1: array([299., 366.,  nan,  nan, 366.,  nan, 333.]), 2: array([630., 664., 365., 431.,  nan, 365., 365.]), 3: array([298, 365, 332, 431, 564, 332, 298]), 4: array([365, 299, 266, 399, 499, 499, 465]), 5: array([565, 532, 332, 299, 532, 299, 365]), 6: array([ 432., 1197.,  798.,   nan,   99.,  598.,  199.]), 7: array([ 365.,   nan,  432.,  531.,  465., 1129.,  398.]), 8: array([ nan,  nan,  nan,  nan,  nan, 265., 531.]), 9: array([332, 597, 564, 863, 332, 597, 464]), 10: array([ nan,  nan, 530., 431.,  nan,  nan, 431.])}","{1: 3, 2: 5, 3: 6, 4: 6, 5: 6, 6: 5, 7: 6, 8: 2, 9: 6, 10: 4}","{1: array([299, 166, 266, 166]), 2: array([664, 597, 531, 166, 498, 166,  99]), 3: array([664, 664, 498, 531, 597, 365, 166,  99]), 4: array([565, 399, 399, 399, 199, 133, 133]), 5: array([532, 598, 465, 465, 332, 432, 432,  99, 432]), 6: array([432, 266, 432, 166, 166,  66, 332, 166]), 7: array([830, 631, 432, 564, 631, 398, 166]), 8: array([598, 232,  66, 166]), 9: array([630, 498, 431, 431, 166, 298,  99, 132]), 10: array([564, 199, 331, 165, 132])}",435.6727272727273,5.0,358.089552238806
