frame,res,X,Y
1,"[[ 0.72083392]
 [ 0.4642948 ]
 [-0.51461519]]",-5893.0,3360.0
2,"[[ 0.71740037]
 [ 0.49304652]
 [-0.49218071]]",-5422.0,3289.0
3,"[[ 0.71962823]
 [ 0.49966122]
 [-0.48215544]]",-5105.0,3266.0
4,"[[ 0.72124288]
 [ 0.49119897]
 [-0.48839767]]",-4860.0,3221.0
5,"[[ 0.71072773]
 [ 0.50022754]
 [-0.49460944]]",-4642.0,3191.0
6,"[[ 0.71144856]
 [ 0.49005802]
 [-0.50367061]]",-4462.0,3135.0
7,"[[ 0.71578046]
 [ 0.493553  ]
 [-0.49402812]]",-4360.0,3117.0
8,"[[ 0.71943146]
 [ 0.46824263]
 [-0.51299827]]",-4252.0,3031.0
9,"[[ 0.71955033]
 [ 0.47389014]
 [-0.50761743]]",-4189.0,2989.0
10,"[[ 0.71294339]
 [ 0.46862102]
 [-0.52163786]]",-4101.0,2928.0
11,"[[ 0.71581344]
 [ 0.44132046]
 [-0.54115374]]",-3992.0,2807.0
12,"[[ 0.71244997]
 [ 0.46652237]
 [-0.52418691]]",-3935.0,2779.0
13,"[[ 0.72486851]
 [ 0.42458724]
 [-0.54248625]]",-3884.0,2670.0
14,"[[ 0.72736984]
 [ 0.42365124]
 [-0.53986363]]",-3861.0,2595.0
15,"[[ 0.72328474]
 [ 0.4350934 ]
 [-0.53623961]]",-3848.0,2565.0
16,"[[ 0.72369398]
 [ 0.43631657]
 [-0.53469139]]",-3846.0,2549.0
17,"[[ 0.72265047]
 [ 0.43295707]
 [-0.53881767]]",-3834.0,2527.0
18,"[[ 0.71944718]
 [ 0.42802483]
 [-0.54698309]]",-3802.0,2491.0
19,"[[ 0.71929267]
 [ 0.43206442]
 [-0.54400219]]",-3786.0,2476.0
20,"[[ 0.72257202]
 [ 0.42736221]
 [-0.54337025]]",-3780.0,2458.0
21,"[[ 0.72589057]
 [ 0.43031338]
 [-0.53657551]]",-3795.0,2458.0
22,"[[ 0.72105018]
 [ 0.44283723]
 [-0.53289945]]",-3804.0,2482.0
23,"[[ 0.72122343]
 [ 0.44154647]
 [-0.5337354 ]]",-3803.0,2494.0
24,"[[ 0.72760103]
 [ 0.44988569]
 [-0.51787992]]",-3847.0,2538.0
25,"[[ 0.72259294]
 [ 0.4846371 ]
 [-0.49293643]]",-3936.0,2673.0
26,"[[ 0.72025602]
 [ 0.49026684]
 [-0.49078477]]",-4007.0,2788.0
27,"[[ 0.71874064]
 [ 0.48591473]
 [-0.49729142]]",-4045.0,2857.0
28,"[[ 0.73145406]
 [ 0.48816315]
 [-0.47610052]]",-4155.0,2951.0
29,"[[ 0.73580495]
 [ 0.47410072]
 [-0.48354894]]",-4222.0,2979.0
30,"[[ 0.73953722]
 [ 0.46595243]
 [-0.48577057]]",-4265.0,2977.0
31,"[[ 0.73656577]
 [ 0.46489706]
 [-0.4912653 ]]",-4280.0,2966.0
32,"[[ 0.74616962]
 [ 0.45112448]
 [-0.48960965]]",-4304.0,2931.0
33,"[[ 0.74385025]
 [ 0.45252494]
 [-0.49184143]]",-4316.0,2907.0
34,"[[ 0.74147335]
 [ 0.45493228]
 [-0.49320776]]",-4317.0,2891.0
35,"[[ 0.73359014]
 [ 0.45991386]
 [-0.50032464]]",-4285.0,2877.0
36,"[[ 0.73643007]
 [ 0.46745651]
 [-0.48903493]]",-4297.0,2900.0
37,"[[ 0.74873938]
 [ 0.43168685]
 [-0.50302664]]",-4299.0,2834.0
38,"[[ 0.75054277]
 [ 0.42665994]
 [-0.50462546]]",-4302.0,2776.0
39,"[[ 0.74653883]
 [ 0.42499181]
 [-0.51191966]]",-4279.0,2719.0
40,"[[ 0.74906478]
 [ 0.42151832]
 [-0.51110102]]",-4268.0,2674.0
41,"[[ 0.75347138]
 [ 0.42313396]
 [-0.5032281 ]]",-4286.0,2652.0
42,"[[ 0.75757797]
 [ 0.42906237]
 [-0.49191575]]",-4333.0,2664.0
43,"[[ 0.7596254 ]
 [ 0.42725966]
 [-0.49032483]]",-4373.0,2670.0
44,"[[ 0.74456279]
 [ 0.43819735]
 [-0.5035964 ]]",-4336.0,2673.0
45,"[[ 0.74262569]
 [ 0.4441946 ]
 [-0.5011968 ]]",-4310.0,2688.0
46,"[[ 0.73981167]
 [ 0.40918792]
 [-0.53408233]]",-4204.0,2591.0
47,"[[ 0.73800444]
 [ 0.40237485]
 [-0.54170465]]",-4101.0,2497.0
48,"[[ 0.70616872]
 [ 0.35793389]
 [-0.6109084 ]]",-3843.0,2289.0
49,"[[ 0.69851887]
 [ 0.38260596]
 [-0.60471818]]",-3663.0,2183.0
50,"[[ 0.69997794]
 [ 0.36395996]
 [-0.6144624 ]]",-3516.0,2069.0
51,"[[ 0.71337584]
 [ 0.32101407]
 [-0.62293249]]",-3415.0,1918.0
52,"[[ 0.72088251]
 [ 0.32871398]
 [-0.61014385]]",-3367.0,1825.0
53,"[[ 0.72623477]
 [ 0.33202721]
 [-0.60194767]]",-3351.0,1767.0
54,"[[ 0.72305525]
 [ 0.33807733]
 [-0.60240752]]",-3331.0,1733.0
55,"[[ 0.72570739]
 [ 0.35572035]
 [-0.5889073 ]]",-3350.0,1747.0
56,"[[ 0.70852156]
 [ 0.33411574]
 [-0.62158175]]",-3284.0,1699.0
57,"[[ 0.7107361 ]
 [ 0.34459809]
 [-0.6132751 ]]",-3256.0,1688.0
58,"[[ 0.70774939]
 [ 0.31237653]
 [-0.63364951]]",-3198.0,1618.0
59,"[[ 0.70917953]
 [ 0.31085721]
 [-0.63279711]]",-3159.0,1565.0
60,"[[ 0.69912164]
 [ 0.30145111]
 [-0.6483488 ]]",-3091.0,1502.0
61,"[[ 0.68672226]
 [ 0.30273646]
 [-0.66088061]]",-3008.0,1451.0
62,"[[ 0.68856704]
 [ 0.31111009]
 [-0.65504652]]",-2956.0,1428.0
63,"[[ 0.68225026]
 [ 0.3127187 ]
 [-0.66086428]]",-2895.0,1406.0
64,"[[ 0.68535875]
 [ 0.31282171]
 [-0.65759103]]",-2863.0,1395.0
65,"[[ 0.68619919]
 [ 0.30788982]
 [-0.65904061]]",-2837.0,1378.0
66,"[[ 0.68875689]
 [ 0.31361165]
 [-0.65365256]]",-2829.0,1377.0
67,"[[ 0.68084134]
 [ 0.31549395]
 [-0.66099821]]",-2803.0,1373.0
68,"[[ 0.68023178]
 [ 0.30746568]
 [-0.6653943 ]]",-2779.0,1358.0
69,"[[ 0.68263847]
 [ 0.3118434 ]
 [-0.660877  ]]",-2772.0,1356.0
70,"[[ 0.68442641]
 [ 0.31153094]
 [-0.65917294]]",-2773.0,1355.0
71,"[[ 0.67991176]
 [ 0.30023608]
 [-0.66901293]]",-2758.0,1336.0
72,"[[ 0.68836688]
 [ 0.31125416]
 [-0.65518844]]",-2783.0,1347.0
73,"[[ 0.69043323]
 [ 0.30527588]
 [-0.65582664]]",-2791.0,1343.0
74,"[[ 0.69252039]
 [ 0.33127456]
 [-0.64083747]]",-2817.0,1384.0
75,"[[ 0.69597503]
 [ 0.35616072]
 [-0.62351288]]",-2867.0,1461.0
76,"[[ 0.68871939]
 [ 0.40801085]
 [-0.59932691]]",-2941.0,1619.0
77,"[[ 0.68770781]
 [ 0.43738217]
 [-0.57944353]]",-3032.0,1802.0
78,"[[ 0.70421712]
 [ 0.46646025]
 [-0.53525049]]",-3209.0,2038.0
79,"[[ 0.70616136]
 [ 0.45321763]
 [-0.5439944 ]]",-3315.0,2172.0
80,"[[ 0.71726497]
 [ 0.45855316]
 [-0.52465223]]",-3457.0,2308.0
81,"[[ 0.72221144]
 [ 0.40545444]
 [-0.5603725 ]]",-3492.0,2274.0
82,"[[ 0.73374165]
 [ 0.40518075]
 [-0.54539137]]",-3576.0,2270.0
83,"[[ 0.74183351]
 [ 0.37496242]
 [-0.55595524]]",-3620.0,2203.0
84,"[[ 0.74243702]
 [ 0.38712428]
 [-0.54673765]]",-3669.0,2182.0
85,"[[ 0.72813757]
 [ 0.40067849]
 [-0.55612267]]",-3661.0,2177.0
86,"[[ 0.72477675]
 [ 0.39621378]
 [-0.56366063]]",-3637.0,2159.0
87,"[[ 0.72556648]
 [ 0.37841332]
 [-0.5747666 ]]",-3603.0,2109.0
88,"[[ 0.71895488]
 [ 0.40426204]
 [-0.56539905]]",-3587.0,2122.0
89,"[[ 0.7273197 ]
 [ 0.39178154]
 [-0.56348316]]",-3594.0,2115.0
90,"[[ 0.72720637]
 [ 0.38434651]
 [-0.56872546]]",-3587.0,2092.0
91,"[[ 0.72090726]
 [ 0.43535015]
 [-0.53922442]]",-3635.0,2192.0
92,"[[ 0.7292264 ]
 [ 0.43745225]
 [-0.52617904]]",-3711.0,2286.0
93,"[[ 0.71950587]
 [ 0.46882574]
 [-0.51236094]]",-3783.0,2429.0
94,"[[ 0.72908959]
 [ 0.44581087]
 [-0.51930823]]",-3832.0,2481.0
95,"[[ 0.72847258]
 [ 0.44367169]
 [-0.52199917]]",-3869.0,2517.0
96,"[[ 0.71534188]
 [ 0.45542326]
 [-0.52997702]]",-3859.0,2554.0
97,"[[ 0.72675705]
 [ 0.45772812]
 [-0.51216127]]",-3914.0,2612.0
98,"[[ 0.7246243 ]
 [ 0.45689829]
 [-0.51591044]]",-3941.0,2646.0
99,"[[ 0.71932379]
 [ 0.47623645]
 [-0.5057392 ]]",-3970.0,2718.0
100,"[[ 0.72016335]
 [ 0.47057188]
 [-0.50983022]]",-3984.0,2754.0
101,"[[ 0.72644039]
 [ 0.43816409]
 [-0.52943044]]",-3960.0,2697.0
102,"[[ 0.73044994]
 [ 0.44619244]
 [-0.517064  ]]",-3979.0,2688.0
103,"[[ 0.72829608]
 [ 0.45251056]
 [-0.51460568]]",-3992.0,2693.0
104,"[[ 0.7296724 ]
 [ 0.45047202]
 [-0.51444451]]",-4004.0,2694.0
105,"[[ 0.7367596 ]
 [ 0.41928049]
 [-0.53046128]]",-3996.0,2623.0
106,"[[ 0.7337141 ]
 [ 0.43384435]
 [-0.52291749]]",-4007.0,2609.0
107,"[[ 0.72307216]
 [ 0.44958174]
 [-0.52444533]]",-3996.0,2625.0
108,"[[ 0.72250233]
 [ 0.45269257]
 [-0.52255126]]",-3993.0,2646.0
109,"[[ 0.73481206]
 [ 0.45883046]
 [-0.49952563]]",-4063.0,2704.0
110,"[[ 0.73561954]
 [ 0.45394716]
 [-0.5027881 ]]",-4104.0,2731.0
111,"[[ 0.7391354 ]
 [ 0.43035087]
 [-0.51814765]]",-4103.0,2686.0
112,"[[ 0.73547238]
 [ 0.43364475]
 [-0.52060793]]",-4084.0,2653.0
113,"[[ 0.73680788]
 [ 0.4341093 ]
 [-0.51832738]]",-4074.0,2632.0
114,"[[ 0.7391916 ]
 [ 0.42626757]
 [-0.52143239]]",-4062.0,2597.0
115,"[[ 0.72589054]
 [ 0.4943945 ]
 [-0.47818094]]",-4142.0,2765.0
116,"[[ 0.7138276 ]
 [ 0.52188818]
 [-0.46699346]]",-4215.0,2964.0
117,"[[ 0.72415593]
 [ 0.51656979]
 [-0.45689588]]",-4325.0,3126.0
118,"[[ 0.71846634]
 [ 0.51928824]
 [-0.46275895]]",-4379.0,3239.0
119,"[[ 0.73564241]
 [ 0.49937708]
 [-0.45766011]]",-4460.0,3289.0
120,"[[ 0.75268571]
 [ 0.4691164 ]
 [-0.46194592]]",-4535.0,3256.0
121,"[[ 0.73548373]
 [ 0.52176843]
 [-0.4322284 ]]",-4653.0,3401.0
122,"[[ 0.73941915]
 [ 0.51629386]
 [-0.43208791]]",-4747.0,3497.0
123,"[[ 0.73734766]
 [ 0.51407995]
 [-0.43822395]]",-4785.0,3543.0
124,"[[ 0.74269173]
 [ 0.51342387]
 [-0.42988942]]",-4849.0,3593.0
125,"[[ 0.73967268]
 [ 0.51843927]
 [-0.42907464]]",-4892.0,3641.0
126,"[[ 0.72298901]
 [ 0.53420186]
 [-0.43808134]]",-4859.0,3688.0
127,"[[ 0.72441384]
 [ 0.53506108]
 [-0.43466565]]",-4855.0,3736.0
128,"[[ 0.72717222]
 [ 0.53113616]
 [-0.43487347]]",-4858.0,3763.0
129,"[[ 0.72553263]
 [ 0.53251319]
 [-0.43592672]]",-4850.0,3781.0
130,"[[ 0.73134967]
 [ 0.53227514]
 [-0.42639282]]",-4889.0,3816.0
131,"[[ 0.73853512]
 [ 0.53235617]
 [-0.41371824]]",-4983.0,3880.0
132,"[[ 0.73748715]
 [ 0.53297256]
 [-0.41479268]]",-5052.0,3928.0
133,"[[ 0.73781873]
 [ 0.5365596 ]
 [-0.40954527]]",-5114.0,3980.0
134,"[[ 0.73475248]
 [ 0.54044018]
 [-0.40995512]]",-5146.0,4022.0
135,"[[ 0.73679047]
 [ 0.53827487]
 [-0.40914541]]",-5181.0,4052.0
136,"[[ 0.7301283 ]
 [ 0.53793534]
 [-0.42135286]]",-5146.0,4040.0
137,"[[ 0.72834497]
 [ 0.53854362]
 [-0.42365597]]",-5106.0,4025.0
138,"[[ 0.73115525]
 [ 0.53492988]
 [-0.42339346]]",-5082.0,4006.0
139,"[[ 0.73283822]
 [ 0.53467141]
 [-0.42080237]]",-5078.0,3999.0
140,"[[ 0.73130879]
 [ 0.53720515]
 [-0.42023575]]",-5079.0,4004.0
141,"[[ 0.72683559]
 [ 0.54877882]
 [-0.41297922]]",-5105.0,4058.0
142,"[[ 0.72390425]
 [ 0.54949151]
 [-0.4171591 ]]",-5107.0,4091.0
143,"[[ 0.72425319]
 [ 0.54634795]
 [-0.42066761]]",-5088.0,4092.0
144,"[[ 0.73960613]
 [ 0.53700394]
 [-0.40572102]]",-5166.0,4117.0
145,"[[ 0.72046566]
 [ 0.5537848 ]
 [-0.41743457]]",-5136.0,4137.0
146,"[[ 0.72951166]
 [ 0.54971573]
 [-0.40697095]]",-5173.0,4173.0
147,"[[ 0.71131827]
 [ 0.56120393]
 [-0.42317428]]",-5107.0,4181.0
148,"[[ 0.71544202]
 [ 0.53357264]
 [-0.45104651]]",-4983.0,4065.0
149,"[[ 0.73636549]
 [ 0.48561346]
 [-0.47111085]]",-4868.0,3841.0
150,"[[ 0.73652354]
 [ 0.41375446]
 [-0.53510776]]",-4615.0,3444.0
151,"[[ 0.73874676]
 [ 0.41442018]
 [-0.5315159 ]]",-4437.0,3158.0
152,"[[ 0.73348677]
 [ 0.4427704 ]
 [-0.51570488]]",-4333.0,3018.0
153,"[[ 0.73870486]
 [ 0.44865992]
 [-0.50301034]]",-4296.0,2944.0
