frame,res,X,Y
1,"[[-0.11340456]
 [ 0.23362161]
 [-0.96569164]]",1126.0,412.0
2,"[[-0.12590977]
 [ 0.2378226 ]
 [-0.96311326]]",1111.0,457.0
3,"[[-0.07954937]
 [ 0.20036962]
 [-0.97648549]]",1066.0,461.0
4,"[[ 0.09745847]
 [ 0.21146798]
 [-0.97251383]]",903.0,474.0
5,"[[-0.02661018]
 [ 0.13614703]
 [-0.9903312 ]]",875.0,428.0
6,"[[ 0.00451879]
 [ 0.22468612]
 [-0.97442071]]",831.0,464.0
7,"[[ 0.09584969]
 [ 0.19758886]
 [-0.97558776]]",731.0,471.0
8,"[[ 0.0132803 ]
 [ 0.18156023]
 [-0.98329015]]",719.0,462.0
9,"[[ 0.08682773]
 [ 0.21420732]
 [-0.97292146]]",655.0,482.0
10,"[[ 0.05344063]
 [ 0.29489857]
 [-0.95403298]]",632.0,563.0
11,"[[ 0.01497677]
 [ 0.27288505]
 [-0.96193006]]",645.0,602.0
12,"[[-0.0124185 ]
 [ 0.26311265]
 [-0.96468519]]",675.0,621.0
13,"[[ 0.03211877]
 [ 0.25212174]
 [-0.96716235]]",664.0,625.0
14,"[[ 0.01781762]
 [ 0.26877265]
 [-0.96303883]]",667.0,639.0
15,"[[-0.06405814]
 [ 0.2162868 ]
 [-0.97422614]]",731.0,608.0
16,"[[-0.01753547]
 [ 0.22439305]
 [-0.97434094]]",744.0,591.0
17,"[[-0.00506716]
 [ 0.23140309]
 [-0.97284476]]",744.0,583.0
18,"[[-0.02734572]
 [ 0.20336768]
 [-0.97872049]]",761.0,554.0
19,"[[-0.02947133]
 [ 0.16898566]
 [-0.9851778 ]]",775.0,506.0
20,"[[-0.037256  ]
 [ 0.17396511]
 [-0.98404681]]",790.0,475.0
21,"[[-0.10549566]
 [ 0.13275158]
 [-0.98551899]]",851.0,423.0
22,"[[-0.07749336]
 [ 0.18346305]
 [-0.97996739]]",877.0,423.0
23,"[[-0.02912914]
 [ 0.22636741]
 [-0.97360633]]",860.0,457.0
24,"[[-0.03888026]
 [ 0.22329374]
 [-0.97397548]]",855.0,479.0
25,"[[-0.03672192]
 [ 0.22923822]
 [-0.97267741]]",850.0,502.0
26,"[[-0.05618472]
 [ 0.21514278]
 [-0.97496506]]",861.0,507.0
27,"[[-0.0289219 ]
 [ 0.22669542]
 [-0.97353619]]",848.0,518.0
28,"[[-0.02264442]
 [ 0.23038026]
 [-0.97283717]]",834.0,528.0
29,"[[-0.02863248]
 [ 0.21112484]
 [-0.97703965]]",828.0,522.0
30,"[[-0.03935106]
 [ 0.22339905]
 [-0.97393242]]",831.0,527.0
31,"[[-0.04801684]
 [ 0.21105284]
 [-0.97629457]]",840.0,521.0
32,"[[-0.05075134]
 [ 0.21172939]
 [-0.97600972]]",848.0,518.0
33,"[[-0.0724607 ]
 [ 0.19346734]
 [-0.97842722]]",869.0,500.0
34,"[[-0.07872806]
 [ 0.20671851]
 [-0.97522784]]",889.0,498.0
35,"[[-0.09493034]
 [ 0.21127003]
 [-0.97280687]]",917.0,501.0
36,"[[-0.09432726]
 [ 0.20771477]
 [-0.9736308 ]]",937.0,501.0
37,"[[-0.06659006]
 [ 0.24833823]
 [-0.96638185]]",932.0,532.0
38,"[[-0.08042443]
 [ 0.2417817 ]
 [-0.966992  ]]",939.0,550.0
39,"[[-0.07885517]
 [ 0.24058152]
 [-0.96742048]]",941.0,560.0
40,"[[-0.08254769]
 [ 0.24454189]
 [-0.9661186 ]]",946.0,571.0
41,"[[-0.0884551 ]
 [ 0.23990393]
 [-0.9667584 ]]",955.0,577.0
42,"[[-0.11343792]
 [ 0.22304968]
 [-0.96818422]]",979.0,568.0
43,"[[-0.13652758]
 [ 0.20016321]
 [-0.97020354]]",1014.0,545.0
44,"[[-0.13429886]
 [ 0.18008754]
 [-0.97443948]]",1037.0,513.0
45,"[[-0.0932097 ]
 [ 0.21784184]
 [-0.97152297]]",1023.0,516.0
46,"[[-0.10850787]
 [ 0.19323468]
 [-0.97513404]]",1023.0,500.0
47,"[[-0.10995576]
 [ 0.17190843]
 [-0.97895721]]",1025.0,473.0
48,"[[-0.10950631]
 [ 0.17873752]
 [-0.97778386]]",1025.0,457.0
49,"[[-0.09683995]
 [ 0.19986019]
 [-0.97502714]]",1016.0,463.0
50,"[[-0.08365658]
 [ 0.20417571]
 [-0.9753532 ]]",1001.0,471.0
51,"[[-0.14271199]
 [ 0.19879089]
 [-0.96959552]]",1033.0,473.0
52,"[[-0.13998315]
 [ 0.20174348]
 [-0.96938346]]",1054.0,476.0
53,"[[-0.13250214]
 [ 0.18564368]
 [-0.97364244]]",1064.0,466.0
54,"[[-0.12580039]
 [ 0.18552871]
 [-0.9745529 ]]",1065.0,458.0
55,"[[-0.14487373]
 [ 0.21107774]
 [-0.96667357]]",1081.0,472.0
56,"[[-0.13003785]
 [ 0.21625178]
 [-0.96763905]]",1083.0,486.0
57,"[[-0.14647463]
 [ 0.17842314]
 [-0.97299043]]",1096.0,469.0
58,"[[-0.11928331]
 [ 0.17667788]
 [-0.97701403]]",1085.0,453.0
59,"[[-0.1168529 ]
 [ 0.1714853 ]
 [-0.97823218]]",1075.0,439.0
60,"[[-0.0876876 ]
 [ 0.17306788]
 [-0.98099867]]",1046.0,429.0
61,"[[-0.11423387]
 [ 0.08021263]
 [-0.99021036]]",1043.0,353.0
62,"[[-0.11200804]
 [ 0.09669571]
 [-0.98899148]]",1039.0,310.0
63,"[[-0.14640445]
 [ 0.08354664]
 [-0.98569047]]",1061.0,268.0
64,"[[-0.11794969]
 [ 0.08943688]
 [-0.98898378]]",1056.0,242.0
65,"[[-0.11961843]
 [ 0.11685786]
 [-0.98591869]]",1054.0,242.0
66,"[[-0.13000987]
 [ 0.09678018]
 [-0.98677811]]",1061.0,228.0
67,"[[-0.14062287]
 [ 0.07657991]
 [-0.98709712]]",1072.0,203.0
68,"[[-0.11402479]
 [ 0.13270534]
 [-0.98457485]]",1062.0,225.0
69,"[[-0.11977882]
 [ 0.10849422]
 [-0.98685462]]",1059.0,223.0
70,"[[-0.09674663]
 [ 0.13976218]
 [-0.98544742]]",1041.0,245.0
71,"[[-0.10071696]
 [ 0.10399936]
 [-0.98946462]]",1030.0,236.0
72,"[[-0.10273494]
 [ 0.08264677]
 [-0.99126941]]",1025.0,214.0
73,"[[-0.08581579]
 [ 0.05635579]
 [-0.99471588]]",1008.0,179.0
74,"[[-0.0888665 ]
 [ 0.07279794]
 [-0.99337969]]",997.0,165.0
75,"[[-0.09322945]
 [ 0.06502838]
 [-0.99351879]]",993.0,149.0
76,"[[-0.12352201]
 [ 0.02602485]
 [-0.99200051]]",1010.0,109.0
77,"[[-0.10926635]
 [ 0.02278275]
 [-0.99375138]]",1013.0,79.0
78,"[[-0.12910962]
 [ 0.03656393]
 [-0.990956  ]]",1030.0,66.0
79,"[[-0.08760125]
 [ 0.07615886]
 [-0.99324008]]",1012.0,85.0
80,"[[-0.10876422]
 [ 0.01577848]
 [-0.99394234]]",1014.0,56.0
81,"[[-0.11098835]
 [ 0.08509015]
 [-0.99017234]]",1017.0,84.0
82,"[[-0.12969014]
 [ 0.12042412]
 [-0.98421466]]",1033.0,129.0
83,"[[-0.15548232]
 [ 0.09064206]
 [-0.98367132]]",1064.0,142.0
84,"[[-0.15477397]
 [ 0.09634589]
 [-0.98324081]]",1086.0,156.0
85,"[[-0.11670165]
 [ 0.07195052]
 [-0.99055734]]",1075.0,148.0
86,"[[-0.09548955]
 [ 0.06505835]
 [-0.99330215]]",1051.0,138.0
87,"[[-0.0885466 ]
 [ 0.15938061]
 [-0.98323818]]",1029.0,199.0
88,"[[-0.10671822]
 [ 0.15799608]
 [-0.98165598]]",1027.0,243.0
89,"[[-0.10796144]
 [ 0.13840543]
 [-0.9844736 ]]",1025.0,260.0
90,"[[-0.09672188]
 [ 0.13845728]
 [-0.98563404]]",1016.0,273.0
91,"[[-0.10102095]
 [ 0.19519322]
 [-0.97554824]]",1013.0,324.0
92,"[[-0.11957334]
 [ 0.19707947]
 [-0.97306829]]",1024.0,362.0
93,"[[-0.10947777]
 [ 0.17817091]
 [-0.97789046]]",1024.0,376.0
94,"[[-0.08128588]
 [ 0.18351217]
 [-0.9796509 ]]",1004.0,390.0
95,"[[-0.10952791]
 [ 0.19907836]
 [-0.97384364]]",1010.0,413.0
96,"[[-0.10682624]
 [ 0.16868678]
 [-0.97986373]]",1013.0,408.0
97,"[[-0.13213034]
 [ 0.18021299]
 [-0.9747127 ]]",1033.0,412.0
98,"[[-0.13257285]
 [ 0.17498551]
 [-0.97560469]]",1047.0,410.0
99,"[[-0.11234361]
 [ 0.1998393 ]
 [-0.97336692]]",1044.0,428.0
100,"[[-0.11029905]
 [ 0.17619235]
 [-0.97815662]]",1040.0,423.0
101,"[[-0.07982065]
 [ 0.23637031]
 [-0.96837892]]",1016.0,465.0
102,"[[-0.0456701 ]
 [ 0.24713478]
 [-0.96790425]]",973.0,505.0
103,"[[-0.04412645]
 [ 0.23082793]
 [-0.97199348]]",941.0,520.0
104,"[[-0.03758372]
 [ 0.2163017 ]
 [-0.97560291]]",912.0,519.0
105,"[[-0.0371293 ]
 [ 0.2132764 ]
 [-0.97628612]]",891.0,516.0
106,"[[-0.03269011]
 [ 0.18987333]
 [-0.98126422]]",872.0,496.0
107,"[[-0.05844134]
 [ 0.19172038]
 [-0.97970807]]",876.0,483.0
108,"[[-0.06094419]
 [ 0.23333681]
 [-0.97048428]]",882.0,507.0
109,"[[-0.06792262]
 [ 0.22592823]
 [-0.9717731 ]]",893.0,518.0
110,"[[-0.04418623]
 [ 0.23830475]
 [-0.97018474]]",883.0,536.0
111,"[[-0.06152115]
 [ 0.2379967 ]
 [-0.96931559]]",889.0,549.0
112,"[[-0.06159638]
 [ 0.22765232]
 [-0.97179232]]",894.0,551.0
113,"[[-0.03549361]
 [ 0.2293244 ]
 [-0.97270269]]",878.0,555.0
114,"[[-0.03382651]
 [ 0.24731685]
 [-0.96834402]]",865.0,572.0
115,"[[-0.01443186]
 [ 0.23838313]
 [-0.97106395]]",841.0,577.0
116,"[[-0.03197774]
 [ 0.25611175]
 [-0.96611811]]",836.0,594.0
117,"[[ 0.00895273]
 [ 0.25308181]
 [-0.96740345]]",802.0,604.0
118,"[[-0.01632377]
 [ 0.23884011]
 [-0.97092169]]",796.0,601.0
119,"[[-0.01362764]
 [ 0.25350368]
 [-0.96723842]]",789.0,611.0
120,"[[-0.02246151]
 [ 0.26374016]
 [-0.96433221]]",791.0,627.0
121,"[[-0.03814604]
 [ 0.27986983]
 [-0.95927981]]",804.0,651.0
