frame,res,X,Y
1,"[[-0.14702114]
 [ 0.00364104]
 [-0.98912665]]",1543.0,-488.0
2,"[[-0.17707889]
 [ 0.03240046]
 [-0.98366319]]",1598.0,-442.0
3,"[[-0.12668576]
 [-0.00376987]
 [-0.99193574]]",1561.0,-458.0
4,"[[-0.09639631]
 [-0.02323509]
 [-0.9950718 ]]",1490.0,-497.0
5,"[[-0.10822347]
 [-0.04592994]
 [-0.99306501]]",1455.0,-557.0
6,"[[-0.13840641]
 [-0.03859593]
 [-0.98962317]]",1472.0,-591.0
7,"[[-0.13699122]
 [-0.03660392]
 [-0.98989573]]",1483.0,-614.0
8,"[[-0.14198656]
 [-0.01961664]
 [-0.98967419]]",1498.0,-606.0
9,"[[-0.13601742]
 [-0.02527894]
 [-0.99038388]]",1499.0,-608.0
10,"[[-0.15262462]
 [-0.03471747]
 [-0.98767425]]",1525.0,-623.0
11,"[[-0.15595311]
 [-0.04808273]
 [-0.98659347]]",1550.0,-654.0
12,"[[-0.14529327]
 [-0.04080828]
 [-0.98854669]]",1553.0,-666.0
13,"[[-0.1460764 ]
 [-0.02152192]
 [-0.98903918]]",1557.0,-648.0
14,"[[-0.16012588]
 [-0.01541231]
 [-0.98697627]]",1581.0,-626.0
15,"[[-0.1392678 ]
 [-0.03572997]
 [-0.98960995]]",1568.0,-639.0
16,"[[-0.1227854 ]
 [-0.0167864 ]
 [-0.99229127]]",1533.0,-622.0
17,"[[-0.11908376]
 [-0.03983425]
 [-0.99208482]]",1504.0,-643.0
18,"[[-0.14061286]
 [-0.00198657]
 [-0.99006266]]",1516.0,-605.0
19,"[[-0.14085946]
 [ 0.006452  ]
 [-0.99000858]]",1525.0,-564.0
20,"[[-0.14352561]
 [ 0.02882096]
 [-0.98922685]]",1537.0,-502.0
21,"[[-0.13457946]
 [ 0.01937462]
 [-0.99071338]]",1532.0,-471.0
22,"[[-0.13886477]
 [-0.00413191]
 [-0.99030273]]",1534.0,-482.0
23,"[[-0.13176318]
 [ 0.01895626]
 [-0.99109996]]",1524.0,-456.0
24,"[[-0.1183598 ]
 [ 0.00787935]
 [-0.99293951]]",1496.0,-453.0
25,"[[-0.09680199]
 [ 0.04129008]
 [-0.99444683]]",1445.0,-404.0
26,"[[-0.08380462]
 [ 0.04083395]
 [-0.99564521]]",1389.0,-369.0
27,"[[-0.08999421]
 [ 0.05002862]
 [-0.99468496]]",1357.0,-330.0
28,"[[-0.11879458]
 [ 0.03356448]
 [-0.99235139]]",1375.0,-325.0
29,"[[-0.10549596]
 [ 0.03530101]
 [-0.99379296]]",1369.0,-319.0
30,"[[-0.0922333 ]
 [ 0.0406664 ]
 [-0.99490666]]",1344.0,-307.0
31,"[[-0.07940395]
 [ 0.03921406]
 [-0.99607092]]",1308.0,-300.0
32,"[[-0.07979975]
 [ 0.05123319]
 [-0.99549343]]",1282.0,-278.0
33,"[[-0.11134436]
 [ 0.03615971]
 [-0.99312381]]",1310.0,-283.0
34,"[[-0.08101712]
 [ 0.12423088]
 [-0.9889403 ]]",1288.0,-161.0
35,"[[ 0.04526113]
 [ 0.13700776]
 [-0.9895354 ]]",1090.0,-52.0
36,"[[ 0.04211489]
 [ 0.076921  ]
 [-0.99614733]]",950.0,-60.0
37,"[[-0.02534943]
 [ 0.02532296]
 [-0.99935787]]",944.0,-139.0
38,"[[-0.01275857]
 [-0.01531106]
 [-0.99980138]]",921.0,-254.0
39,"[[-0.07263229]
 [ 0.02121659]
 [-0.99713309]]",987.0,-286.0
40,"[[-0.09992277]
 [ 0.04269109]
 [-0.99407893]]",1075.0,-279.0
41,"[[-0.14062481]
 [ 0.06541537]
 [-0.98789953]]",1199.0,-242.0
42,"[[-0.12255202]
 [ 0.05118791]
 [-0.99114116]]",1264.0,-236.0
43,"[[-0.13915882]
 [ 0.06473178]
 [-0.98815212]]",1334.0,-211.0
44,"[[-0.11077378]
 [ 0.05199134]
 [-0.9924848 ]]",1345.0,-213.0
45,"[[-0.1414204 ]
 [ 0.06745641]
 [-0.98764867]]",1398.0,-192.0
46,"[[-0.17185817]
 [ 0.0404011 ]
 [-0.9842929 ]]",1481.0,-214.0
47,"[[-0.17020981]
 [ 0.04240478]
 [-0.98449503]]",1538.0,-226.0
48,"[[-0.15032128]
 [ 0.032075  ]
 [-0.98811675]]",1551.0,-251.0
49,"[[-0.09220282]
 [-0.07839761]
 [-0.99264921]]",1479.0,-427.0
50,"[[-0.0970735 ]
 [-0.0744478 ]
 [-0.99248892]]",1433.0,-549.0
51,"[[-0.07861731]
 [-0.06118237]
 [-0.99502565]]",1372.0,-618.0
52,"[[-0.08019199]
 [-0.04325588]
 [-0.99584044]]",1329.0,-643.0
53,"[[-0.08687749]
 [-0.04994991]
 [-0.99496598]]",1308.0,-672.0
54,"[[-0.09713362]
 [-0.06367498]
 [-0.99323238]]",1307.0,-710.0
55,"[[-0.09993309]
 [-0.05903159]
 [-0.99324149]]",1310.0,-734.0
56,"[[-0.07820094]
 [-0.03440278]
 [-0.99634385]]",1282.0,-716.0
57,"[[-0.08094112]
 [-0.01880885]
 [-0.9965414 ]]",1265.0,-681.0
58,"[[-0.07318057]
 [-0.00668773]
 [-0.99729628]]",1242.0,-638.0
59,"[[-0.07221328]
 [-0.01133577]
 [-0.99732479]]",1224.0,-614.0
60,"[[-0.07946755]
 [-0.00303304]
 [-0.99683284]]",1222.0,-584.0
61,"[[-0.17640711]
 [-0.02979996]
 [-0.98386609]]",1359.0,-600.0
62,"[[-0.17064394]
 [-0.02644532]
 [-0.98497781]]",1451.0,-607.0
63,"[[-0.17691582]
 [-0.03180775]
 [-0.98371188]]",1529.0,-620.0
64,"[[-0.18825777]
 [-0.03611274]
 [-0.98145549]]",1601.0,-636.0
65,"[[-0.19569469]
 [-0.04471353]
 [-0.97964498]]",1667.0,-661.0
66,"[[-0.18998677]
 [-0.0456172 ]
 [-0.98072631]]",1706.0,-681.0
67,"[[-0.17224918]
 [-0.03242181]
 [-0.9845197 ]]",1706.0,-676.0
68,"[[-0.17442318]
 [-0.03460113]
 [-0.98406266]]",1709.0,-674.0
69,"[[-0.17499013]
 [-0.01525347]
 [-0.98445202]]",1713.0,-647.0
70,"[[-0.18358635]
 [-0.01454929]
 [-0.98289591]]",1728.0,-625.0
