frame,res,X,Y
1,"[[ 0.27172428]
 [ 0.42770328]
 [-0.86211126]]",463.0,684.0
2,"[[ 0.25235848]
 [ 0.41342118]
 [-0.87487035]]",393.0,769.0
3,"[[ 0.23701457]
 [ 0.40410112]
 [-0.88347404]]",358.0,822.0
4,"[[ 0.2391853 ]
 [ 0.39926111]
 [-0.88508811]]",332.0,854.0
5,"[[ 0.23336703]
 [ 0.40120164]
 [-0.88576355]]",318.0,880.0
6,"[[ 0.22253536]
 [ 0.39599394]
 [-0.8908798 ]]",317.0,893.0
7,"[[ 0.23719339]
 [ 0.40912714]
 [-0.88110969]]",305.0,916.0
8,"[[ 0.2348491 ]
 [ 0.3933447 ]
 [-0.88889023]]",298.0,919.0
9,"[[ 0.24033997]
 [ 0.39069317]
 [-0.88859189]]",290.0,918.0
10,"[[ 0.24196242]
 [ 0.40237491]
 [-0.8829205 ]]",281.0,928.0
11,"[[ 0.25297385]
 [ 0.40468259]
 [-0.87876973]]",265.0,940.0
12,"[[ 0.29923411]
 [ 0.4268724 ]
 [-0.85336915]]",214.0,973.0
13,"[[ 0.17854138]
 [ 0.49076613]
 [-0.8528022 ]]",267.0,1052.0
14,"[[ 0.22259183]
 [ 0.51079653]
 [-0.83038532]]",266.0,1138.0
15,"[[ 0.25521926]
 [ 0.51976281]
 [-0.81529734]]",236.0,1216.0
16,"[[ 0.25878635]
 [ 0.46008066]
 [-0.84932645]]",220.0,1209.0
17,"[[ 0.23986953]
 [ 0.50383337]
 [-0.82982802]]",219.0,1247.0
18,"[[ 0.24541637]
 [ 0.50988147]
 [-0.82449481]]",213.0,1281.0
19,"[[ 0.23634188]
 [ 0.50557161]
 [-0.82978302]]",218.0,1298.0
20,"[[ 0.25394995]
 [ 0.49931995]
 [-0.82836527]]",206.0,1306.0
21,"[[ 0.2488993 ]
 [ 0.43624904]
 [-0.86471724]]",210.0,1248.0
22,"[[ 0.23239924]
 [ 0.43010861]
 [-0.87235152]]",226.0,1200.0
23,"[[ 0.20658709]
 [ 0.4267931 ]
 [-0.88043706]]",258.0,1160.0
24,"[[ 0.20981976]
 [ 0.41926937]
 [-0.883283  ]]",281.0,1125.0
25,"[[ 0.24696594]
 [ 0.41997222]
 [-0.87328756]]",268.0,1101.0
26,"[[ 0.2269246 ]
 [ 0.41401145]
 [-0.88153261]]",276.0,1075.0
