frame,res,X,Y
1,"[[ 0.56188193]
 [-0.25470134]
 [-0.78702981]]",-2710.0,1262.0
2,"[[ 0.79182505]
 [ 0.41861939]
 [-0.4447144 ]]",-3502.0,1793.0
3,"[[ 0.72601742]
 [ 0.54306434]
 [-0.42187656]]",-3981.0,2480.0
4,"[[ 0.72054896]
 [ 0.51239581]
 [-0.46718275]]",-4149.0,2794.0
5,"[[ 0.73946174]
 [ 0.43326649]
 [-0.5152441 ]]",-4161.0,2779.0
6,"[[ 0.73508974]
 [ 0.45587853]
 [-0.50181455]]",-4187.0,2824.0
7,"[[ 0.73836778]
 [ 0.46116754]
 [-0.49207471]]",-4234.0,2881.0
8,"[[ 0.74362926]
 [ 0.47305318]
 [-0.47247879]]",-4329.0,2978.0
9,"[[ 0.75677581]
 [ 0.42724797]
 [-0.49472169]]",-4350.0,2918.0
10,"[[ 0.71978856]
 [ 0.50384053]
 [-0.47754493]]",-4351.0,3054.0
11,"[[ 0.75070298]
 [ 0.39648228]
 [-0.52843811]]",-4281.0,2879.0
12,"[[ 0.75382169]
 [ 0.37929086]
 [-0.53655503]]",-4216.0,2713.0
13,"[[ 0.7257972 ]
 [ 0.46012775]
 [-0.51137157]]",-4173.0,2764.0
14,"[[ 0.72237899]
 [ 0.43743672]
 [-0.53555364]]",-4070.0,2722.0
15,"[[ 0.73607612]
 [ 0.40128368]
 [-0.54512691]]",-3996.0,2619.0
16,"[[ 0.72432372]
 [ 0.45308534]
 [-0.51968147]]",-3974.0,2664.0
17,"[[ 0.73334117]
 [ 0.39941291]
 [-0.55016366]]",-3900.0,2564.0
18,"[[ 0.72663971]
 [ 0.39777245]
 [-0.56015339]]",-3819.0,2481.0
19,"[[ 0.73259133]
 [ 0.36870001]
 [-0.57216278]]",-3749.0,2363.0
20,"[[ 0.73995619]
 [ 0.37673684]
 [-0.55725595]]",-3740.0,2306.0
21,"[[ 0.75242567]
 [ 0.38005789]
 [-0.5379699 ]]",-3796.0,2291.0
22,"[[ 0.77306201]
 [ 0.38347067]
 [-0.50529732]]",-3945.0,2322.0
23,"[[ 0.75687594]
 [ 0.39613345]
 [-0.5198241 ]]",-3980.0,2342.0
24,"[[ 0.74668056]
 [ 0.4255191 ]
 [-0.51127453]]",-4019.0,2425.0
25,"[[ 0.74073393]
 [ 0.40979972]
 [-0.53233207]]",-3984.0,2428.0
26,"[[ 0.74668281]
 [ 0.42094612]
 [-0.51504286]]",-4010.0,2471.0
27,"[[ 0.75481021]
 [ 0.4250274 ]
 [-0.49961311]]",-4079.0,2530.0
28,"[[ 0.75274458]
 [ 0.39888635]
 [-0.52370343]]",-4070.0,2496.0
29,"[[ 0.770439  ]
 [ 0.37555002]
 [-0.51515622]]",-4105.0,2437.0
30,"[[ 0.76841803]
 [ 0.37751438]
 [-0.51673651]]",-4118.0,2392.0
31,"[[ 0.76319147]
 [ 0.41105011]
 [-0.49857456]]",-4165.0,2443.0
32,"[[ 0.74062843]
 [ 0.42338137]
 [-0.5217449 ]]",-4104.0,2473.0
33,"[[ 0.72446004]
 [ 0.44543507]
 [-0.52606582]]",-4014.0,2522.0
34,"[[ 0.7355947 ]
 [ 0.39928066]
 [-0.54724345]]",-3917.0,2453.0
35,"[[ 0.74373187]
 [ 0.39192845]
 [-0.54153023]]",-3872.0,2398.0
36,"[[ 0.7294897 ]
 [ 0.42954122]
 [-0.53229609]]",-3838.0,2432.0
37,"[[ 0.71513828]
 [ 0.46161167]
 [-0.52487324]]",-3813.0,2526.0
38,"[[ 0.70305268]
 [ 0.46187182]
 [-0.54073223]]",-3744.0,2576.0
39,"[[ 0.69902574]
 [ 0.44478999]
 [-0.55993292]]",-3648.0,2561.0
40,"[[ 0.68825572]
 [ 0.47036545]
 [-0.55232273]]",-3578.0,2602.0
41,"[[ 0.69618788]
 [ 0.45903856]
 [-0.55191126]]",-3538.0,2613.0
42,"[[ 0.68619703]
 [ 0.4436836 ]
 [-0.57643603]]",-3447.0,2566.0
43,"[[ 0.68466372]
 [ 0.47252135]
 [-0.55494069]]",-3423.0,2606.0
44,"[[ 0.68048321]
 [ 0.4648068 ]
 [-0.56647793]]",-3375.0,2607.0
45,"[[ 0.6692066 ]
 [ 0.49352929]
 [-0.55551   ]]",-3347.0,2671.0
46,"[[ 0.66489787]
 [ 0.49190425]
 [-0.56208632]]",-3308.0,2706.0
47,"[[ 0.67166019]
 [ 0.49200961]
 [-0.55389451]]",-3306.0,2743.0
48,"[[ 0.65989039]
 [ 0.49267261]
 [-0.56729038]]",-3266.0,2757.0
49,"[[ 0.64807481]
 [ 0.47732446]
 [-0.59343104]]",-3167.0,2704.0
50,"[[ 0.64338798]
 [ 0.47908803]
 [-0.59709846]]",-3082.0,2665.0
51,"[[ 0.6238549 ]
 [ 0.49525652]
 [-0.6045875 ]]",-2984.0,2655.0
52,"[[ 0.64509361]
 [ 0.4551616 ]
 [-0.61374437]]",-2934.0,2582.0
53,"[[ 0.63392903]
 [ 0.46814645]
 [-0.61560774]]",-2874.0,2543.0
54,"[[ 0.64277482]
 [ 0.4461393 ]
 [-0.62273611]]",-2830.0,2475.0
55,"[[ 0.64801367]
 [ 0.45368515]
 [-0.61175818]]",-2817.0,2446.0
56,"[[ 0.63843567]
 [ 0.43875913]
 [-0.63236882]]",-2757.0,2380.0
57,"[[ 0.64486593]
 [ 0.46574824]
 [-0.60599217]]",-2764.0,2403.0
58,"[[ 0.6666112 ]
 [ 0.47322596]
 [-0.57592248]]",-2862.0,2477.0
59,"[[ 0.6791587 ]
 [ 0.48438766]
 [-0.55146356]]",-3003.0,2588.0
60,"[[ 0.69178284]
 [ 0.48151004]
 [-0.53813063]]",-3155.0,2686.0
61,"[[ 0.70605734]
 [ 0.48200314]
 [-0.51880247]]",-3334.0,2792.0
62,"[[ 0.69239473]
 [ 0.48203243]
 [-0.53687454]]",-3395.0,2840.0
63,"[[ 0.69139854]
 [ 0.45398605]
 [-0.56201844]]",-3383.0,2792.0
64,"[[ 0.69780846]
 [ 0.46606576]
 [-0.54391733]]",-3431.0,2810.0
65,"[[ 0.6926774 ]
 [ 0.47795148]
 [-0.5401485 ]]",-3479.0,2860.0
66,"[[ 0.69401146]
 [ 0.47996962]
 [-0.53663513]]",-3520.0,2903.0
