,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,574,607,574,607,583,584
1,1,619,596,619,596,633,571
2,2,655,590,655,590,672,564
3,3,682,585,682,585,701,559
4,4,698,578,698,578,719,551
5,5,710,576,710,576,731,548
6,6,729,580,729,580,751,555
7,7,743,583,743,583,766,559
8,8,755,585,755,585,779,562
9,9,768,584,768,584,793,561
10,10,767,589,767,589,792,568
11,11,766,592,766,592,790,572
12,12,755,593,755,593,779,573
13,13,755,599,755,599,779,581
14,14,764,604,764,604,789,588
15,15,773,601,773,601,798,584
16,16,778,603,778,603,804,587
17,17,783,605,783,605,810,590
18,18,789,608,789,608,816,595
19,19,791,611,791,611,818,599
20,20,793,615,793,615,821,605
21,21,798,620,798,620,826,612
22,22,797,622,797,622,825,614
23,23,795,628,795,628,823,622
24,24,795,632,795,632,823,627
25,25,793,632,793,632,821,628
26,26,796,635,796,635,824,632
27,27,800,641,800,641,828,640
28,28,827,650,827,650,858,655
29,29,865,662,865,662,899,674
30,30,898,675,898,675,934,694
31,31,924,682,924,682,962,706
32,32,947,695,947,695,987,727
33,33,967,711,967,711,1009,753
34,34,989,728,989,728,1034,780
35,35,1008,737,1008,737,1054,795
36,36,1028,743,1028,743,1076,806
37,37,1054,755,1054,755,1104,828
38,38,1080,760,1080,760,1132,838
39,39,1095,768,1095,768,1149,851
40,40,1101,774,1101,774,1155,862
41,41,1099,776,1099,776,1154,864
42,42,1055,758,1055,758,1106,833
43,43,980,746,980,746,1027,808
44,44,911,731,911,731,952,780
45,45,854,723,854,723,891,764
46,46,811,712,811,712,844,745
47,47,777,705,777,705,807,732
48,48,738,703,738,703,765,726
49,49,705,702,705,702,728,723
50,50,672,700,672,700,693,718
51,51,650,701,650,701,668,718
52,52,635,699,635,699,652,715
53,53,629,693,629,693,644,706
54,54,622,688,622,688,637,698
55,55,618,685,618,685,632,693
56,56,612,685,612,685,626,694
57,57,607,685,607,685,621,692
58,58,602,681,602,681,615,687
59,59,591,679,591,679,603,684
60,60,585,682,585,682,595,687
61,61,580,686,580,686,590,693
62,62,575,686,575,686,585,692
63,63,572,687,572,687,581,695
64,64,568,688,568,688,576,696
65,65,569,688,569,688,578,695
66,66,571,690,571,690,580,698
67,67,572,688,572,688,581,696
68,68,574,684,574,684,583,689
69,69,576,684,576,684,586,690
70,70,573,683,573,683,582,688
71,71,576,683,576,683,586,688
72,72,580,682,580,682,590,688
73,73,575,673,575,673,584,674
74,74,575,672,575,672,584,673
75,75,576,667,576,667,586,665
76,76,581,666,581,666,591,665
77,77,583,668,583,668,593,668
78,78,583,673,583,673,593,675
79,79,579,672,579,672,589,673
80,80,584,675,584,675,595,678
81,81,602,672,602,672,615,674
82,82,622,666,622,666,637,667
83,83,640,666,640,666,656,667
84,84,660,662,660,662,679,663
85,85,674,657,674,657,694,657
86,86,688,653,688,653,709,652
87,87,700,648,700,648,721,645
88,88,708,637,708,637,730,630
