frame,res,X,Y
1,"[[-0.13409246]
 [ 0.14354384]
 [-0.9805174 ]]",141.0,687.0
2,"[[-0.10363956]
 [ 0.14578828]
 [-0.98387226]]",433.0,863.0
3,"[[-0.09109477]
 [ 0.13907762]
 [-0.98608273]]",627.0,979.0
4,"[[-0.08222078]
 [ 0.14344124]
 [-0.98623747]]",754.0,1070.0
5,"[[-0.09789472]
 [ 0.16524873]
 [-0.98138142]]",871.0,1172.0
6,"[[-0.09277237]
 [ 0.1585784 ]
 [-0.98297822]]",948.0,1234.0
7,"[[-0.09148449]
 [ 0.14724897]
 [-0.98485955]]",1003.0,1262.0
8,"[[-0.1033951 ]
 [ 0.14506556]
 [-0.9840048 ]]",1061.0,1279.0
9,"[[-0.10723389]
 [ 0.14797638]
 [-0.98316015]]",1110.0,1296.0
10,"[[-0.14069994]
 [ 0.14401437]
 [-0.97952202]]",1198.0,1305.0
11,"[[-0.13929478]
 [ 0.17211075]
 [-0.9751794 ]]",1262.0,1357.0
12,"[[-0.13727672]
 [ 0.18159587]
 [-0.97374434]]",1308.0,1413.0
13,"[[-0.14473687]
 [ 0.11405699]
 [-0.98287448]]",1350.0,1344.0
14,"[[-0.14894782]
 [ 0.13204429]
 [-0.97998921]]",1386.0,1321.0
15,"[[-0.14828994]
 [ 0.13083031]
 [-0.98025177]]",1411.0,1301.0
16,"[[-0.14473102]
 [ 0.14481923]
 [-0.97881578]]",1423.0,1310.0
17,"[[-0.14107812]
 [ 0.15157693]
 [-0.97832581]]",1426.0,1326.0
18,"[[-0.13672185]
 [ 0.14452591]
 [-0.9800099 ]]",1420.0,1325.0
19,"[[-0.13960361]
 [ 0.14257419]
 [-0.9798895 ]]",1421.0,1321.0
20,"[[-0.14935384]
 [ 0.1359388 ]
 [-0.97939475]]",1437.0,1308.0
21,"[[-0.16187312]
 [ 0.14980781]
 [-0.97537414]]",1469.0,1321.0
22,"[[-0.13592797]
 [ 0.15104732]
 [-0.9791365 ]]",1451.0,1332.0
23,"[[-0.1246905 ]
 [ 0.15669881]
 [-0.97974372]]",1421.0,1347.0
24,"[[-0.22422888]
 [ 0.15848151]
 [-0.96156384]]",1562.0,1371.0
25,"[[-0.15265575]
 [ 0.22748665]
 [-0.96174115]]",1555.0,1508.0
26,"[[-0.13992902]
 [ 0.2381763 ]
 [-0.96108892]]",1530.0,1628.0
27,"[[-0.13105705]
 [ 0.20458014]
 [-0.97003661]]",1494.0,1656.0
28,"[[-0.06348109]
 [ 0.09051669]
 [-0.99386965]]",1358.0,1491.0
29,"[[-0.11587214]
 [ 0.09331013]
 [-0.98887151]]",1341.0,1372.0
30,"[[-0.15616005]
 [ 0.09235917]
 [-0.9834042 ]]",1391.0,1282.0
31,"[[-0.07883892]
 [ 0.08150995]
 [-0.99354947]]",1307.0,1199.0
32,"[[-0.11687827]
 [ 0.14319434]
 [-0.98276897]]",1306.0,1235.0
33,"[[-0.13973931]
 [ 0.13363375]
 [-0.98112942]]",1341.0,1248.0
34,"[[-0.15790118]
 [ 0.15041283]
 [-0.97593196]]",1395.0,1282.0
35,"[[-0.15637225]
 [ 0.14157742]
 [-0.97749862]]",1431.0,1291.0
36,"[[-0.16592922]
 [ 0.14393112]
 [-0.97557743]]",1472.0,1300.0
37,"[[-0.15544065]
 [ 0.16205086]
 [-0.97446279]]",1486.0,1335.0
38,"[[-0.1578138 ]
 [ 0.16583523]
 [-0.97344413]]",1500.0,1366.0
39,"[[-0.14833936]
 [ 0.15970233]
 [-0.97595625]]",1496.0,1379.0
40,"[[-0.14678108]
 [ 0.14888759]
 [-0.97789969]]",1490.0,1372.0
41,"[[-0.13440053]
 [ 0.14668597]
 [-0.98001006]]",1467.0,1363.0
42,"[[-0.1343901 ]
 [ 0.13922767]
 [-0.98109885]]",1448.0,1343.0
43,"[[-0.13527934]
 [ 0.14083492]
 [-0.98074718]]",1435.0,1330.0
44,"[[-0.13360744]
 [ 0.11745918]
 [-0.98404898]]",1423.0,1284.0
45,"[[-0.15654781]
 [ 0.12456914]
 [-0.9797833 ]]",1450.0,1262.0
46,"[[-0.15103851]
 [ 0.12437373]
 [-0.9806725 ]]",1462.0,1248.0
47,"[[-0.1365787 ]
 [ 0.15229343]
 [-0.97885289]]",1451.0,1283.0
48,"[[-0.14240155]
 [ 0.12871224]
 [-0.98140458]]",1450.0,1270.0
49,"[[-0.14885691]
 [ 0.12690917]
 [-0.98068123]]",1459.0,1258.0
50,"[[-0.15847867]
 [ 0.13667912]
 [-0.9778565 ]]",1480.0,1263.0
51,"[[-0.14521896]
 [ 0.1121476 ]
 [-0.98302308]]",1476.0,1231.0
52,"[[-0.1438948 ]
 [ 0.11954955]
 [-0.98234525]]",1472.0,1220.0
53,"[[-0.14920612]
 [ 0.12560007]
 [-0.9807967 ]]",1478.0,1221.0
54,"[[-0.13164011]
 [ 0.1151841 ]
 [-0.98458291]]",1453.0,1202.0
55,"[[-0.12307405]
 [ 0.12074513]
 [-0.98502456]]",1423.0,1200.0
56,"[[-0.11783873]
 [ 0.10726469]
 [-0.98722253]]",1392.0,1177.0
57,"[[-0.13280768]
 [ 0.10502915]
 [-0.98556126]]",1393.0,1157.0
58,"[[-0.1243478 ]
 [ 0.09633053]
 [-0.98755154]]",1382.0,1131.0
59,"[[-0.12794443]
 [ 0.0988994 ]
 [-0.98683795]]",1378.0,1117.0
60,"[[-0.12815312]
 [ 0.08831007]
 [-0.98781482]]",1377.0,1091.0
61,"[[-0.10436873]
 [ 0.12210196]
 [-0.98701483]]",1337.0,1122.0
62,"[[-0.10393827]
 [ 0.1055557 ]
 [-0.98896655]]",1308.0,1119.0
63,"[[-0.11591859]
 [ 0.12173768]
 [-0.98577016]]",1303.0,1136.0
64,"[[-0.11949344]
 [ 0.09916294]
 [-0.98787045]]",1306.0,1116.0
65,"[[-0.11635415]
 [ 0.0907411 ]
 [-0.98905398]]",1303.0,1087.0
66,"[[-0.12173583]
 [ 0.08673131]
 [-0.98876593]]",1308.0,1058.0
67,"[[-0.14106625]
 [ 0.06773715]
 [-0.98768011]]",1343.0,1009.0
68,"[[-0.13723536]
 [ 0.08684939]
 [-0.98672369]]",1362.0,1001.0
69,"[[-0.12829967]
 [ 0.06394474]
 [-0.9896718 ]]",1361.0,960.0
70,"[[-0.11534215]
 [ 0.06325418]
 [-0.99130979]]",1340.0,928.0
71,"[[-0.11412191]
 [ 0.09210709]
 [-0.98918779]]",1324.0,950.0
72,"[[-0.10046874]
 [ 0.09049429]
 [-0.99081624]]",1292.0,965.0
73,"[[-0.14197992]
 [ 0.12120893]
 [-0.98242053]]",1334.0,1024.0
74,"[[-0.14963681]
 [ 0.13366475]
 [-0.97966451]]",1376.0,1088.0
75,"[[-0.1553367 ]
 [ 0.1363112 ]
 [-0.97841186]]",1417.0,1140.0
76,"[[-0.14601617]
 [ 0.13971331]
 [-0.97936687]]",1432.0,1185.0
77,"[[-0.15152667]
 [ 0.13855984]
 [-0.97869344]]",1452.0,1216.0
78,"[[-0.14876857]
 [ 0.13489104]
 [-0.97962866]]",1462.0,1232.0
79,"[[-0.14708836]
 [ 0.1305801 ]
 [-0.98046614]]",1467.0,1236.0
80,"[[-0.14576948]
 [ 0.13263642]
 [-0.98038709]]",1468.0,1243.0
81,"[[-0.11728237]
 [ 0.11216046]
 [-0.98674458]]",1424.0,1214.0
82,"[[-0.12238512]
 [ 0.11569558]
 [-0.98571619]]",1400.0,1198.0
83,"[[-0.11470265]
 [ 0.11376935]
 [-0.98686364]]",1371.0,1184.0
