,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,554,236,554,236,624,168
1,1,612,245,612,245,684,174
2,2,621,293,621,293,682,226
3,3,650,311,650,311,710,244
4,4,668,312,668,312,728,244
5,5,695,322,695,322,755,254
6,6,677,355,677,355,728,291
7,7,670,371,670,371,718,310
8,8,696,402,696,402,740,344
9,9,720,387,720,387,769,325
10,10,706,367,706,367,758,303
11,11,746,346,746,346,804,278
12,12,753,333,753,333,813,264
13,13,758,326,758,326,819,256
14,14,732,326,732,326,793,256
15,15,698,321,698,321,758,252
16,16,664,342,664,342,717,278
17,17,625,361,625,361,669,304
18,18,643,314,643,314,701,248
19,19,669,273,669,273,738,201
20,20,717,280,717,280,786,207
21,21,730,310,730,310,794,240
22,22,734,380,734,380,785,316
23,23,752,407,752,407,800,346
24,24,728,371,728,371,781,307
25,25,706,343,706,343,763,277
26,26,695,282,695,282,763,211
27,27,691,240,691,240,768,166
28,28,697,229,697,229,776,155
29,29,704,241,704,241,780,168
30,30,732,224,732,224,812,151
31,31,745,257,745,257,818,184
32,32,708,273,708,273,778,201
33,33,682,286,682,286,749,215
34,34,644,327,644,327,699,263
35,35,659,310,659,310,720,242
36,36,677,282,677,282,744,211
37,37,691,265,691,265,762,192
38,38,702,275,702,275,772,203
39,39,660,295,660,295,723,226
40,40,679,287,679,287,745,216
41,41,729,256,729,256,803,183
42,42,691,299,691,299,755,229
43,43,692,319,692,319,752,251
44,44,678,333,678,333,734,267
45,45,656,350,656,350,707,288
46,46,663,351,663,351,715,288
47,47,652,360,652,360,700,300
48,48,649,358,649,358,698,297
49,49,658,362,658,362,706,301
50,50,675,350,675,350,727,287
51,51,711,372,711,372,763,308
52,52,681,385,681,385,727,326
53,53,664,374,664,374,710,315
54,54,578,348,578,348,619,294
55,55,522,326,522,326,560,276
56,56,554,324,554,324,598,269
57,57,605,332,605,332,654,272
58,58,606,345,606,345,652,287
59,59,601,347,601,347,646,290
60,60,611,326,611,326,662,265
61,61,617,312,617,312,673,248
62,62,641,315,641,315,698,250
63,63,630,296,630,296,691,229
64,64,590,318,590,318,640,258
65,65,563,340,563,340,604,286
66,66,562,321,562,321,609,265
67,67,558,306,558,306,608,247
68,68,565,313,565,313,614,255
69,69,565,302,565,302,617,242
70,70,613,289,613,289,674,222
71,71,672,301,672,301,736,232
72,72,724,296,724,296,790,225
73,73,717,312,717,312,780,242
74,74,683,319,683,319,743,250
75,75,668,327,668,327,725,261
76,76,686,339,686,339,742,273
77,77,693,348,693,348,747,283
78,78,714,313,714,313,777,243
79,79,729,308,729,308,793,238
80,80,703,328,703,328,762,260
81,81,673,359,673,359,724,297
82,82,659,375,659,375,705,316
83,83,653,395,653,395,693,340
84,84,675,392,675,392,719,335
85,85,685,397,685,397,729,339
86,86,726,383,726,383,776,320
87,87,737,349,737,349,794,281
88,88,741,334,741,334,801,264
89,89,732,309,732,309,796,238
90,90,777,302,777,302,843,231
91,91,861,294,861,294,923,225
92,92,921,288,921,288,978,224
93,93,945,281,945,281,1000,220
94,94,962,266,962,266,1014,208
95,95,1010,220,1010,220,1054,176
96,96,1036,181,1036,181,1074,150
97,97,1026,188,1026,188,1066,154
98,98,1034,184,1034,184,1073,152
99,99,1005,219,1005,219,1050,174
100,100,1083,120,1083,120,1106,117
101,101,1103,61,1103,61,1118,85
102,102,1088,40,1088,40,1109,68
103,103,1083,55,1083,55,1105,75
104,104,1090,68,1090,68,1110,85
105,105,1094,76,1094,76,1113,92
106,106,1094,93,1094,93,1113,102
107,107,1049,119,1049,119,1083,108
108,108,1041,128,1041,128,1078,112
109,109,1037,170,1037,170,1075,142
110,110,988,147,988,147,1040,114
111,111,914,147,914,147,983,100
