,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,1129,378,1129,378,1150,331
1,1,1077,344,1077,344,1108,294
2,2,1015,328,1015,328,1057,271
3,3,949,315,949,315,1001,251
4,4,933,315,933,315,987,250
5,5,937,333,937,333,990,268
6,6,944,322,944,322,997,258
7,7,986,294,986,294,1033,237
8,8,1020,254,1020,254,1061,206
9,9,1042,233,1042,233,1078,193
10,10,1090,176,1090,176,1112,159
11,11,1087,192,1087,192,1110,170
12,12,1077,207,1077,207,1103,179
13,13,1067,213,1067,213,1096,182
14,14,1043,220,1043,220,1079,183
15,15,1087,152,1087,152,1109,141
16,16,1098,110,1098,110,1116,115
17,17,1097,75,1097,75,1114,92
18,18,1066,119,1066,119,1095,112
19,19,1096,95,1096,95,1114,105
20,20,1081,92,1081,92,1105,99
21,21,1040,124,1040,124,1077,109
22,22,998,121,998,121,1048,96
23,23,963,159,963,159,1020,118
24,24,949,168,949,168,1009,123
25,25,941,193,941,193,1001,142
26,26,910,258,910,258,971,195
27,27,911,291,911,291,969,225
28,28,950,268,950,268,1004,208
29,29,994,237,994,237,1041,188
30,30,1027,238,1027,238,1067,194
31,31,1045,256,1045,256,1081,212
32,32,1061,294,1061,294,1093,247
33,33,1041,327,1041,327,1078,273
34,34,1017,334,1017,334,1058,276
35,35,1015,337,1015,337,1057,279
36,36,1026,366,1026,366,1066,307
37,37,922,332,922,332,976,266
38,38,805,280,805,280,873,209
39,39,718,247,718,247,793,174
40,40,603,134,603,134,705,60
41,41,489,110,489,110,594,37
42,42,374,104,374,104,468,39
43,43,314,106,314,106,396,48
44,44,353,100,353,100,446,36
45,45,461,165,461,165,543,98
46,46,582,197,582,197,665,124
47,47,668,227,668,227,748,154
48,48,779,231,779,231,856,159
