,frame,ridge_x,ridge_y,lin_x,lin_y,poly_x,poly_y
0,0,432,573,432,573,363,629
1,1,497,581,497,581,451,620
2,2,546,575,546,575,519,597
3,3,619,555,619,555,618,550
4,4,551,595,551,595,521,624
5,5,538,633,538,633,493,682
6,6,527,664,527,664,470,733
7,7,494,652,494,652,426,727
8,8,473,680,473,680,387,778
9,9,437,674,437,674,338,781
10,10,304,668,304,668,140,829
11,11,315,546,315,546,206,632
12,12,263,549,263,549,126,658
13,13,256,670,256,670,63,856
14,14,266,709,266,709,63,917
15,15,309,718,309,718,127,911
16,16,477,711,477,711,385,824
17,17,501,752,501,752,408,880
18,18,491,780,491,780,386,929
19,19,431,748,431,748,305,903
20,20,438,705,438,705,329,830
21,21,388,661,388,661,269,782
22,22,385,604,385,604,286,694
23,23,393,565,393,565,311,631
24,24,378,619,378,619,270,719
25,25,385,680,385,680,259,814
26,26,360,769,360,769,189,972
27,27,346,823,346,823,148,1072
28,28,288,846,288,846,43,1146
29,29,225,851,225,851,-67,1193
30,30,112,983,112,983,-331,1528
31,31,54,1120,54,1120,-512,1866
32,32,-13,1270,-13,1270,-729,2273
33,33,-83,1434,-83,1434,-976,2754
34,34,-79,1603,-79,1603,-1058,3197
35,35,-107,1688,-107,1688,-1171,3465
36,36,-137,1760,-137,1760,-1286,3712
37,37,-136,1802,-136,1802,-1306,3832
38,38,-80,1797,-80,1797,-1162,3741
39,39,-22,1757,-22,1757,-998,3552
40,40,-72,1669,-72,1669,-1075,3367
41,41,-136,1603,-136,1603,-1196,3267
42,42,-134,1463,-134,1463,-1110,2887
43,43,-151,1364,-151,1364,-1092,2650
44,44,-68,1305,-68,1305,-870,2413
45,45,-16,1177,-16,1177,-686,2058
46,46,61,1062,61,1062,-469,1734
47,47,283,899,283,899,14,1246
48,48,383,911,383,911,178,1210
49,49,558,899,558,899,457,1098
50,50,625,792,625,792,577,894
51,51,817,625,817,625,845,604
52,52,950,508,950,508,996,451
53,53,1063,458,1063,458,1101,400
54,54,1135,432,1135,432,1160,382
55,55,1140,475,1140,475,1168,423
56,56,1142,479,1142,479,1169,427
57,57,1114,457,1114,457,1145,403
58,58,1131,440,1131,440,1157,389
59,59,1150,380,1150,380,1167,336
60,60,1105,409,1105,409,1134,356
61,61,1058,469,1058,469,1096,411
62,62,1029,479,1029,479,1071,420
63,63,998,488,998,488,1043,428
64,64,1026,510,1026,510,1069,453
65,65,1029,535,1029,535,1072,479
66,66,1018,535,1018,535,1061,480
67,67,996,534,996,534,1041,479
68,68,966,587,966,587,1011,541
69,69,859,695,859,695,890,690
70,70,834,645,834,645,864,627
71,71,830,821,830,821,847,873
72,72,828,1017,828,1017,835,1180
73,73,743,1045,743,1045,711,1263
74,74,587,938,587,938,493,1151
75,75,568,889,568,889,475,1076
76,76,536,825,536,825,441,985
77,77,511,760,511,760,421,889
78,78,437,766,437,766,308,930
79,79,394,773,394,773,240,963
80,80,392,796,392,796,229,1003
81,81,395,832,395,832,223,1062
82,82,287,907,287,907,17,1259
83,83,273,962,273,962,-29,1374
84,84,327,940,327,940,74,1297
85,85,416,979,416,979,211,1315
86,86,373,993,373,993,134,1369
87,87,358,1005,358,1005,105,1401
88,88,322,986,322,986,48,1387
89,89,348,1026,348,1026,80,1447
90,90,296,958,296,958,14,1351
91,91,258,906,258,906,-33,1275
92,92,131,878,131,878,-244,1306
93,93,272,830,272,830,22,1127
94,94,305,806,305,806,87,1064
95,95,358,732,358,732,199,911
96,96,343,724,343,724,178,905
97,97,342,695,342,695,188,857
98,98,366,655,366,655,239,781
99,99,434,628,434,628,349,711
100,100,490,608,490,608,433,661
101,101,529,623,529,623,483,671
102,102,525,642,525,642,473,700
103,103,524,650,524,650,468,713
104,104,515,669,515,669,451,745
105,105,505,699,505,699,428,794
106,106,520,770,520,770,432,901
107,107,503,852,503,852,385,1044
108,108,504,838,504,838,390,1020
109,109,507,795,507,795,406,948
110,110,601,734,601,734,554,814
111,111,642,686,642,686,620,729
112,112,647,679,647,679,629,717
113,113,677,657,677,657,671,677
114,114,666,655,666,655,657,678
115,115,644,649,644,649,630,675
116,116,613,665,613,665,586,707
117,117,585,659,585,659,550,706
118,118,558,656,558,656,514,711
119,119,549,676,549,676,497,743
120,120,571,653,571,653,532,702
121,121,577,646,577,646,543,690
122,122,585,632,585,632,556,667
123,123,569,656,569,656,529,707
124,124,561,688,561,688,510,758
125,125,567,695,567,695,517,766
126,126,593,715,593,715,547,788
127,127,601,712,601,712,559,781
128,128,587,692,587,692,545,755
129,129,583,671,583,671,544,725
130,130,604,695,604,695,567,754
131,131,616,719,616,719,579,785
132,132,612,721,612,721,573,790
133,133,610,695,610,695,576,752
134,134,600,660,600,660,570,703
135,135,572,662,572,662,531,716
136,136,544,662,544,662,494,723
137,137,530,677,530,677,470,752
138,138,524,684,524,684,459,765
139,139,494,680,494,680,419,768
140,140,427,676,427,676,322,789
141,141,363,678,363,678,226,819
142,142,305,706,305,706,125,892
143,143,263,733,263,733,47,961
144,144,241,747,241,747,6,996
145,145,203,779,203,779,-73,1075
146,146,190,775,190,775,-94,1076
147,147,168,789,168,789,-137,1114
148,148,150,798,150,798,-173,1142
149,149,125,809,125,809,-222,1179
150,150,179,769,179,769,-108,1071
151,151,279,709,279,709,83,911
152,152,352,671,352,671,212,813
153,153,429,635,429,635,339,725
154,154,547,583,547,583,518,608
155,155,617,543,617,543,617,535
156,156,667,518,667,518,684,492
157,157,700,513,700,513,725,480
158,158,714,514,714,514,741,478
159,159,702,514,702,514,726,480
160,160,671,541,671,541,685,521
161,161,657,570,657,570,662,561
162,162,660,574,660,574,665,567
163,163,668,558,668,558,678,544
164,164,669,555,669,555,679,539
165,165,677,586,677,586,684,580
166,166,678,621,678,621,679,627
167,167,653,648,653,648,642,671
168,168,645,685,645,685,624,727
169,169,647,673,647,673,629,709
170,170,619,676,619,676,591,721
171,171,612,694,612,694,578,750
172,172,621,678,621,678,594,724
173,173,643,638,643,638,631,659
174,174,662,638,662,638,656,654
175,175,677,641,677,641,674,654
176,176,649,627,649,627,641,642
177,177,615,642,615,642,593,673
178,178,582,683,582,683,540,744
179,179,559,724,559,724,499,813
180,180,602,691,602,691,566,748
181,181,630,654,630,654,611,686
182,182,612,649,612,649,589,683
183,183,630,640,630,640,614,665
184,184,666,648,666,648,658,668
185,185,649,643,649,643,637,665
186,186,635,657,635,657,616,689
187,187,630,681,630,681,606,725
188,188,630,706,630,706,600,762
189,189,639,740,639,740,606,810
190,190,613,781,613,781,563,882
191,191,586,800,586,800,520,923
192,192,551,844,551,844,459,1009
193,193,571,854,571,854,486,1016
194,194,580,846,580,846,502,999
195,195,601,850,601,850,531,997
196,196,608,874,608,874,537,1033
197,197,600,849,600,849,529,997
198,198,608,832,608,832,545,965
199,199,601,834,601,834,535,970
200,200,615,829,615,829,555,957
201,201,634,827,634,827,583,947
202,202,632,810,632,810,583,921
203,203,682,839,682,839,649,948
204,204,692,902,692,902,654,1044
205,205,675,895,675,895,630,1040
206,206,649,844,649,844,601,968
207,207,639,780,639,780,599,870
208,208,626,740,626,740,588,814
209,209,677,704,677,704,663,744
210,210,625,705,625,705,594,762
211,211,582,703,582,703,536,773
212,212,558,689,558,689,506,760
213,213,547,688,547,688,491,762
214,214,556,688,556,688,503,760
215,215,556,679,556,679,506,746
216,216,539,682,539,682,482,756
217,217,534,688,534,688,473,766
218,218,523,688,523,688,457,771
219,219,497,706,497,706,415,808
220,220,536,665,536,665,482,731
221,221,577,613,577,613,550,642
222,222,624,574,624,574,619,576
223,223,640,559,640,559,643,551
224,224,628,579,628,579,623,581
225,225,653,581,653,581,654,578
226,226,662,578,662,578,667,572
227,227,642,582,642,582,641,581
228,228,619,586,619,586,611,592
229,229,601,591,601,591,587,605
230,230,649,585,649,585,649,585
231,231,693,584,693,584,703,573
232,232,740,550,740,550,766,520
233,233,781,513,781,513,818,469
234,234,835,520,835,520,875,471
235,235,876,512,876,512,920,458
236,236,927,484,927,484,974,424
237,237,946,458,946,458,993,396
238,238,959,446,959,446,1006,383
239,239,983,453,983,453,1028,391
240,240,973,484,973,484,1018,424
241,241,975,499,975,499,1020,440
242,242,953,502,953,502,999,444
243,243,953,507,953,507,999,450
244,244,932,527,932,527,977,472
245,245,907,537,907,537,951,486
246,246,892,567,892,567,933,522
247,247,846,637,846,637,878,615
248,248,739,673,739,673,747,685
249,249,651,720,651,720,626,776
250,250,644,676,644,676,625,714
251,251,637,658,637,658,619,689
252,252,656,634,656,634,648,651
253,253,667,607,667,607,667,610
254,254,664,611,664,611,662,617
255,255,664,611,664,611,662,617
256,256,634,642,634,642,618,668
257,257,607,664,607,664,578,706
258,258,609,652,609,652,584,688
259,259,613,629,613,629,594,655
260,260,608,611,608,611,591,631
261,261,626,600,626,600,617,611
262,262,636,583,636,583,633,585
263,263,642,574,642,574,643,571
264,264,609,619,609,619,591,641
265,265,600,654,600,654,571,695
266,266,533,729,533,729,461,830
267,267,469,791,469,791,349,958
268,268,444,797,444,797,309,979
269,269,434,800,434,800,294,988
270,270,450,777,450,777,325,943
271,271,448,764,448,764,327,922
272,272,445,754,445,754,325,907
273,273,440,731,440,731,325,871
274,274,435,731,435,731,317,874
275,275,438,765,438,765,311,927
276,276,428,767,428,767,294,936
277,277,400,779,400,779,248,969
278,278,376,792,376,792,206,1003
279,279,377,774,377,774,214,972
280,280,360,785,360,785,182,1000
281,281,398,804,398,804,237,1012
282,282,435,811,435,811,292,1006
283,283,474,808,474,808,353,982
284,284,475,777,475,777,363,931
285,285,466,756,466,756,356,902
286,286,491,729,491,729,401,847
287,287,498,715,498,715,414,822
288,288,510,711,510,711,432,812
289,289,530,696,530,696,466,780
