frame,res,X,Y
1,"[[ 0.64029985]
 [ 0.3754181 ]
 [-0.67013234]]",-4496.0,3098.0
2,"[[ 0.63978836]
 [ 0.38458858]
 [-0.66540399]]",-4567.0,3273.0
3,"[[ 0.64044045]
 [ 0.39168808]
 [-0.66061825]]",-4627.0,3421.0
4,"[[ 0.64124282]
 [ 0.38749534]
 [-0.66231036]]",-4667.0,3516.0
5,"[[ 0.6414367]
 [ 0.3869795]
 [-0.6624242]]",-4696.0,3584.0
6,"[[ 0.64066733]
 [ 0.37634622]
 [-0.66925997]]",-4711.0,3607.0
7,"[[ 0.63821939]
 [ 0.37442225]
 [-0.6726693 ]]",-4710.0,3616.0
8,"[[ 0.63848006]
 [ 0.43474211]
 [-0.63509253]]",-4792.0,3816.0
9,"[[ 0.64117329]
 [ 0.47336898]
 [-0.60400217]]",-4959.0,4133.0
10,"[[ 0.64726303]
 [ 0.46888651]
 [-0.60099585]]",-5122.0,4375.0
11,"[[ 0.64236099]
 [ 0.45260485]
 [-0.61848299]]",-5180.0,4475.0
12,"[[ 0.64426835]
 [ 0.4040042 ]
 [-0.64938347]]",-5146.0,4374.0
13,"[[ 0.6331091 ]
 [ 0.48938924]
 [-0.5997258 ]]",-5218.0,4599.0
14,"[[ 0.64141542]
 [ 0.45107581]
 [-0.62057786]]",-5216.0,4610.0
15,"[[ 0.64343666]
 [ 0.36811903]
 [-0.67117631]]",-5092.0,4338.0
16,"[[ 0.6444768 ]
 [ 0.38358251]
 [-0.6614485 ]]",-5031.0,4190.0
17,"[[ 0.64451135]
 [ 0.39231428]
 [-0.65627328]]",-4996.0,4109.0
18,"[[ 0.64933378]
 [ 0.39150954]
 [-0.65198614]]",-4981.0,4046.0
19,"[[ 0.64944964]
 [ 0.40255736]
 [-0.64510677]]",-4974.0,4028.0
20,"[[ 0.64997212]
 [ 0.4029933 ]
 [-0.64430788]]",-4976.0,4018.0
21,"[[ 0.64667343]
 [ 0.40752723]
 [-0.64477518]]",-4966.0,4021.0
22,"[[ 0.64390938]
 [ 0.41897702]
 [-0.64018666]]",-4961.0,4054.0
23,"[[ 0.64443579]
 [ 0.42484982]
 [-0.6357713 ]]",-4966.0,4097.0
24,"[[ 0.64447177]
 [ 0.43215394]
 [-0.63079245]]",-4987.0,4158.0
25,"[[ 0.6346298 ]
 [ 0.28184741]
 [-0.71958811]]",-4791.0,3758.0
26,"[[ 0.63598205]
 [ 0.27323227]
 [-0.7217139 ]]",-4645.0,3445.0
27,"[[ 0.62285901]
 [ 0.20151784]
 [-0.75593466]]",-4452.0,3048.0
28,"[[ 0.62669288]
 [ 0.21663256]
 [-0.74854951]]",-4327.0,2791.0
29,"[[ 0.62659552]
 [ 0.20219697]
 [-0.75265825]]",-4227.0,2571.0
30,"[[ 0.62631984]
 [ 0.20995548]
 [-0.75076105]]",-4151.0,2425.0
31,"[[ 0.6413397 ]
 [ 0.30968934]
 [-0.70197998]]",-4221.0,2564.0
32,"[[ 0.6400934 ]
 [ 0.29493403]
 [-0.70943242]]",-4251.0,2625.0
33,"[[ 0.64567407]
 [ 0.31269536]
 [-0.69665386]]",-4326.0,2729.0
34,"[[ 0.64645203]
 [ 0.31389003]
 [-0.69539401]]",-4378.0,2806.0
35,"[[ 0.64491467]
 [ 0.30163768]
 [-0.70221063]]",-4396.0,2827.0
36,"[[ 0.64809388]
 [ 0.3207284 ]
 [-0.69072977]]",-4447.0,2900.0
37,"[[ 0.64718337]
 [ 0.35264665]
 [-0.67586539]]",-4515.0,3042.0
38,"[[ 0.64697473]
 [ 0.34893726]
 [-0.67798709]]",-4557.0,3132.0
39,"[[ 0.64848601]
 [ 0.35130823]
 [-0.67531357]]",-4589.0,3202.0
40,"[[ 0.65003833]
 [ 0.3403231 ]
 [-0.67943385]]",-4602.0,3220.0
41,"[[ 0.6459233 ]
 [ 0.26066813]
 [-0.71752018]]",-4535.0,3031.0
42,"[[ 0.64765078]
 [ 0.29896535]
 [-0.70083392]]",-4536.0,2997.0
43,"[[ 0.64704377]
 [ 0.30284661]
 [-0.6997273 ]]",-4532.0,2979.0
44,"[[ 0.64601679]
 [ 0.31297228]
 [-0.69621165]]",-4535.0,2992.0
45,"[[ 0.6457397 ]
 [ 0.31027105]
 [-0.69767622]]",-4545.0,3000.0
46,"[[ 0.64835066]
 [ 0.32331397]
 [-0.68928188]]",-4575.0,3043.0
47,"[[ 0.64933481]
 [ 0.33307905]
 [-0.68368315]]",-4613.0,3103.0
