frame,ear
1.0,0.2511276136756856
2.0,0.2522173452971418
3.0,0.2600339030476846
4.0,0.22688675627087007
5.0,0.23239761446653862
6.0,0.23108655526321636
7.0,0.22745769170408364
8.0,0.22796559588374077
9.0,0.23685735384163403
10.0,0.2539577871306375
11.0,0.2507374019465559
12.0,0.24029831927021403
13.0,0.26796812732793074
14.0,0.2644575908061792
15.0,0.27319336166280284
16.0,0.2728150079270978
17.0,0.2744436324693804
18.0,0.2861981436674315
19.0,0.27846305820486217
20.0,0.2826682935392355
21.0,0.2903402452427006
22.0,0.28146248493984516
23.0,0.2693104492960965
24.0,0.2512556934822596
25.0,0.23644179894179895
26.0,0.22323742905455934
27.0,0.18909135754932163
28.0,0.22721690599638472
29.0,0.24171655579813625
30.0,0.2689385284858894
31.0,0.2650450061663133
32.0,0.2467082398750003
33.0,0.26455176793495194
34.0,0.26967222035550237
35.0,0.2732269747820856
36.0,0.27843200073862434
37.0,0.2593783359730092
38.0,0.26418670980980996
39.0,0.2535191178994962
40.0,0.25137505664702386
41.0,0.24553259793335716
42.0,0.26797109462640223
43.0,0.25832757141790064
44.0,0.26481684325432264
45.0,0.2544103582362126
46.0,0.22721690599638472
47.0,0.19906227490896589
48.0,0.18218582581023712
49.0,0.22238631757013444
50.0,0.24663724198732379
51.0,0.24626734383940257
52.0,0.2548271390526803
53.0,0.2602896031476768
54.0,0.2890705892268546
55.0,0.25687649413016483
56.0,0.2633169609973002
57.0,0.25504128123520275
58.0,0.25506436881280464
59.0,0.25504128123520275
60.0,0.25047005747692264
61.0,0.2667546232701622
62.0,0.2712776992448578
63.0,0.25417312847608825
64.0,0.2579999987762074
65.0,0.23687006674448172
66.0,0.24857728847995225
67.0,0.24629278457966747
68.0,0.25531768634141117
69.0,0.23230633985512722
70.0,0.25784874202167346
71.0,0.2590323743870536
72.0,0.2542085853251076
73.0,0.26759465508364333
74.0,0.2818246326347743
75.0,0.27737247454561664
76.0,0.2717415625102787
77.0,0.26301222857596174
78.0,0.2681110009769078
79.0,0.26352816017215086
80.0,0.2715109968789604
81.0,0.26282580166034786
82.0,0.26174031611672727
83.0,0.2627330779269463
84.0,0.29090983259628633
85.0,0.2729854669255879
86.0,0.2718330126225842
87.0,0.27237330650847036
88.0,0.27291677968192185
89.0,0.27296057432527265
90.0,0.273616389924578
91.0,0.28159207167467376
92.0,0.25443344581381455
93.0,0.24920821147894237
