frame,res,X,Y
1,"[[ 0.00630225]
 [ 0.22103832]
 [-0.97524476]]",702.0,608.0
2,"[[-0.01973937]
 [ 0.21305872]
 [-0.97683998]]",636.0,657.0
3,"[[-0.02427901]
 [ 0.22579224]
 [-0.97387288]]",592.0,706.0
4,"[[-0.02340763]
 [ 0.22474051]
 [-0.97413746]]",559.0,743.0
5,"[[-0.01881252]
 [ 0.2312702 ]
 [-0.97270766]]",530.0,777.0
6,"[[-0.00901049]
 [ 0.24126637]
 [-0.9704171 ]]",499.0,812.0
7,"[[-0.0025137 ]
 [ 0.23441953]
 [-0.97213228]]",470.0,831.0
8,"[[-0.01508083]
 [ 0.23029099]
 [-0.97300495]]",462.0,838.0
9,"[[-0.0384319 ]
 [ 0.22196176]
 [-0.97429768]]",480.0,835.0
10,"[[-0.04127095]
 [ 0.22563026]
 [-0.97333843]]",495.0,839.0
11,"[[-0.029745  ]
 [ 0.24452083]
 [-0.9691877 ]]",494.0,863.0
12,"[[-0.01443657]
 [ 0.24297053]
 [-0.96992624]]",477.0,881.0
13,"[[-0.01279496]
 [ 0.22215417]
 [-0.97492759]]",462.0,875.0
14,"[[-0.05256114]
 [ 0.19312258]
 [-0.97976579]]",492.0,841.0
15,"[[-0.10444413]
 [ 0.22953794]
 [-0.96767957]]",568.0,859.0
16,"[[-0.11942071]
 [ 0.25147698]
 [-0.96046761]]",641.0,897.0
17,"[[ 0.00102874]
 [ 0.31642818]
 [-0.94861591]]",568.0,998.0
18,"[[ 0.04369039]
 [ 0.20851088]
 [-0.97704368]]",472.0,949.0
19,"[[-0.0081903 ]
 [ 0.20655923]
 [-0.97839982]]",459.0,907.0
20,"[[ 0.01872643]
 [ 0.2292459 ]
 [-0.97318839]]",426.0,895.0
21,"[[-0.0348545 ]
 [ 0.14771153]
 [-0.98841614]]",460.0,798.0
22,"[[-0.14371925]
 [ 0.13537459]
 [-0.98031551]]",599.0,711.0
23,"[[-0.10223298]
 [ 0.22625585]
 [-0.96868814]]",664.0,741.0
24,"[[-0.05454552]
 [ 0.23074151]
 [-0.97148502]]",665.0,766.0
25,"[[-0.06759743]
 [ 0.24219788]
 [-0.96786919]]",682.0,796.0
26,"[[-0.08452046]
 [ 0.23282823]
 [-0.96883812]]",715.0,807.0
27,"[[-0.08664239]
 [ 0.2274815 ]
 [-0.96992024]]",744.0,807.0
28,"[[-0.0759617 ]
 [ 0.22182277]
 [-0.97212369]]",757.0,805.0
29,"[[-0.08357434]
 [ 0.1753716 ]
 [-0.98094859]]",776.0,753.0
30,"[[-0.07713884]
 [ 0.19225644]
 [-0.97830826]]",785.0,734.0
31,"[[-0.13057014]
 [ 0.17052411]
 [-0.9766642 ]]",851.0,700.0
32,"[[-0.11644194]
 [ 0.16808328]
 [-0.97887144]]",887.0,676.0
33,"[[-0.07723347]
 [ 0.18420895]
 [-0.97984798]]",874.0,677.0
34,"[[-0.07850548]
 [ 0.13871727]
 [-0.98721548]]",867.0,631.0
35,"[[-0.0782283 ]
 [ 0.13237379]
 [-0.98810805]]",864.0,592.0
36,"[[-0.06409336]
 [ 0.13984103]
 [-0.98809743]]",848.0,573.0
37,"[[-0.06926304]
 [ 0.17328795]
 [-0.98243265]]",844.0,598.0
38,"[[-0.07895884]
 [ 0.15614755]
 [-0.98457272]]",853.0,599.0
39,"[[-0.09975223]
 [ 0.13956232]
 [-0.98517605]]",881.0,582.0
40,"[[-0.11174089]
 [ 0.16087656]
 [-0.98062873]]",915.0,593.0
41,"[[-0.06257768]
 [ 0.19128062]
 [-0.97953854]]",887.0,633.0
42,"[[-0.06794869]
 [ 0.17252775]
 [-0.98265821]]",871.0,642.0
43,"[[-0.09253557]
 [ 0.18308161]
 [-0.978733  ]]",884.0,660.0
44,"[[-0.08653706]
 [ 0.16903448]
 [-0.98180379]]",886.0,657.0
45,"[[-0.09244695]
 [ 0.15189272]
 [-0.98406411]]",892.0,637.0
46,"[[-0.10563156]
 [ 0.16456559]
 [-0.9806937 ]]",908.0,635.0
47,"[[-0.12190516]
 [ 0.12125721]
 [-0.98510701]]",934.0,588.0
48,"[[-0.09952406]
 [ 0.16232913]
 [-0.98170475]]",928.0,597.0
49,"[[-0.09714657]
 [ 0.19336691]
 [-0.97630517]]",920.0,639.0
50,"[[-0.13409505]
 [ 0.17269101]
 [-0.97580548]]",951.0,648.0
51,"[[-0.1374308 ]
 [ 0.15913044]
 [-0.97764527]]",978.0,641.0
52,"[[-0.11576206]
 [ 0.16995785]
 [-0.97862836]]",974.0,650.0
53,"[[-0.0921974 ]
 [ 0.18507212]
 [-0.97839049]]",945.0,673.0
54,"[[-0.0930041 ]
 [ 0.17631158]
 [-0.97993085]]",925.0,681.0
55,"[[-0.06118246]
 [ 0.18816048]
 [-0.98023076]]",877.0,699.0
56,"[[-0.10629202]
 [ 0.17907589]
 [-0.9780766 ]]",891.0,701.0
57,"[[-0.08795385]
 [ 0.18939831]
 [-0.97795317]]",882.0,713.0
58,"[[-0.09077514]
 [ 0.18817335]
 [-0.97793183]]",879.0,719.0
59,"[[-0.0723236 ]
 [ 0.20571329]
 [-0.97593614]]",857.0,744.0
60,"[[-0.11843863]
 [ 0.19014246]
 [-0.97458614]]",891.0,746.0
61,"[[-0.02448189]
 [ 0.19008334]
 [-0.98146266]]",814.0,749.0
62,"[[-0.08673024]
 [ 0.21837466]
 [-0.97200328]]",827.0,787.0
63,"[[-0.09686221]
 [ 0.13332952]
 [-0.986327  ]]",847.0,722.0
64,"[[ 0.05762958]
 [ 0.17214828]
 [-0.98338385]]",695.0,717.0
65,"[[ 0.00411472]
 [ 0.22394433]
 [-0.97459325]]",643.0,768.0
66,"[[-0.05546993]
 [ 0.23370601]
 [-0.97072374]]",671.0,815.0
67,"[[-0.12097402]
 [ 0.20171701]
 [-0.9719442 ]]",762.0,812.0
68,"[[-0.19807157]
 [ 0.21486486]
 [-0.95634761]]",914.0,826.0
69,"[[-0.16225723]
 [ 0.17243796]
 [-0.97156458]]",985.0,790.0
70,"[[-0.11404888]
 [ 0.19884671]
 [-0.97337189]]",986.0,792.0
71,"[[-0.15430767]
 [ 0.23166589]
 [-0.96047908]]",1033.0,831.0
72,"[[-0.17098499]
 [ 0.22731157]
 [-0.95869369]]",1085.0,855.0
73,"[[-0.09988905]
 [ 0.24239709]
 [-0.96502115]]",1046.0,888.0
74,"[[-0.10612954]
 [ 0.22681506]
 [-0.96813814]]",1025.0,895.0
75,"[[-0.1302769 ]
 [ 0.21142928]
 [-0.96867208]]",1036.0,882.0
76,"[[-0.14571018]
 [ 0.19468004]
 [-0.96998362]]",1061.0,854.0
77,"[[-0.15053582]
 [ 0.21773396]
 [-0.96432924]]",1085.0,856.0
78,"[[-0.14282426]
 [ 0.17993154]
 [-0.9732553 ]]",1094.0,816.0
79,"[[-0.15131524]
 [ 0.17419054]
 [-0.97301663]]",1110.0,780.0
80,"[[-0.14319327]
 [ 0.18975517]
 [-0.97133344]]",1114.0,771.0
81,"[[-0.1403276 ]
 [ 0.23490448]
 [-0.96183577]]",1117.0,817.0
82,"[[-0.13890511]
 [ 0.23216427]
 [-0.96270718]]",1117.0,847.0
83,"[[-0.12982535]
 [ 0.23996089]
 [-0.96206244]]",1110.0,877.0
84,"[[-0.15394961]
 [ 0.25020377]
 [-0.9558753 ]]",1132.0,912.0
85,"[[-0.12511307]
 [ 0.22691007]
 [-0.96584602]]",1117.0,910.0
86,"[[-0.15137525]
 [ 0.22660333]
 [-0.962152  ]]",1134.0,908.0
87,"[[-0.15773428]
 [ 0.21461867]
 [-0.96387692]]",1155.0,894.0
88,"[[-0.12578301]
 [ 0.21549716]
 [-0.96836956]]",1135.0,882.0
89,"[[-0.12225055]
 [ 0.22627551]
 [-0.96636132]]",1118.0,885.0
90,"[[-0.12864303]
 [ 0.19860294]
 [-0.97160066]]",1112.0,856.0
91,"[[-0.12323111]
 [ 0.19457423]
 [-0.97311611]]",1102.0,832.0
92,"[[-0.10925822]
 [ 0.22058828]
 [-0.96922828]]",1081.0,843.0
93,"[[-0.11374363]
 [ 0.22885607]
 [-0.96679227]]",1070.0,859.0
94,"[[-0.1242416 ]
 [ 0.23396818]
 [-0.96427326]]",1075.0,879.0
95,"[[-0.09861855]
 [ 0.24180286]
 [-0.96530086]]",1051.0,901.0
96,"[[-0.10641285]
 [ 0.20855419]
 [-0.97220443]]",1042.0,880.0
97,"[[-0.11970494]
 [ 0.19076667]
 [-0.9743094 ]]",1049.0,845.0
98,"[[-0.1215022 ]
 [ 0.1855865 ]
 [-0.97508711]]",1056.0,815.0
99,"[[-0.12623838]
 [ 0.17153042]
 [-0.97705741]]",1066.0,777.0
100,"[[-0.14000173]
 [ 0.1625086 ]
 [-0.97672436]]",1087.0,739.0
101,"[[-0.1423334 ]
 [ 0.19074876]
 [-0.97126521]]",1107.0,742.0
102,"[[-0.15755205]
 [ 0.19184137]
 [-0.96869719]]",1138.0,745.0
103,"[[-0.10897736]
 [ 0.21782529]
 [-0.96988457]]",1109.0,774.0
104,"[[-0.13309149]
 [ 0.22378846]
 [-0.96550784]]",1113.0,802.0
105,"[[-0.1250835 ]
 [ 0.20296612]
 [-0.97116367]]",1107.0,799.0
106,"[[-0.12513707]
 [ 0.22547197]
 [-0.96617964]]",1104.0,822.0
107,"[[-0.1099423 ]
 [ 0.23255695]
 [-0.96634878]]",1086.0,847.0
108,"[[-0.12612691]
 [ 0.2361125 ]
 [-0.96350552]]",1091.0,870.0
109,"[[-0.13039188]
 [ 0.19612332]
 [-0.97187118]]",1097.0,842.0
110,"[[-0.18428707]
 [ 0.12226807]
 [-0.97523781]]",1159.0,744.0
111,"[[-0.18552002]
 [ 0.13433065]
 [-0.97341543]]",1205.0,684.0
112,"[[-0.18106769]
 [ 0.14369407]
 [-0.97291649]]",1234.0,650.0
113,"[[-0.189882  ]
 [ 0.0958681 ]
 [-0.97711521]]",1263.0,574.0
114,"[[-0.18767541]
 [ 0.10522522]
 [-0.97657851]]",1283.0,528.0
115,"[[-0.17823675]
 [ 0.12391028]
 [-0.97615465]]",1286.0,513.0
116,"[[-0.19296485]
 [ 0.14954725]
 [-0.96974233]]",1304.0,530.0
117,"[[-0.17933019]
 [ 0.14129487]
 [-0.97358946]]",1302.0,534.0
118,"[[-0.18625643]
 [ 0.11870662]
 [-0.97530369]]",1308.0,513.0
119,"[[-0.20075424]
 [ 0.13691332]
 [-0.97002705]]",1329.0,518.0
120,"[[-0.22266049]
 [ 0.11930594]
 [-0.96756829]]",1369.0,503.0
121,"[[-0.23185041]
 [ 0.12674931]
 [-0.9644584 ]]",1408.0,500.0
122,"[[-0.23025043]
 [ 0.11679533]
 [-0.96609709]]",1434.0,486.0
123,"[[-0.23771415]
 [ 0.12028009]
 [-0.96385927]]",1461.0,478.0
124,"[[-0.23113574]
 [ 0.14046582]
 [-0.96272822]]",1473.0,494.0
125,"[[-0.24130262]
 [ 0.14102455]
 [-0.96014849]]",1494.0,506.0
126,"[[-0.22456084]
 [ 0.15606451]
 [-0.96188164]]",1491.0,530.0
127,"[[-0.22742276]
 [ 0.1481065 ]
 [-0.96246733]]",1492.0,540.0
128,"[[-0.21497233]
 [ 0.15415393]
 [-0.96437724]]",1479.0,553.0
129,"[[-0.23011928]
 [ 0.14644073]
 [-0.9620812 ]]",1488.0,556.0
130,"[[-0.2331293 ]
 [ 0.13374186]
 [-0.96320499]]",1499.0,545.0
131,"[[-0.22950912]
 [ 0.12009151]
 [-0.96586935]]",1502.0,523.0
132,"[[-0.22722316]
 [ 0.12922612]
 [-0.96523067]]",1504.0,516.0
133,"[[-0.23572455]
 [ 0.10393713]
 [-0.96624583]]",1515.0,485.0
134,"[[-0.22392056]
 [ 0.10545687]
 [-0.96888515]]",1511.0,464.0
135,"[[-0.22476247]
 [ 0.1318445 ]
 [-0.96545267]]",1508.0,476.0
136,"[[-0.23513868]
 [ 0.13252077]
 [-0.96288527]]",1517.0,486.0
137,"[[-0.25282585]
 [ 0.09423222]
 [-0.96291193]]",1543.0,451.0
138,"[[-0.20880578]
 [ 0.11834673]
 [-0.9707699 ]]",1514.0,452.0
139,"[[-0.20519737]
 [ 0.12974629]
 [-0.97008244]]",1487.0,463.0
140,"[[-0.20661996]
 [ 0.11250036]
 [-0.97193203]]",1469.0,454.0
141,"[[-0.21739828]
 [ 0.13161871]
 [-0.96716829]]",1468.0,468.0
142,"[[-0.2379978 ]
 [ 0.14513935]
 [-0.96036015]]",1491.0,492.0
143,"[[-0.22807029]
 [ 0.14647671]
 [-0.96256351]]",1496.0,511.0
